data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-21+20_42_18,-67,-87,-95,28,28,15,27.99244332,9572,403,876662,0,0,0.002604981
2021-06-21+20_42_19,-67,-87,-95,28,28,15,27.99490662,14267,592,1307793,0,0,0.005853251
2021-06-21+20_42_20,-67,-87,-95,28,28,15,27.80519481,1811,86,164369,0,0,0
2021-06-21+20_42_21,-67,-87,-95,28,28,15,27.99395161,12030,501,1102275,0,0,0.021633051
2021-06-21+20_42_22,-67,-87,-95,28,28,15,27.66129032,5876,255,536662,0,0,0.029241698
2021-06-21+20_42_23,-67,-87,-95,28,28,15,28,6637,280,607444,0,0,0.006139563
2021-06-21+20_42_24,-67,-87,-95,28,28,15,27.98723404,11383,475,1042908,0,0,0.004547442
2021-06-21+20_42_25,-67,-87,-95,28,28,15,28,12990,537,1190568,0,0,0.017026107
2021-06-21+20_42_26,-67,-87,-95,28,28,15,28,12011,497,1100823,0,0,0.017826478
2021-06-21+20_42_27,-67,-87,-95,28,15,15,27.89147287,12451,520,1140548,0,0,0.013156852
2021-06-21+20_42_28,-67,-87,-95,28,28,15,27.98470363,12688,527,1162658,0,0,0.012914268
2021-06-21+20_42_29,-67,-87,-95,28,28,15,27.97233202,12301,511,1126849,0,0,0.017962638
2021-06-21+20_42_30,-67,-87,-95,28,28,15,27.99450549,13278,550,1216794,0,0,0.010654944
2021-06-21+20_42_32,-67,-87,-95,28,28,15,27.92513369,4545,194,415484,0,0,0.016233766
2021-06-21+20_42_33,-67,-87,-95,28,28,15,28,8031,336,735405,0,0,0.027252907
2021-06-21+20_42_34,-67,-87,-95,28,28,15,27.97070313,12379,517,1134213,0,0,0.0192521
2021-06-21+20_42_35,-67,-87,-95,28,28,15,27.99803536,12347,512,1131723,0,0,0.013975403
2021-06-21+20_42_36,-67,-87,-95,28,28,15,27.95103578,12865,536,1178725,0,0,0.011525163
2021-06-21+20_42_37,-67,-87,-95,28,28,15,28,2768,121,252404,0,0,0.044528823
2021-06-21+20_42_40,-67,-87,-95,28,28,15,27.95296524,11805,493,1081461,0,0,0.014607679
2021-06-21+20_42_41,-67,-87,-95,28,28,15,28,26641,1091,2443020,0,0,0.008374898
2021-06-21+20_42_42,-67,-87,-95,28,28,15,28,14207,601,1302611,0,0,0.00573868
2021-06-21+20_42_43,-67,-87,-95,28,28,15,27.95335277,8342,348,763845,0,0,0.011845534
2021-06-21+20_43_29,-67,-87,-95,28,28,15,15,20,10,105,0,0,0.090909091
2021-06-21+20_43_30,-67,-87,-95,28,28,15,21.58823529,143,25,10496,0,0,0
2021-06-21+20_43_31,-67,-87,-95,28,28,15,14,20,10,154,0,0,0
2021-06-21+20_43_59,-67,-87,-95,28,15,15,18,24,11,322,0,0,0.142857143
2021-06-21+20_44_00,-68,-87,-95,28,28,15,21.75,89,17,6100,0,0,0.063157895
2021-06-21+20_44_04,-68,-87,-95,28,28,15,15,28,14,381,0,0,0
2021-06-21+20_44_05,-68,-87,-95,28,12,15,23.09090909,182,20,14585,0,0,0.021505376
2021-06-21+20_44_06,-68,-87,-95,28,28,15,27.73710074,8472,414,776375,0,0,0.032876712
2021-06-21+20_44_07,-68,-87,-95,28,28,15,27.98841699,18735,778,1717632,0,0,0.02665212
2021-06-21+20_44_08,-68,-87,-95,28,28,15,27.99722479,26357,1081,2416896,0,0,0.014949359
2021-06-21+20_44_09,-68,-87,-95,28,28,15,28,24103,987,2210268,0,0,0.013304405
2021-06-21+20_44_10,-68,-87,-95,28,28,15,28,24372,998,2234952,0,0,0.002047334
2021-06-21+20_44_11,-68,-87,-95,28,28,15,28,24103,987,2210268,0,0,0.013304405
2021-06-21+20_44_12,-68,-87,-95,28,28,15,28,26716,1094,2449896,0,0,0.005583265
2021-06-21+20_44_13,-68,-87,-95,28,28,15,28,24297,995,2228076,0,0,0.005118336
2021-06-21+20_44_15,-68,-87,-95,28,28,15,28,26847,1099,2461884,0,0,0.000930336
2021-06-21+20_44_16,-68,-87,-95,28,28,15,28,24397,999,2237244,0,0,0.001023667
2021-06-21+20_44_17,-68,-87,-95,28,28,15,28,21585,886,1979003,0,0,0
2021-06-21+20_44_18,-68,-95,-95,28,28,15,27.95884146,15841,660,1451885,0,0,0.003020958
2021-06-21+20_44_19,-68,-95,-95,28,28,15,28,24297,995,2228076,0,0,0.005118336
2021-06-21+20_44_20,-68,-95,-95,28,28,15,28,26747,1095,2452716,0,0,0.004651682
2021-06-21+20_44_21,-68,-95,-95,28,28,15,28,24297,995,2228076,0,0,0.005118336
2021-06-21+20_44_22,-68,-95,-95,28,28,15,28,26586,1089,2437991,0,0,0.001877159
2021-06-21+20_44_23,-68,-95,-95,28,28,15,28,8694,367,796562,0,0,0.00832668
2021-06-21+20_44_24,-68,-95,-95,28,28,15,28,24222,992,2221200,0,0,0.008189337
2021-06-21+20_44_25,-68,-95,-95,28,28,15,28,26447,1083,2425212,0,0,0.015815719
2021-06-21+20_44_26,-68,-95,-95,28,28,15,28,26211,1074,2403611,0,0,0.016878587
2021-06-21+20_44_27,-68,-95,-95,28,28,15,27.99196787,12071,503,1106038,0,0,0.015576578
2021-06-21+20_44_28,-68,-95,-95,28,28,15,27.99156118,5715,244,522756,0,0,0.001746725
2021-06-21+20_44_29,-68,-95,-95,28,28,15,27.98297872,11384,476,1042594,0,0,0.023586929
2021-06-21+20_44_30,-68,-95,-95,28,28,15,28,14382,594,1318349,0,0,0.01371554
2021-06-21+20_44_31,-68,-95,-95,28,28,15,28,16110,667,1476648,0,0,0.00641421
2021-06-21+20_44_32,-68,-95,-95,28,28,15,27.99439252,12997,539,1191159,0,0,0.022708474
2021-06-21+20_44_33,-68,-90,-95,28,28,15,28,17441,719,1598862,0,0,0.025152311
2021-06-21+20_44_34,-67,-90,-95,28,28,15,27.9941691,16571,689,1518967,0,0,0.018305687
2021-06-21+20_44_35,-68,-90,-95,28,28,15,27.99224806,15644,648,1433991,0,0,0.026569597
2021-06-21+20_44_36,-68,-90,-95,28,28,15,27.99518459,15103,627,1384306,0,0,0.019476725
2021-06-21+20_44_37,-68,-90,-95,28,28,15,27.96534653,14688,609,1346142,0,0,0.006157385
2021-06-21+20_44_39,-68,-90,-95,28,28,15,27.99553571,16257,675,1490231,0,0,0.018119224
2021-06-21+20_44_40,-68,-90,-95,28,28,15,28,19304,796,1769959,0,0,0.008984034
2021-06-21+20_44_41,-68,-90,-95,28,28,15,27.99606815,18486,766,1694698,0,0,0.012025012
2021-06-21+20_44_42,-68,-90,-95,28,28,15,28,7951,331,728239,0,0,0.037059465
2021-06-21+20_44_43,-68,-90,-95,28,28,15,27.91872792,6824,289,624602,0,0,0.011157803
2021-06-21+20_44_44,-68,-90,-95,28,28,15,27.98993289,14469,600,1325998,0,0,0.018651655
2021-06-21+20_44_45,-68,-90,-95,28,25,15,27.97766749,9708,407,889328,0,0,0.019294878
2021-06-21+20_44_46,-68,-90,-95,28,28,15,27.93965517,5653,239,517013,0,0,0.026184324
2021-06-21+20_44_47,-68,-90,-95,28,28,15,27.99642857,6728,287,615757,0,0,0.013634364
2021-06-21+20_44_48,-68,-90,-95,28,28,15,27.94444444,12225,509,1119963,0,0,0.015383376
2021-06-21+20_44_49,-68,-90,-95,28,28,15,27.83695652,2214,99,201598,0,0,0
2021-06-21+20_44_50,-68,-90,-95,28,28,15,27.99767981,10441,437,956488,0,0,0.009486766
2021-06-21+20_44_51,-68,-90,-95,28,28,15,28,11574,483,1060625,0,0,0.012794268
2021-06-21+20_44_52,-68,-88,-95,28,28,15,27.98841699,12516,523,1146774,0,0,0.011296311
2021-06-21+20_44_53,-68,-88,-95,28,28,15,27.99186992,11982,497,1097808,0,0,0.002082119
2021-06-21+20_44_54,-68,-88,-95,28,28,15,27.95643939,12726,533,1166009,0,0,0.005858917
2021-06-21+20_44_55,-68,-88,-95,28,28,15,21,36,11,1576,0,0,0.357142857
2021-06-21+20_44_56,-68,-87,-95,28,28,15,28,12882,533,1180643,0,0,0.011510129
2021-06-21+20_44_57,-68,-88,-95,28,28,15,28,94,14,7047,0,0,0.160714286
2021-06-21+20_44_58,-68,-88,-95,28,28,15,27.93280632,6159,260,563290,0,0,0.004042691
2021-06-21+20_44_59,-68,-87,-95,28,28,15,28,5684,242,520223,0,0,0.012680215
2021-06-21+20_45_00,-68,-88,-95,28,28,15,27.96382429,9403,394,860933,0,0,0.018271038
2021-06-21+20_45_01,-68,-88,-95,28,28,15,27.98660714,5423,232,495811,0,0,0.009497717
2021-06-21+20_45_02,-68,-87,-95,28,28,15,27.99771167,10585,442,969826,0,0,0.001509292
2021-06-21+20_45_04,-68,-87,-95,28,28,15,27.87155963,2629,116,239740,0,0,0
2021-06-21+20_45_05,-68,-86,-95,28,28,15,27.98457584,9400,395,860804,0,0,0.008124934
2021-06-21+20_45_06,-68,-88,-95,28,28,15,27.8647343,5015,214,458394,0,0,0.005749405
2021-06-21+20_45_07,-68,-86,-95,28,28,15,27.99056604,7704,323,705501,0,0,0.027272727
2021-06-21+20_45_08,-68,-86,-95,28,28,15,27.99597586,12087,502,1107437,0,0,0.013467189
2021-06-21+20_45_09,-68,-86,-95,28,28,15,27.99812383,12957,537,1187460,0,0,0.022629554
2021-06-21+20_45_10,-68,-87,-95,28,28,15,27.99051233,12798,532,1172676,0,0,0.015386983
2021-06-21+20_45_11,-68,-88,-95,28,28,15,27.99197248,21170,874,1940864,0,0,0.010608964
2021-06-21+20_45_12,-68,-87,-95,28,22,15,27.98082192,17662,732,1618804,0,0,0.03549585
2021-06-21+20_45_13,-68,-87,-95,28,28,15,28,20169,831,1849226,0,0,0.017057361
2021-06-21+20_45_14,-68,-87,-95,28,28,15,28,5860,249,536241,0,0,0
2021-06-21+20_45_15,-68,-84,-95,28,28,15,27.94758065,12035,500,1102566,0,0,0.012310217
2021-06-21+20_45_16,-68,-88,-95,28,28,15,27.99724518,8831,369,808720,0,0,0.013957124
2021-06-21+20_45_17,-68,-88,-95,28,28,15,27.99230769,9465,396,866782,0,0,0.014370509
2021-06-21+20_45_18,-68,-87,-95,28,28,15,28,8798,367,805750,0,0,0.014450543
2021-06-21+20_45_19,-68,-89,-95,28,28,15,20,24,11,497,0,0,0
2021-06-21+20_45_20,-68,-92,-95,28,28,15,28,12236,509,1121433,0,0,0.014100395
2021-06-21+20_45_21,-68,-89,-95,28,28,15,27.85087719,2736,122,249200,0,0,0.00905469
2021-06-21+20_45_22,-68,-90,-95,28,28,15,28,10003,420,916305,0,0,0.016420846
2021-06-21+20_45_23,-68,-88,-95,28,14,15,27.90573013,13068,545,1197114,0,0,0.013214528
2021-06-21+20_45_24,-68,-88,-95,28,28,15,28,13899,577,1273950,0,0,0.015930331
2021-06-21+20_45_25,-68,-92,-95,28,28,15,27.99812734,12912,539,1183205,0,0,0.015253203
2021-06-21+20_45_26,-68,-91,-95,28,28,15,28,12378,514,1134444,0,0,0.01197318
2021-06-21+20_45_27,-68,-88,-101,28,28,15,27.93103448,5623,239,514145,0,0,0.023106324
2021-06-21+20_45_28,-68,-92,-101,28,28,15,27.93092105,7344,311,672072,0,0,0.021713068
2021-06-21+20_45_30,-68,-91,-101,28,28,15,28,11629,481,1065860,0,0,0.008525876
2021-06-21+20_45_31,-68,-91,-89,28,28,15,27.98839458,12575,522,1152043,0,0,0.021400778
2021-06-21+20_45_32,-68,-89,-92,28,28,15,28,9515,395,871663,0,0,0.020586722
2021-06-21+20_45_33,-68,-89,-104,28,28,15,27.99653979,7018,296,642286,0,0,0.001138628
2021-06-21+20_45_34,-68,-94,-108,28,28,15,27.99722992,8764,367,802605,0,0,0.018589026
2021-06-21+20_45_35,-68,-92,-109,28,28,15,27.99632353,13171,548,1207024,0,0,0.016796059
2021-06-21+20_45_36,-68,-90,-108,28,28,15,27.95738204,15976,661,1464047,0,0,0.009301749
2021-06-21+20_45_37,-68,-88,-88,28,28,15,27.99650757,20915,860,1917761,0,0,0.013164103
2021-06-21+20_45_38,-68,-89,-88,28,28,15,27.96533333,18267,753,1674390,0,0,0.018061603
2021-06-21+20_45_39,-68,-88,-105,28,28,15,27.99061033,15538,642,1424260,0,0,0.018507991
2021-06-21+20_45_40,-68,-87,-108,28,28,15,27.99350649,14979,620,1372851,0,0,0.025185474
2021-06-21+20_45_41,-68,-89,-108,28,28,15,27.98830409,12472,517,1142933,0,0,0.015782828
2021-06-21+20_45_42,-68,-89,-107,28,28,15,27.07894737,780,47,69655,0,0,0.091967404
2021-06-21+20_45_43,-68,-90,-107,28,15,15,27.88737864,12449,520,1140212,0,0,0.019840957
2021-06-21+20_45_44,-68,-92,-107,28,28,15,27.9501992,12056,507,1104439,0,0,0.016318538
2021-06-21+20_45_45,-68,-88,-107,28,28,15,27.91428571,12684,530,1161916,0,0,0.01659172
2021-06-21+20_45_46,-68,-88,-107,28,14,15,27.97891566,16064,667,1472528,0,0,0.018332926
2021-06-21+20_45_47,-68,-87,-107,28,28,15,27.99538462,15760,653,1444637,0,0,0.004736344
2021-06-21+20_45_48,-68,-88,-107,28,28,15,28,25187,1034,2309635,0,0,0.006900087
2021-06-21+20_45_49,-68,-88,-107,28,28,15,28,23107,948,2118994,0,0,0.011761184
2021-06-21+20_45_50,-68,-89,-107,28,28,15,27.9964455,20475,845,1877381,0,0,0.010869565
2021-06-21+20_45_51,-68,-88,-107,28,28,15,28,19787,815,1814159,0,0,0.016159507
2021-06-21+20_45_52,-68,-89,-107,28,28,15,27.99651568,13873,578,1271506,0,0,0.015470868
2021-06-21+20_45_53,-68,-88,-107,28,28,15,27.93965517,11253,469,1030851,0,0,0.008808245
2021-06-21+20_45_55,-68,-88,-107,28,28,15,28,10325,431,945810,0,0,0.023640662
2021-06-21+20_45_56,-68,-90,-107,28,28,15,28,5018,215,458953,0,0,0.015112856
2021-06-21+20_45_57,-68,-87,-107,28,28,15,28,11731,488,1075167,0,0,0.013953097
2021-06-21+20_45_58,-68,-88,-107,28,28,15,27.97991968,12095,503,1108046,0,0,0.020251114
2021-06-21+20_45_59,-68,-89,-107,28,28,15,27.98275862,15363,642,1408005,0,0,0.015129175
2021-06-21+20_46_00,-68,-87,-107,28,28,15,27.99270073,16632,688,1524555,0,0,0.013347571
2021-06-21+20_46_01,-68,-88,-107,28,28,15,28,19244,793,1764385,0,0,0.006453611
2021-06-21+20_46_02,-68,-88,-107,28,28,15,27.93727599,13444,563,1231798,0,0,0.00687006
2021-06-21+20_46_03,-68,-90,-107,28,28,15,27.96969697,13615,564,1247804,0,0,0.007436028
2021-06-21+20_46_04,-68,-90,-107,28,28,15,28,12510,521,1146388,0,0,0.005248092
2021-06-21+20_46_05,-68,-88,-107,28,28,15,28,11375,471,1042223,0,0,0.004550626
2021-06-21+20_46_06,-68,-87,-107,28,28,15,27.91842105,9173,385,840105,0,0,0.00444975
2021-06-21+20_46_07,-68,-90,-107,28,28,15,27.99502488,4861,208,444502,0,0,0.015194489
2021-06-21+20_46_08,-68,-87,-107,28,28,15,27.97053045,12362,513,1132849,0,0,0.021761494
2021-06-21+20_46_09,-68,-88,-107,28,28,15,27.9925187,9780,407,895605,0,0,0.017776439
2021-06-21+20_46_10,-67,-89,-107,28,28,15,28,17613,730,1614684,0,0,0.009838093
2021-06-21+20_46_11,-67,-89,-107,28,28,15,28,17764,732,1628477,0,0,0.009755282
2021-06-21+20_46_12,-67,-88,-107,28,28,15,27.96363636,16036,664,1469513,0,0,0.00773467
2021-06-21+20_46_13,-67,-87,-107,28,28,15,27.97540984,5926,252,541828,0,0,0.012497917
2021-06-21+20_46_14,-67,-87,-107,28,28,15,27.99764706,10312,431,944535,0,0,0.024869976
2021-06-21+20_46_15,-67,-86,-107,28,28,15,27.97925926,16470,678,1509649,0,0,0.007532389
2021-06-21+20_46_16,-68,-86,-107,28,28,15,27.97566628,20934,863,1919619,0,0,0.013896086
2021-06-21+20_46_17,-67,-87,-107,28,28,15,27.98387097,12013,500,1100812,0,0,0.014358385
2021-06-21+20_46_18,-67,-87,-107,28,28,15,27.99753391,19699,814,1805846,0,0,0.016230523
2021-06-21+20_46_20,-67,-87,-107,28,28,15,27.99721836,17420,722,1596936,0,0,0.011350738
2021-06-21+20_46_21,-67,-87,-107,28,28,15,27.99664054,21711,895,1990547,0,0,0.01880056
2021-06-21+20_46_22,-67,-87,-107,28,28,15,27.97577855,14044,581,1287290,0,0,0.008822076
2021-06-21+20_46_23,-67,-87,-107,28,28,15,27.96411856,15535,644,1424002,0,0,0.012710518
2021-06-21+20_46_24,-67,-93,-107,28,28,15,28,9097,380,833186,0,0,0.016646849
2021-06-21+20_46_25,-67,-93,-107,28,28,15,27.83673469,3547,155,323758,0,0,0.021247241
2021-06-21+20_46_26,-67,-86,-107,28,28,15,27.97113402,11790,490,1080259,0,0,0.022550158
2021-06-21+20_46_27,-68,-85,-107,28,28,15,27.85,2392,107,217935,0,0,0.022875817
2021-06-21+20_46_28,-68,-87,-107,28,28,15,28,10387,433,951638,0,0,0.009535616
2021-06-21+20_46_29,-68,-88,-107,28,28,15,27.99333333,14565,604,1334846,0,0,0.022286366
2021-06-21+20_46_30,-68,-85,-107,28,28,15,27.99834437,14677,608,1345286,0,0,0.00703606
2021-06-21+20_46_31,-67,-86,-107,28,28,15,27.99107143,8117,341,743479,0,0,0.009638848
2021-06-21+20_46_32,-68,-86,-107,28,28,15,27.99305556,10537,437,965213,0,0,0.014035744
2021-06-21+20_46_33,-68,-86,-107,28,28,15,28,2180,101,198582,0,0,0.00091659
2021-06-21+20_46_34,-68,-89,-107,28,28,15,27.97392924,13034,542,1194305,0,0,0.008972019
2021-06-21+20_46_35,-68,-84,-107,28,28,15,28,10171,423,931846,0,0,0.001570629
2021-06-21+20_46_36,-68,-84,-107,28,28,15,27.93103448,2064,94,187903,0,0,0.023651845
2021-06-21+20_46_37,-68,-84,-107,28,28,15,27.99203187,12179,507,1115933,0,0,0.008143986
2021-06-21+20_46_38,-68,-87,-87,28,28,15,27.96728016,11869,494,1087388,0,0,0.005529954
2021-06-21+20_46_39,-68,-87,-87,28,28,15,24.5,61,12,4069,0,0,0.089552239
2021-06-21+20_46_40,-68,-88,-87,28,28,15,28,12453,515,1141278,0,0,0.009937987
2021-06-21+20_46_41,-68,-85,-87,28,28,15,21,32,12,1036,0,0,0.058823529
2021-06-21+20_46_42,-68,-88,-87,28,28,15,27.96853933,10783,450,987927,0,0,0.006907349
2021-06-21+20_46_43,-68,-86,-87,28,28,15,27.99230769,3097,137,282827,0,0,0.023336487
2021-06-21+20_46_44,-68,-86,-87,28,28,15,27.95533981,12523,522,1146850,0,0,0.014790339
2021-06-21+20_46_45,-68,-86,-87,28,28,15,27.10526316,417,27,36513,0,0,0.00477327
2021-06-21+20_46_47,-68,-87,-87,28,28,15,27.71544715,2970,131,270685,0,0,0.040387722
2021-06-21+20_46_48,-68,-85,-87,28,28,15,28,9770,407,895147,0,0,0.014425502
2021-06-21+20_46_49,-68,-87,-87,28,28,15,27.96306069,9220,384,844490,0,0,0.010729614
2021-06-21+20_46_50,-68,-89,-87,28,28,15,27.97637795,3035,135,276861,0,0,0.089682064
2021-06-21+20_46_51,-68,-87,-87,28,28,15,27.97171717,12052,501,1104064,0,0,0.016323865
2021-06-21+20_46_52,-68,-89,-87,28,28,15,27.88095238,946,51,84975,0,0,0.022727273
2021-06-21+20_46_53,-68,-88,-87,28,28,15,27.96254682,12975,539,1188619,0,0,0.001923077
2021-06-21+20_46_54,-68,-87,-87,28,28,15,21,30,10,1188,0,0,0.166666667
2021-06-21+20_46_55,-68,-87,-87,28,28,15,27.93636364,5301,227,484810,0,0,0.01851509
2021-06-21+20_46_56,-68,-88,-87,28,28,15,27.95016611,7303,307,668553,0,0,0.014040772
2021-06-21+20_46_57,-68,-88,-87,28,28,15,27.93886463,5542,237,506706,0,0,0.004490749
2021-06-21+20_46_58,-68,-87,-87,28,28,15,27.94636015,6302,268,576311,0,0,0.014542611
2021-06-21+20_46_59,-68,-88,-87,28,28,15,28,12171,504,1115648,0,0,0.016166842
2021-06-21+20_47_00,-68,-88,-87,28,28,15,27.99696049,8005,335,732958,0,0,0.021393643
2021-06-21+20_47_01,-68,-88,-87,28,14,15,27.87096774,3689,163,336705,0,0,0.01337256
2021-06-21+20_47_02,-68,-94,-87,28,28,15,27.97716895,10637,444,974054,0,0,0.002344776
2021-06-21+20_47_03,-68,-88,-87,28,28,15,27.9898167,11924,494,1092704,0,0,0.01682058
2021-06-21+20_47_04,-68,-94,-87,28,28,15,28,30,10,1131,0,0,0
2021-06-21+20_47_05,-68,-91,-87,28,28,15,27.96101365,12437,518,1139427,0,0,0.009950645
2021-06-21+20_47_06,-68,-89,-87,28,28,15,27.93706294,6936,292,634568,0,0,0.021168501
2021-06-21+20_47_07,-68,-93,-87,28,28,15,27.96946565,6316,269,577672,0,0,0.004570528
2021-06-21+20_47_08,-68,-88,-87,28,28,15,28,14055,583,1288280,0,0,0.013407272
2021-06-21+20_47_09,-68,-88,-87,28,28,15,27.92,4251,182,388436,0,0,0.034083163
2021-06-21+20_47_10,-68,-88,-87,28,28,15,28,9128,382,836074,0,0,0.021440823
2021-06-21+20_47_12,-68,-88,-87,28,28,15,27.99607843,12370,515,1133451,0,0,0.025063052
2021-06-21+20_47_13,-68,-96,-87,28,28,15,28,12271,511,1124438,0,0,0.022931762
2021-06-21+20_47_14,-68,-88,-87,28,28,15,28,11962,497,1096343,0,0,0.016444664
2021-06-21+20_47_15,-68,-95,-87,28,28,15,28,7694,322,704553,0,0,0.006456612
2021-06-21+20_47_16,-68,-95,-87,28,28,15,27.99450549,13254,551,1214441,0,0,0.012516764
2021-06-21+20_47_17,-68,-95,-87,28,26,15,27.99522673,20322,841,1862868,0,0,0.01215244
2021-06-21+20_47_18,-68,-95,-87,28,28,15,27.99812383,12914,537,1183617,0,0,0.011481935
2021-06-21+20_47_19,-68,-95,-87,28,28,15,27.96875,13202,548,1209801,0,0,0.021566738
2021-06-21+20_47_20,-68,-95,-87,28,28,15,28,13857,574,1270122,0,0,0.023536044
2021-06-21+20_47_21,-68,-95,-87,28,28,15,28,13045,542,1195391,0,0,0.017399819
2021-06-21+20_47_22,-68,-87,-87,28,28,15,28,17862,737,1637703,0,0,0.009317804
2021-06-21+20_47_23,-68,-88,-87,28,28,15,27.98711755,15138,625,1387316,0,0,0.009811617
2021-06-21+20_47_24,-68,-94,-87,28,28,15,27.97643098,14419,598,1321487,0,0,0.010295834
2021-06-21+20_47_25,-68,-94,-87,28,28,15,27.95739015,18215,754,1669602,0,0,0.011504857
2021-06-21+20_47_26,-68,-94,-87,28,28,15,27.98391089,19597,810,1796486,0,0,0.013838567
2021-06-21+20_47_27,-68,-94,-87,28,25,15,27.99301513,20827,861,1909403,0,0,0.004778516
2021-06-21+20_47_28,-68,-94,-87,28,28,15,28,15596,643,1429471,0,0,0.024457372
2021-06-21+20_47_29,-68,-94,-87,28,28,15,27.96377953,15343,638,1406359,0,0,0.012867529
2021-06-21+20_47_30,-68,-94,-87,28,28,15,27.99796748,11983,497,1097944,0,0,0.018430537
2021-06-21+20_47_31,-68,-94,-87,28,28,15,27.76041667,2244,103,204472,0,0,0.033175355
2021-06-21+20_47_32,-68,-94,-87,28,28,15,28,11931,495,1093217,0,0,0.010368281
2021-06-21+20_47_33,-68,-94,-87,28,28,15,27.99256506,13030,543,1193938,0,0,0.014744802
2021-06-21+20_47_34,-68,-94,-87,28,28,15,27.97666068,13488,560,1236291,0,0,0.015689995
2021-06-21+20_47_35,-68,-94,-87,28,28,15,27.94181818,13241,555,1213086,0,0,0.016708748
2021-06-21+20_47_36,-68,-94,-87,28,28,15,28,12639,524,1158161,0,0,0.017490672
2021-06-21+20_47_38,-68,-94,-87,28,28,15,27.96620278,12223,508,1119745,0,0,0.031994931
2021-06-21+20_47_39,-68,-94,-87,28,28,15,28,10152,421,930074,0,0,0.01456028
2021-06-21+20_47_40,-68,-94,-87,28,28,15,27.9009009,2611,119,237767,0,0,0.010235027
2021-06-21+20_47_41,-68,-94,-87,28,28,15,27.97196262,12926,540,1184269,0,0,0.005768787
2021-06-21+20_47_42,-68,-94,-87,28,28,15,27.93396226,5145,219,470443,0,0,0.001552494
2021-06-21+20_47_43,-68,-94,-87,28,28,15,27.98014888,9690,408,887535,0,0,0.011829492
2021-06-21+20_47_44,-68,-94,-87,28,28,15,27.99122807,11048,461,1012053,0,0,0.002618037
2021-06-21+20_47_45,-68,-94,-87,28,28,15,28,12205,508,1118401,0,0,0.019521208
2021-06-21+20_47_46,-68,-94,-87,28,27,15,27.99068901,12990,541,1190380,0,0,0.015610791
2021-06-21+20_47_47,-68,-94,-87,28,28,15,28,12625,525,1156943,0,0,0.01682112
2021-06-21+20_47_48,-68,-94,-87,28,28,15,27.98807157,12192,508,1117058,0,0,0.008135373
2021-06-21+20_47_49,-68,-94,-87,28,28,15,28,12595,525,1154477,0,0,0.01083798
2021-06-21+20_47_50,-68,-94,-87,28,28,15,27.99527559,15398,639,1411359,0,0,0.020919438
2021-06-21+20_47_51,-68,-94,-87,28,28,15,28,13793,572,1264429,0,0,0.010261194
2021-06-21+20_47_52,-68,-94,-87,28,28,15,27.92561983,11723,488,1073963,0,0,0.00845809
2021-06-21+20_47_53,-68,-94,-87,28,25,15,27.98584906,10293,430,942617,0,0,0.012567153
2021-06-21+20_47_54,-68,-94,-87,28,28,15,27.93836978,12199,508,1117529,0,0,0.0210256
2021-06-21+20_47_55,-68,-94,-87,28,28,15,27.99405941,12227,510,1120398,0,0,0.016410586
2021-06-21+20_47_56,-68,-94,-87,28,28,15,27.99800797,12144,507,1112809,0,0,0.016202203
2021-06-21+20_47_57,-68,-94,-87,28,28,15,28,13277,550,1216917,0,0,0.017973373
2021-06-21+20_47_58,-68,-94,-87,28,28,15,27.99444444,17477,724,1601959,0,0,0.016488464
2021-06-21+20_47_59,-68,-94,-87,28,28,15,27.99621212,12862,532,1178685,0,0,0.005797326
2021-06-21+20_48_00,-68,-94,-87,28,28,15,27.99431818,12799,531,1173215,0,0,0.015537266
2021-06-21+20_48_01,-68,-94,-87,28,28,15,28,12109,506,1109418,0,0,0.011832871
2021-06-21+20_48_02,-68,-94,-87,28,28,15,27.97017045,17050,707,1562968,0,0,0.013024602
2021-06-21+20_48_03,-68,-94,-87,28,28,15,28,18259,756,1673966,0,0,0.008525195
2021-06-21+20_48_04,-68,-94,-87,28,28,15,28,17241,712,1580615,0,0,0.022674452
2021-06-21+20_48_06,-67,-94,-87,28,28,15,27.96452328,10874,457,996027,0,0,0.011274777
2021-06-21+20_48_07,-67,-94,-87,28,28,15,28,11489,478,1052697,0,0,0.010933196
2021-06-21+20_48_08,-67,-94,-87,28,28,15,27.97270955,12445,517,1140464,0,0,0.019229254
2021-06-21+20_48_09,-67,-94,-87,28,28,15,28,11724,488,1074350,0,0,0.013712459
2021-06-21+20_48_10,-67,-94,-87,28,28,15,27.97159091,12845,533,1176960,0,0,0.029980366
2021-06-21+20_48_11,-67,-94,-87,28,28,15,27.97117117,13465,560,1233740,0,0,0.007371913
2021-06-21+20_48_12,-68,-94,-87,28,28,15,27.99676898,15019,622,1376681,0,0,0.012362728
2021-06-21+20_48_13,-67,-94,-87,28,28,15,28,15407,638,1412201,0,0,0.012814763
2021-06-21+20_48_14,-67,-94,-87,28,28,15,27.99170813,14636,607,1341388,0,0,0.023355131
2021-06-21+20_48_15,-68,-94,-87,28,28,15,27.9453125,6177,263,565107,0,0,0.019834973
