data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-21+21_36_25,-76,-95,-97,28,28,15,27.9916318,10976,482,1006700,0,0,0.047800815
2021-06-21+21_36_26,-76,-96,-97,28,28,15,28,24729,1014,2267512,0,0,0.012971981
2021-06-21+21_36_27,-76,-95,-97,28,28,15,28,24272,994,2225784,0,0,0.006142003
2021-06-21+21_36_29,-76,-95,-97,28,28,15,28,26447,1083,2425212,0,0,0.015815719
2021-06-21+21_36_30,-76,-95,-97,28,28,15,27.99814986,26384,1081,2419341,0,0,0.008455786
2021-06-21+21_36_31,-76,-96,-97,28,28,15,28,24297,995,2228076,0,0,0.005118336
2021-06-21+21_36_32,-77,-95,-97,28,27,15,27.99891892,22538,925,2066823,0,0,0.01205453
2021-06-21+21_36_33,-77,-98,-97,28,28,15,27.9125,3853,168,351803,0,0,0.011290736
2021-06-21+21_36_34,-77,-99,-97,28,28,15,28,8151,343,746755,0,0,0.00256975
2021-06-21+21_36_35,-77,-97,-97,28,28,15,28,12302,510,1127350,0,0,0.015288562
2021-06-21+21_36_36,-77,-100,-97,28,28,15,21,36,11,1576,0,0,0.379310345
2021-06-21+21_36_37,-76,-95,-97,28,28,15,27.95766129,12034,501,1102501,0,0,0.008241305
2021-06-21+21_36_38,-76,-96,-97,28,28,15,28,12013,499,1100782,0,0,0.016375993
2021-06-21+21_36_39,-77,-97,-97,28,28,15,27.99641577,6772,285,619879,0,0,0.010953702
2021-06-21+21_36_40,-77,-100,-97,28,28,15,27.98905109,6632,281,606865,0,0,0.010149254
2021-06-21+21_36_41,-76,-96,-97,28,28,15,27.96477495,12391,514,1135535,0,0,0.019776916
2021-06-21+21_36_42,-76,-98,-97,28,28,15,27.994614,13549,561,1241711,0,0,0.009141436
2021-06-21+21_36_43,-76,-95,-97,28,28,15,27.99452555,13347,554,1222775,0,0,0.009278504
2021-06-21+21_36_44,-76,-96,-97,28,28,15,27.99409681,20568,849,1885666,0,0,0.022572827
2021-06-21+21_36_45,-77,-96,-97,28,28,15,27.99678801,22745,935,2085610,0,0,0.01408756
2021-06-21+21_36_46,-76,-100,-97,28,28,15,27.99760766,20324,839,1863132,0,0,0.007326365
2021-06-21+21_36_47,-77,-100,-97,28,28,15,27.71666667,1446,68,130866,0,0,0.002758621
2021-06-21+21_36_48,-76,-99,-97,28,28,15,28,10796,449,989143,0,0,0.015951144
2021-06-21+21_36_49,-76,-96,-97,28,28,15,27.97821782,12194,510,1117070,0,0,0.008134049
2021-06-21+21_36_50,-77,-98,-97,28,28,15,27.99621212,12799,533,1172774,0,0,0.019684436
2021-06-21+21_36_51,-76,-98,-97,28,28,15,27.98340249,11659,486,1068279,0,0,0.015370323
2021-06-21+21_36_52,-76,-98,-97,28,28,15,27.98731884,13318,557,1220316,0,0,0.007970205
2021-06-21+21_36_53,-76,-98,-97,28,28,15,27.99286733,17031,704,1561103,0,0,0.005837371
2021-06-21+21_36_55,-76,-98,-97,28,28,15,27.99118943,11005,459,1008229,0,0,0
2021-06-21+21_36_56,-77,-98,-97,28,28,15,27.99794239,11811,491,1082151,0,0,0.016651403
2021-06-21+21_36_57,-77,-98,-97,28,28,15,27.99626168,12988,539,1190301,0,0,0.009532525
2021-06-21+21_36_58,-77,-97,-97,28,28,15,27.98307953,14341,595,1314172,0,0,0.005202553
2021-06-21+21_36_59,-76,-95,-97,28,28,15,27.99824253,13869,573,1271037,0,0,0.019442873
2021-06-21+21_37_00,-76,-96,-100,28,28,15,27.99733688,18251,754,1673178,0,0,0.025001336
2021-06-21+21_37_01,-76,-95,-100,28,21,15,27.99318403,25029,1027,2295063,0,0,0.035639978
2021-06-21+21_37_02,-77,-97,-100,28,28,15,27.94669118,13078,548,1198275,0,0,0.013204557
2021-06-21+21_37_03,-77,-96,-97,28,28,15,28,12160,503,1114405,0,0,0.019433917
2021-06-21+21_37_04,-77,-97,-97,28,28,15,27.99644128,13580,567,1244498,0,0,0.040011311
2021-06-21+21_37_05,-78,-99,-97,28,28,15,27.99646018,13660,569,1251998,0,0,0.009067827
2021-06-21+21_37_06,-77,-99,-97,28,28,15,28,10924,455,1000991,0,0,0.015767186
2021-06-21+21_37_07,-76,-95,-97,28,28,15,27.95192308,12630,524,1157349,0,0,0.043978503
2021-06-21+21_37_08,-77,-97,-97,28,28,15,27.99439252,12957,539,1187582,0,0,0.022629554
2021-06-21+21_37_09,-78,-97,-97,28,28,15,27.92722372,9018,379,825429,0,0,0.016361257
2021-06-21+21_37_10,-79,-98,-97,28,28,15,28,12698,528,1163811,0,0,0.039703547
2021-06-21+21_37_11,-78,-98,-97,28,28,15,27.99793388,11732,489,1074991,0,0,0.056458099
2021-06-21+21_37_12,-77,-96,-97,28,28,15,27.98657718,10817,452,991017,0,0,0.046288133
2021-06-21+21_37_13,-77,-97,-100,28,28,15,27.99007937,12248,508,1122302,0,0,0.03246702
2021-06-21+21_37_14,-76,-95,-100,28,28,15,28,15242,631,1396895,0,0,0.013079513
2021-06-21+21_37_15,-75,-96,-100,28,28,15,27.99140401,16931,702,1551982,0,0,0.01322998
2021-06-21+21_37_16,-76,-95,-100,28,28,15,28,13863,574,1270582,0,0,0.044787432
2021-06-21+21_37_17,-76,-96,-100,28,28,15,27.9795501,11848,494,1085425,0,0,0.012666667
2021-06-21+21_37_18,-76,-96,-100,28,28,15,27.9707751,19093,789,1750499,0,0,0.049768576
2021-06-21+21_37_19,-77,-97,-100,28,28,15,27.9749702,20314,842,1862261,0,0,0.038981928
2021-06-21+21_37_21,-76,-95,-100,28,25,15,27.99534161,15577,647,1427910,0,0,0.012676681
2021-06-21+21_37_22,-76,-94,-100,28,28,15,28,14212,590,1302859,0,0,0.016538648
2021-06-21+21_37_23,-77,-96,-100,28,28,15,28,12413,516,1137451,0,0,0.024595317
2021-06-21+21_37_24,-76,-96,-100,28,28,15,28,6580,279,602350,0,0,0.01497006
2021-06-21+21_37_25,-77,-97,-100,28,28,15,27.98743268,13527,562,1239389,0,0,0.012771858
2021-06-21+21_37_26,-76,-96,-100,28,28,15,27.9984252,15449,640,1415832,0,0,0.020541432
2021-06-21+21_37_27,-76,-96,-100,28,28,15,27.98043478,11156,465,1021881,0,0,0.01248119
2021-06-21+21_37_28,-77,-97,-100,28,28,15,28,13896,577,1273641,0,0,0.019544204
2021-06-21+21_37_29,-76,-96,-100,28,28,15,27.98867314,14976,622,1372308,0,0,0.007817676
2021-06-21+21_37_30,-76,-96,-100,28,28,15,27.97316637,13525,564,1239307,0,0,0.01571938
2021-06-21+21_37_31,-76,-98,-100,28,28,15,27.94188034,14162,589,1297591,0,0,0.013925637
2021-06-21+21_37_32,-76,-98,-100,28,28,15,27.99145299,11339,472,1039034,0,0,0.013055967
2021-06-21+21_37_33,-76,-96,-100,28,28,15,27.94949495,11995,499,1099089,0,0,0.024003255
2021-06-21+21_37_34,-76,-96,-97,28,28,15,27.95744681,12499,523,1144784,0,0,0.009195402
2021-06-21+21_37_35,-76,-96,-97,28,28,15,27.99283154,13535,562,1240363,0,0,0.032177333
2021-06-21+21_37_36,-77,-97,-97,28,28,15,27.98828125,12420,519,1137469,0,0,0.006002401
2021-06-21+21_37_37,-77,-97,-97,28,27,15,27.95744681,1109,55,100156,0,0,0.00893655
2021-06-21+21_37_38,-77,-97,-97,28,28,15,27.98377282,11953,498,1095028,0,0,0.028764118
2021-06-21+21_37_39,-77,-97,-97,28,28,15,27.98878505,12945,539,1186121,0,0,0.018946571
2021-06-21+21_37_40,-77,-96,-97,28,28,15,27.96721311,13282,554,1216928,0,0,0.010651769
2021-06-21+21_37_41,-77,-97,-97,28,28,15,28,12336,513,1130411,0,0,0.031559114
2021-06-21+21_37_42,-77,-97,-97,28,28,15,27.94217687,7125,300,652003,0,0,0.046822742
2021-06-21+21_37_43,-77,-98,-97,28,28,15,28,4966,212,454240,0,0,0.013899921
2021-06-21+21_37_44,-77,-98,-97,28,28,15,18.66666667,47,12,2450,0,0,0
2021-06-21+21_37_45,-77,-97,-97,28,28,15,27.99347826,22403,920,2054356,0,0,0.015425859
2021-06-21+21_37_47,-77,-96,-97,28,28,15,27.94931507,17693,734,1621363,0,0,0.007015378
2021-06-21+21_37_48,-77,-97,-97,28,28,15,27.9640411,14154,588,1297183,0,0,0.022446302
2021-06-21+21_37_49,-77,-97,-97,28,28,15,27.99110546,19132,790,1753805,0,0,0.023977145
2021-06-21+21_37_50,-76,-96,-97,28,28,15,27.98922801,13533,561,1240211,0,0,0.013917225
2021-06-21+21_37_51,-77,-97,-97,28,28,15,27.98602794,12158,505,1114049,0,0,0.0208585
2021-06-21+21_37_52,-77,-95,-97,28,28,15,27.99190283,17981,744,1648334,0,0,0.021761602
2021-06-21+21_37_53,-78,-99,-97,28,25,15,27.97847358,12406,516,1136516,0,0,0.017813316
2021-06-21+21_37_54,-77,-98,-97,28,28,15,27.98929664,15864,658,1453883,0,0,0.004705439
2021-06-21+21_37_55,-76,-96,-97,28,28,15,27.97128589,19495,803,1787277,0,0,0.010958348
2021-06-21+21_37_56,-76,-96,-97,28,28,15,27.96066566,15934,665,1460168,0,0,0.023113236
2021-06-21+21_37_57,-76,-98,-97,28,28,15,28,13122,548,1202584,0,0,0.002356877
2021-06-21+21_37_58,-76,-96,-97,28,28,15,28,18943,781,1736595,0,0,0.014309502
2021-06-21+21_37_59,-76,-96,-97,28,28,15,27.99356913,15134,625,1387185,0,0,0.022603978
2021-06-21+21_38_00,-76,-96,-97,28,28,15,27.97196262,12992,540,1190364,0,0,0.013290803
2021-06-21+21_38_01,-76,-95,-97,28,25,15,27.97744361,16137,668,1478927,0,0,0.015255996
2021-06-21+21_38_02,-76,-95,-97,28,28,15,28,12412,514,1137501,0,0,0.009575487
2021-06-21+21_38_03,-76,-99,-97,28,28,15,27.97276265,12449,519,1140657,0,0,0.02261129
2021-06-21+21_38_04,-77,-96,-97,28,28,15,27.97211155,18338,756,1680865,0,0,0.01078865
2021-06-21+21_38_05,-77,-97,-97,28,28,15,28,19678,809,1804226,0,0,0.024972748
2021-06-21+21_38_06,-77,-98,-97,28,28,15,27.99165275,14525,605,1330777,0,0,0.018846258
2021-06-21+21_38_07,-76,-100,-97,28,28,15,27.98378378,13461,560,1233350,0,0,0.010147805
2021-06-21+21_38_08,-76,-99,-97,28,28,15,27.9924812,12900,537,1181935,0,0,0.017142857
2021-06-21+21_38_09,-76,-96,-97,28,28,15,27.98701299,11213,467,1027180,0,0,0.008839388
2021-06-21+21_38_10,-76,-99,-97,28,28,15,27.96446701,4743,205,433465,0,0,0.008984538
2021-06-21+21_38_11,-76,-99,-97,28,28,15,27.99127907,8360,349,765609,0,0,0.011820331
2021-06-21+21_38_13,-76,-96,-97,28,28,15,28,13492,558,1236557,0,0,0.022743735
2021-06-21+21_38_14,-76,-99,-97,28,28,15,28,11117,462,1018374,0,0,0.01801961
2021-06-21+21_38_15,-76,-97,-97,28,28,15,27.99423077,12605,524,1155085,0,0,0.019218799
2021-06-21+21_38_16,-76,-98,-97,28,28,15,23,40,12,1893,0,0,0.166666667
2021-06-21+21_38_17,-76,-98,-97,28,28,15,27.98755187,11680,488,1069962,0,0,0.021119678
2021-06-21+21_38_18,-77,-96,-97,28,28,15,27.95953757,8389,352,768221,0,0,0.033747984
2021-06-21+21_38_19,-77,-97,-97,28,28,15,28,3018,131,275496,0,0,0.000662252
2021-06-21+21_38_23,-76,-99,-97,28,28,15,27.72222222,1206,63,108999,0,0,0.052631579
2021-06-21+21_38_24,-74,-93,-97,28,28,15,27.99795292,23824,978,2184357,0,0,0.00729197
2021-06-21+21_38_25,-75,-95,-97,28,28,15,28,24106,990,2210685,0,0,0.004789035
2021-06-21+21_38_26,-75,-94,-97,28,28,15,28,25965,1065,2381115,0,0,0.001230911
2021-06-21+21_38_27,-75,-100,-97,28,28,15,28,1607,83,146055,0,0,0.029003021
2021-06-21+21_38_28,-78,-96,-97,28,28,15,28,24228,992,2221728,0,0,0.008187326
2021-06-21+21_38_29,-79,-100,-97,28,28,15,27.98519737,14720,612,1349056,0,0,0.010087424
2021-06-21+21_38_30,-78,-99,-97,28,28,15,28,16949,700,1553992,0,0,0.012123332
2021-06-21+21_38_31,-77,-99,-97,28,28,15,27.98448276,14128,584,1294598,0,0,0.008770083
2021-06-21+21_38_32,-77,-98,-97,28,28,15,27.95027624,13170,547,1206882,0,0,0.016797312
2021-06-21+21_38_33,-76,-97,-97,28,28,15,27.99275362,13346,556,1223071,0,0,0.018387761
2021-06-21+21_38_34,-78,-99,-97,28,28,15,27.99795918,11904,494,1090909,0,0,0.033530892
2021-06-21+21_38_35,-80,-101,-97,28,28,15,27.97278912,3562,155,325155,0,0,0.013842746
2021-06-21+21_39_57,-70,-96,-107,28,28,15,19,24,12,317,0,0,0
2021-06-21+21_39_58,-69,-96,-107,28,12,15,23.6,180,19,14506,0,0,0
2021-06-21+21_39_59,-69,-96,-107,28,24,15,27.4140625,5622,263,512910,0,0,0.039631022
2021-06-21+21_40_00,-70,-90,-107,28,28,15,27.83661972,7568,363,692895,0,0,0.057299452
2021-06-21+21_40_01,-73,-95,-107,28,28,15,27.97111111,10499,459,961317,0,0,0.117805226
2021-06-21+21_40_02,-70,-95,-107,28,28,15,27.95394737,10755,462,985268,0,0,0.031430115
2021-06-21+21_40_03,-70,-95,-107,28,28,15,27.97515528,11434,487,1047960,0,0,0.023486207
2021-06-21+21_40_04,-69,-95,-107,28,20,15,27.93245779,12479,535,1143832,0,0,0.027281939
2021-06-21+21_40_05,-70,-95,-107,28,28,15,27.99462366,12012,559,1102818,0,0,0.01306384
2021-06-21+21_40_06,-70,-92,-107,28,28,15,27.91642229,16298,685,1493539,0,0,0.026578272
2021-06-21+21_40_07,-72,-92,-107,28,28,15,27.99379845,15175,647,1391609,0,0,0.034976153
2021-06-21+21_40_08,-71,-90,-107,28,28,15,27.97797357,21478,909,1969099,0,0,0.029374548
2021-06-21+21_40_09,-70,-91,-107,28,28,15,28,23657,970,2169214,0,0,0.010457188
2021-06-21+21_40_10,-73,-91,-107,28,28,15,28,24278,994,2226312,0,0,0.006140495
2021-06-21+21_40_11,-75,-99,-107,28,28,15,27.92546584,19940,969,1831772,0,0,0.003996004
2021-06-21+21_40_12,-76,-94,-107,28,28,15,28,14638,809,1346426,0,0,0.010477929
2021-06-21+21_40_13,-71,-91,-107,28,28,15,28,20370,951,1869942,0,0,0.012363636
2021-06-21+21_40_14,-67,-91,-107,28,28,15,28,23723,984,2175689,0,0,0.015561457
2021-06-21+21_40_15,-75,-96,-107,28,28,15,28,23728,972,2175888,0,0,0.028655641
2021-06-21+21_40_16,-73,-100,-107,28,28,15,28,6867,295,628702,0,0,0.009233877
2021-06-21+21_40_17,-75,-94,-107,28,28,15,28,13186,557,1208905,0,0,0.004830189
2021-06-21+21_40_18,-72,-94,-107,28,28,15,28,23680,989,2171948,0,0,0
2021-06-21+21_40_19,-72,-94,-107,28,28,15,28,26463,1084,2426691,0,0,0
2021-06-21+21_40_20,-72,-94,-107,28,28,15,27.99323563,21625,887,1982951,0,0,0.000739337
2021-06-21+21_40_21,-72,-91,-107,28,28,15,28,21414,878,1963552,0,0,0
2021-06-21+21_40_22,-72,-91,-107,28,28,15,28,26872,1100,2464176,0,0,0
2021-06-21+21_40_24,-72,-92,-107,28,28,15,28,22590,928,2071359,0,0,0
2021-06-21+21_40_25,-72,-92,-107,28,28,15,28,23503,965,2154959,0,0,0.001062564
2021-06-21+21_40_26,-73,-93,-107,28,28,15,28,22857,938,2095643,0,0,0
2021-06-21+21_40_27,-72,-94,-107,28,28,15,28,21787,894,1997745,0,0,0
2021-06-21+21_40_28,-72,-91,-107,28,21,15,27.99399657,28465,1166,2610109,0,0,0.006110335
2021-06-21+21_40_29,-72,-93,-107,28,28,15,28,19844,868,1820951,0,0,0.014305583
2021-06-21+21_40_30,-72,-93,-107,28,28,15,28,24247,993,2223492,0,0,0.00716567
2021-06-21+21_40_31,-72,-93,-107,28,26,15,27.99813259,26148,1071,2397693,0,0,0.013208544
2021-06-21+21_40_32,-72,-92,-107,28,28,15,28,16511,684,1513745,0,0,0.005481267
2021-06-21+21_40_33,-72,-92,-107,28,28,15,28,22461,924,2059403,0,0,0.014263144
2021-06-21+21_40_34,-73,-96,-107,28,28,15,27.99683544,15288,637,1400967,0,0,0.016089587
2021-06-21+21_40_35,-72,-93,-107,28,28,15,28,8981,373,822695,0,0,0.021464371
2021-06-21+21_40_36,-72,-94,-107,28,28,15,27.99673203,7372,313,674841,0,0,0.010336958
2021-06-21+21_40_37,-73,-92,-107,28,28,15,28,14028,582,1285740,0,0,0.007078143
2021-06-21+21_40_38,-72,-93,-107,28,28,15,28,7323,312,670409,0,0,0.01704698
2021-06-21+21_40_39,-72,-91,-107,28,28,15,27.92057762,6701,283,613118,0,0,0
2021-06-21+21_40_40,-71,-93,-107,28,28,15,28,6213,265,568778,0,0,0.03359776
2021-06-21+21_40_41,-72,-91,-107,28,28,15,27.99802372,12257,512,1122959,0,0,0.018969105
2021-06-21+21_40_42,-72,-91,-107,28,28,15,27.86602871,5052,216,461781,0,0,0.042637862
2021-06-21+21_40_43,-72,-92,-107,28,28,15,28,7090,299,649181,0,0,0.007002801
2021-06-21+21_40_44,-72,-95,-107,28,28,15,28,12834,532,1175913,0,0,0.01155268
2021-06-21+21_40_45,-72,-91,-107,28,28,15,27.94584139,12511,521,1146278,0,0,0.012003475
2021-06-21+21_40_46,-73,-92,-107,28,28,15,28,11544,479,1057929,0,0,0.008588114
2021-06-21+21_40_47,-72,-93,-107,28,28,15,27.93058161,12865,538,1178746,0,0,0.022713461
2021-06-21+21_40_49,-73,-92,-107,28,28,15,28,62,12,4089,0,0,0.060606061
2021-06-21+21_40_50,-73,-96,-107,28,28,15,27.96537678,11937,496,1093587,0,0,0.026504649
2021-06-21+21_40_51,-73,-94,-107,28,28,15,21,28,10,1028,0,0,0.066666667
2021-06-21+21_40_52,-73,-94,-107,28,28,15,27.91818182,5316,227,486081,0,0,0.039392844
2021-06-21+21_40_53,-72,-96,-107,28,28,15,27.99350649,7437,315,680716,0,0,0.013267878
2021-06-21+21_40_54,-73,-93,-107,28,28,15,27.96306069,9229,384,845292,0,0,0.010931304
2021-06-21+21_40_55,-72,-93,-107,28,28,15,27.92016807,5712,246,522311,0,0,0
2021-06-21+21_40_56,-72,-94,-107,28,27,15,27.99760766,10165,423,931270,0,0,0.01387272
2021-06-21+21_40_57,-72,-92,-107,28,28,15,27.92783505,4726,201,432029,0,0,0.005680623
2021-06-21+21_40_58,-72,-94,-107,28,28,15,27.97852761,7903,333,723366,0,0,0.012988635
2021-06-21+21_40_59,-72,-92,-107,28,28,15,27.94927536,6722,282,615220,0,0,0.01103428
2021-06-21+21_41_00,-72,-93,-107,28,28,15,27.97942387,5870,250,536854,0,0,0.008445946
2021-06-21+21_41_01,-72,-93,-107,28,28,15,27.96067416,12929,539,1184409,0,0,0.014557927
2021-06-21+21_41_02,-71,-95,-107,28,28,15,27.98818898,12332,512,1130085,0,0,0.012017305
2021-06-21+21_41_03,-71,-93,-107,28,28,15,27.99460432,13480,561,1235265,0,0,0.009187799
2021-06-21+21_41_04,-72,-92,-107,28,28,15,28,19544,808,1791779,0,0,0.016357139
2021-06-21+21_41_05,-72,-91,-107,28,28,15,27.98486933,17561,730,1609518,0,0,0.023955091
2021-06-21+21_41_06,-72,-91,-107,28,28,15,27.95994832,18724,776,1716426,0,0,0.026819127
2021-06-21+21_41_07,-71,-91,-107,28,28,15,27.99107143,8161,343,747028,0,0,0.006089392
2021-06-21+21_41_08,-71,-94,-107,28,28,15,27.95412844,7937,333,726580,0,0,0.009360959
2021-06-21+21_41_09,-71,-92,-107,28,28,15,27.97154472,11959,497,1095708,0,0,0.016205989
2021-06-21+21_41_10,-71,-92,-107,28,28,15,27.9843342,9308,389,852222,0,0,0.02869665
2021-06-21+21_41_11,-71,-93,-107,28,28,15,27.96,3016,133,274964,0,0,0.024894924
2021-06-21+21_41_12,-72,-92,-107,28,28,15,27.96969697,13609,566,1246832,0,0,0.014483308
2021-06-21+21_41_13,-72,-92,-107,28,28,15,19.5,26,10,666,0,0,0
2021-06-21+21_41_14,-71,-92,-107,28,28,15,28,14027,581,1285669,0,0,0.014057777
2021-06-21+21_41_15,-72,-92,-107,28,28,15,27.82716049,1933,89,175755,0,0,0.001033592
2021-06-21+21_41_17,-70,-93,-107,28,28,15,28,13881,576,1272269,0,0,0.007152564
2021-06-21+21_41_18,-71,-92,-107,28,28,15,28,19976,824,1831380,0,0,0.016590361
2021-06-21+21_41_19,-72,-91,-107,28,28,15,27.98881432,10778,452,987341,0,0,0.012189533
2021-06-21+21_41_20,-72,-93,-107,28,28,15,27.95305164,5139,221,469603,0,0,0.009635768
2021-06-21+21_41_21,-72,-92,-107,28,28,15,27.96750903,13417,558,1229251,0,0,0.007398091
2021-06-21+21_41_22,-72,-93,-107,28,28,15,28,4575,195,418282,0,0,0.010810811
2021-06-21+21_41_23,-71,-95,-107,28,28,15,28,7242,304,663141,0,0,0.033368927
2021-06-21+21_41_24,-72,-93,-97,28,28,15,27.97227723,12247,510,1122092,0,0,0.018040411
2021-06-21+21_41_25,-71,-91,-97,28,28,15,27.98865784,12849,534,1177308,0,0,0.011539349
2021-06-21+21_41_26,-72,-92,-97,28,28,15,27.96280992,11694,488,1071435,0,0,0.01266464
2021-06-21+21_41_27,-72,-92,-97,28,28,15,27.91950464,7849,329,718470,0,0,0.003175006
2021-06-21+21_41_28,-72,-91,-97,28,28,15,27.93914807,11823,498,1083253,0,0,0.010462002
2021-06-21+21_41_29,-72,-91,-97,28,28,15,27.99487179,14113,590,1293377,0,0,0.017816132
2021-06-21+21_41_30,-72,-92,-97,28,28,15,27.98915663,20066,834,1839273,0,0,0.014294837
2021-06-21+21_41_31,-72,-95,-97,28,28,15,28,15638,648,1433606,0,0,0.011191906
2021-06-21+21_41_32,-72,-94,-97,28,28,15,27.97973951,16753,695,1535538,0,0,0.014181476
2021-06-21+21_41_33,-72,-92,-97,28,28,15,27.98348624,13280,549,1216826,0,0,0.013446252
2021-06-21+21_41_34,-72,-92,-97,28,28,15,27.9943609,12869,536,1179500,0,0,0.025223451
2021-06-21+21_41_35,-72,-94,-97,28,28,15,27.9941691,8314,350,761087,0,0,0.02107618
2021-06-21+21_41_36,-74,-91,-97,28,28,15,27.94548552,14219,591,1302781,0,0,0.008714445
2021-06-21+21_41_37,-76,-97,-108,28,28,15,24.25,57,13,3455,0,0,0.095238095
2021-06-21+21_41_38,-77,-95,-108,28,28,15,27.97201767,16451,682,1507730,0,0,0.001517359
2021-06-21+21_41_39,-77,-96,-108,28,28,15,28,17053,706,1563361,0,0,0.010157883
2021-06-21+21_41_41,-77,-96,-108,28,28,15,27.97714286,16957,703,1554298,0,0,0.01738425
2021-06-21+21_41_42,-77,-96,-108,28,28,15,27.99808429,25470,1044,2335521,0,0,0.016412435
2021-06-21+21_41_43,-77,-94,-108,28,28,15,27.99789695,23163,952,2123838,0,0,0.009620318
2021-06-21+21_41_44,-77,-96,-108,28,28,15,27.99882353,20686,853,1896431,0,0,0.011941154
2021-06-21+21_41_45,-75,-93,-108,28,28,15,28,19273,797,1767009,0,0,0.020680894
2021-06-21+21_41_46,-76,-96,-108,28,28,15,27.91451292,12111,507,1109275,0,0,0.016804676
2021-06-21+21_41_47,-76,-95,-108,28,28,15,28,9690,403,887717,0,0,0.015444015
2021-06-21+21_41_48,-76,-96,-108,28,28,15,27.99770115,10529,440,964674,0,0,0.011268664
2021-06-21+21_41_49,-73,-95,-108,28,28,15,27.92695214,9587,403,877774,0,0,0.013073914
2021-06-21+21_42_09,-72,-94,-108,28,28,15,27.98438847,253221,10529,23203323,0,0,0.016078707
2021-06-21+21_42_10,-75,-95,-108,28,28,15,27.97746479,17169,714,1573674,0,0,0.015708307
2021-06-21+21_42_11,-76,-99,-108,28,26,15,27.98630137,14196,588,1300853,0,0,0.009696547
2021-06-21+21_42_12,-73,-94,-108,28,28,15,27.97596154,20139,834,1846487,0,0,0.023042592
2021-06-21+21_42_13,-73,-93,-108,28,28,15,27.99711816,16823,697,1542126,0,0,0.009887588
2021-06-21+21_42_14,-73,-98,-108,28,28,15,27.96642336,16601,689,1521636,0,0,0.008954689
2021-06-21+21_42_15,-73,-94,-108,28,28,15,27.99745223,19077,788,1748826,0,0,0.018016163
2021-06-21+21_42_16,-73,-94,-108,28,28,15,28,14048,582,1287651,0,0,0.020430932
2021-06-21+21_42_17,-72,-98,-108,28,14,15,27.06097561,1791,90,162089,0,0,0.002228412
2021-06-21+21_42_18,-74,-106,-108,28,28,15,27.98828125,12420,517,1137895,0,0,0.009095261
2021-06-21+21_42_19,-73,-99,-108,28,28,15,27.35483871,712,40,63497,0,0,0
2021-06-21+21_42_21,-74,-95,-108,28,28,15,28,11868,493,1087704,0,0,0.010422747
2021-06-21+21_42_22,-75,-96,-108,28,28,15,27.96435272,12949,538,1186469,0,0,0.023674885
2021-06-21+21_42_23,-75,-98,-108,28,28,15,27.94489796,11871,495,1087658,0,0,0.019249835
2021-06-21+21_42_24,-74,-96,-108,28,28,15,27.98928571,13568,564,1243440,0,0,0.009128752
2021-06-21+21_42_25,-75,-95,-108,28,28,15,27.99578947,11504,480,1054005,0,0,0.002514524
2021-06-21+21_42_26,-76,-98,-108,28,28,15,27.9,201,19,16842,0,0,0.009852217
2021-06-21+21_42_27,-77,-95,-108,28,28,15,27.97211155,12109,506,1109706,0,0,0.012235908
2021-06-21+21_42_28,-76,-94,-108,28,28,15,28,9740,404,892291,0,0,0.007641365
2021-06-21+21_42_29,-76,-97,-108,28,28,15,27.96511628,2013,94,183052,0,0,0.031746032
2021-06-21+21_42_30,-76,-95,-108,28,28,15,28,13255,550,1214707,0,0,0.020325203
2021-06-21+21_42_31,-76,-95,-108,28,28,15,27.99318182,10733,445,983165,0,0,0.013782964
2021-06-21+21_42_32,-76,-97,-108,28,14,15,27.78873239,1641,79,148905,0,0,0.030714708
2021-06-21+21_42_33,-76,-99,-108,28,28,15,27.9895288,13863,579,1270132,0,0,0.008936231
2021-06-21+21_42_34,-76,-98,-108,28,28,15,20.5,22,10,410,0,0,0.083333333
2021-06-21+21_42_35,-75,-98,-108,28,28,15,27.98816568,12344,511,1131252,0,0,0.010024862
2021-06-21+21_42_36,-75,-98,-108,28,28,15,19.36363636,102,20,6865,0,0,0.019230769
2021-06-21+21_42_37,-75,-97,-108,28,28,15,27.89494949,11857,500,1086124,0,0,0.004199211
2021-06-21+21_42_38,-75,-98,-108,28,28,15,21,36,11,1576,0,0,0.307692308
2021-06-21+21_42_39,-74,-98,-108,28,28,15,27.99587629,11780,490,1079276,0,0,0.02078138
2021-06-21+21_42_40,-75,-101,-108,28,28,15,19.5,28,11,670,0,0,0.176470588
2021-06-21+21_42_41,-75,-95,-108,28,28,15,27.90410959,12271,517,1123829,0,0,0.019574944
2021-06-21+21_42_42,-75,-101,-108,28,28,15,21,28,10,1028,0,0,0.176470588
2021-06-21+21_42_43,-75,-102,-108,28,28,15,27.98669202,12712,531,1164726,0,0,0.007805183
2021-06-21+21_42_44,-75,-102,-108,28,28,15,27.92631579,4620,197,422288,0,0,0.001297017
2021-06-21+21_42_45,-75,-102,-108,28,28,15,27.99130435,8339,350,763850,0,0,0.020554381
2021-06-21+21_42_46,-75,-100,-108,28,28,15,26.88,574,34,50765,0,0,0
2021-06-21+21_42_48,-75,-100,-108,28,28,15,27.98380567,11998,498,1099433,0,0,0.018407919
