data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-26+16_14_07,-77,-96,-101,28,28,15,24.78301887,3981,221,289993,17135,3345,0.311007269
2021-06-26+16_14_08,-77,-96,-101,28,28,15,28,1241,82,112857,13162,32,0.409890632
2021-06-26+16_14_09,-77,-97,-101,23,23,12,26.94736842,1359,84,114694,13703,3371,0.346320346
2021-06-26+16_14_10,-77,-99,-101,20,20,11,20.97927461,3917,202,213595,17965,21990,0.219876519
2021-06-26+16_14_11,-77,-97,-101,23,23,12,21.27669903,4322,215,247845,19982,17812,0.117058223
2021-06-26+16_14_12,-77,-97,-101,23,23,12,21.96969697,4031,206,239093,17018,20297,0.102027178
2021-06-26+16_14_13,-77,-97,-101,23,23,12,23.33879781,3615,191,236853,18075,16773,0.191094205
2021-06-26+16_14_16,-77,-95,-101,23,23,12,22.79299363,6264,333,399331,33237,26517,0.122811931
2021-06-26+16_14_17,-77,-97,-101,23,23,12,22.63387978,3663,190,230211,21666,17424,0.169952413
2021-06-26+16_14_18,-77,-97,-101,20,20,11,21.95283019,4233,219,256997,16553,18869,0.131335933
2021-06-26+16_14_19,-77,-96,-101,20,20,11,21.80821918,4221,226,247111,16909,13414,0.155462185
2021-06-26+16_14_20,-77,-96,-101,20,28,11,22.03543307,5148,264,302515,19695,16564,0.119849547
2021-06-26+16_14_21,-77,-98,-101,25,20,13,22.65989848,3627,205,232527,20957,13923,0.225496477
2021-06-26+16_14_22,-77,-97,-101,20,20,11,23.78531073,3516,183,240341,7550,19139,0.080543933
2021-06-26+16_14_23,-77,-98,-101,28,28,15,22.10204082,7185,351,436092,21438,15047,0.09280303
2021-06-26+16_14_24,-77,-94,-101,28,28,15,22.453125,3806,200,234733,20957,12355,0.152149699
2021-06-26+16_14_25,-77,-97,-101,28,28,15,23.62295082,2377,130,162828,19517,13235,0.216029024
2021-06-26+16_14_26,-77,-98,-101,28,28,15,23.78285714,3480,184,236509,13147,17750,0.123867069
2021-06-26+16_14_27,-77,-95,-101,28,28,15,28,2437,149,223000,1470,14144,0.174178245
2021-06-26+16_14_28,-77,-96,-101,23,23,12,25.85074627,2528,142,200152,15122,11643,0.221914435
2021-06-26+16_14_29,-77,-95,-101,23,23,12,21.79558011,3620,190,211219,21007,19406,0.130643612
2021-06-26+16_14_30,-77,-96,-101,20,20,11,21.09311741,5092,256,278246,19227,21944,0.092173293
2021-06-26+16_14_31,-78,-94,-101,25,28,13,23.09574468,4025,197,257331,18134,16261,0.135338346
2021-06-26+16_14_32,-78,-95,-101,28,28,15,23.77777778,3325,170,225854,15317,14184,0.186444825
2021-06-26+16_14_33,-78,-95,-101,28,28,15,24.05645161,2448,132,169493,13900,12998,0.319432861
2021-06-26+16_14_34,-78,-93,-101,23,23,12,25.27659574,1793,102,133112,16132,11894,0.337643147
2021-06-26+16_14_35,-77,-93,-101,23,28,12,25.6875,1490,90,113084,12519,2386,0.324569356
2021-06-26+16_14_36,-78,-94,-101,28,28,15,22.19469027,2065,121,126176,17671,11895,0.26118068
2021-06-26+16_14_37,-78,-96,-101,27,27,14,22.45695364,3173,159,191240,16048,14630,0.299558499
2021-06-26+16_14_38,-78,-94,-101,28,28,15,22.53571429,2731,149,169524,15471,14407,0.28563955
2021-06-26+16_14_41,-78,-93,-101,28,28,15,24.19161677,2962,185,210611,30926,12168,0.318610536
2021-06-26+16_14_42,-78,-97,-99,23,22,12,21.92079208,1768,109,108956,16454,12625,0.270326042
2021-06-26+16_14_43,-78,-95,-99,20,20,11,25.25,1259,80,96576,13231,6879,0.37857848
2021-06-26+16_14_44,-78,-94,-99,28,28,15,23.96052632,2971,162,204611,9209,10394,0.311471611
2021-06-26+16_14_45,-78,-95,-99,28,28,15,28,2273,137,208137,704,13736,0.199929602
2021-06-26+16_14_46,-78,-95,-98,23,23,12,24.15697674,3292,181,231877,16500,9318,0.284036538
2021-06-26+16_14_47,-78,-93,-98,28,28,15,24.20512821,2238,125,159511,14999,10714,0.226141079
2021-06-26+16_14_48,-78,-95,-98,23,23,12,22.63793103,3541,183,220025,15715,13539,0.211709706
2021-06-26+16_14_49,-78,-95,-98,28,28,15,23.67045455,3711,184,247825,19265,14613,0.214935477
2021-06-26+16_14_50,-77,-94,-98,28,28,15,24.43262411,2957,148,209910,15628,12993,0.168213783
2021-06-26+16_14_51,-77,-98,-98,23,23,12,26.78518519,2573,145,215592,15568,8130,0.319851969
2021-06-26+16_14_52,-77,-96,-98,28,28,15,25.97241379,2694,151,217461,18551,4333,0.3321765
2021-06-26+16_14_53,-77,-96,-98,28,28,15,24.40650407,2478,130,172526,18531,12865,0.184331797
2021-06-26+16_14_54,-77,-100,-98,27,26,14,24.95714286,2728,148,199225,14207,13407,0.194329592
2021-06-26+16_14_55,-77,-97,-98,28,28,15,24.90449438,3666,187,267460,18661,12997,0.150799166
2021-06-26+16_14_56,-77,-95,-98,28,28,15,25.39779006,3498,189,270066,17536,12062,0.203914429
2021-06-26+16_14_57,-77,-97,-98,28,28,15,24.18461538,2676,138,184911,16402,14155,0.22027972
2021-06-26+16_14_58,-77,-95,-98,28,28,15,24.86754967,3055,159,221677,14333,11995,0.273483948
2021-06-26+16_14_59,-77,-95,-97,28,28,15,27.96938776,1688,107,153873,12257,28,0.25044405
2021-06-26+16_15_00,-77,-99,-97,28,28,15,28,1295,82,118163,13959,20,0.374698213
2021-06-26+16_15_01,-77,-96,-97,28,28,15,28,1498,96,136478,12857,18,0.346992153
2021-06-26+16_15_02,-77,-96,-97,28,28,15,27.7593985,2289,142,209024,15737,16,0.231621349
2021-06-26+16_15_03,-77,-96,-97,28,28,15,28,1995,121,182388,13025,20,0.3216593
2021-06-26+16_15_04,-77,-95,-97,28,28,15,27.89705882,1152,77,104478,13246,18,0.365638767
2021-06-26+16_15_07,-77,-97,-97,28,28,15,27.95454545,5846,325,534779,10159,34,0.138647414
2021-06-26+16_15_08,-77,-96,-97,28,28,15,28,2916,173,267411,10051,18,0.246122027
2021-06-26+16_15_09,-77,-95,-99,28,28,15,28,2464,147,225383,14307,18,0.189740217
2021-06-26+16_15_10,-77,-96,-99,28,28,15,28,2246,128,205465,16927,16,0.199572345
2021-06-26+16_15_11,-77,-95,-99,28,28,15,28,1667,107,152205,13215,18,0.185239492
2021-06-26+16_15_12,-77,-97,-99,28,28,15,28,1756,114,160380,15302,18,0.239168111
2021-06-26+16_15_13,-77,-95,-99,28,28,15,27.26984127,1054,71,95345,12615,16,0.25248227
2021-06-26+16_15_14,-77,-98,-99,28,28,15,28,1428,95,129977,12923,18,0.38074588
2021-06-26+16_15_15,-77,-95,-99,28,28,15,28,1100,75,99919,13991,18,0.287103046
2021-06-26+16_15_16,-77,-96,-99,28,28,15,28,1414,90,128931,13604,16,0.389728097
2021-06-26+16_15_17,-77,-99,-99,28,28,15,27.41772152,1249,88,113316,12786,18,0.315616438
2021-06-26+16_15_18,-77,-95,-99,28,28,15,28,1033,71,93762,13664,24,0.32615786
2021-06-26+16_15_19,-77,-94,-99,28,28,15,28,889,60,80581,13263,22,0.292760541
2021-06-26+16_15_20,-77,-94,-97,28,28,15,28,1170,79,106325,13100,18,0.375333689
2021-06-26+16_15_21,-77,-94,-97,28,28,15,28,744,53,67251,14083,20,0.321167883
2021-06-26+16_15_22,-77,-94,-97,28,28,15,27.79220779,1295,86,117732,14389,18,0.339285714
2021-06-26+16_15_23,-77,-92,-97,28,28,15,28,1445,90,131774,14554,18,0.343778383
2021-06-26+16_15_24,-77,-93,-97,28,28,15,28,1282,81,116725,14460,16,0.39499764
2021-06-26+16_15_25,-77,-94,-97,28,28,15,28,1826,110,166504,5872,22,0.238214435
2021-06-26+16_15_26,-77,-95,-97,28,28,15,27.54901961,1675,111,152451,435,18,0.20276059
2021-06-26+16_15_27,-77,-96,-97,28,28,15,28,1773,109,161957,15533,16,0.341626439
2021-06-26+16_15_28,-77,-94,-97,28,28,15,28,1457,90,132886,13894,16,0.324211503
2021-06-26+16_15_29,-77,-95,-97,28,28,15,28,1598,102,145498,14049,18,0.347755102
2021-06-26+16_15_30,-77,-96,-97,28,28,15,28,1149,76,104582,14579,18,0.374863983
2021-06-26+16_15_31,-77,-95,-97,28,28,15,28,994,65,90167,11226,16,0.357466063
2021-06-26+16_15_32,-77,-94,-97,28,28,15,28,2443,142,223513,110,18,0.163356164
2021-06-26+16_15_33,-77,-95,-97,28,28,15,28,2113,127,193186,1876,20,0.22373255
2021-06-26+16_15_35,-77,-95,-98,28,28,15,28,1871,114,170959,14425,16,0.366192412
2021-06-26+16_15_36,-77,-93,-98,28,28,15,28,761,54,68639,13196,22,0.376740377
2021-06-26+16_15_37,-77,-95,-98,28,28,15,27.05882353,834,60,74822,15162,18,0.38176427
2021-06-26+16_15_38,-77,-95,-98,28,28,15,28,1314,85,119729,13962,18,0.405429864
2021-06-26+16_15_39,-77,-95,-99,28,28,15,28,1051,72,95399,13536,18,0.354025814
2021-06-26+16_15_40,-77,-97,-99,28,28,15,27.42857143,1061,70,96208,14559,16,0.338528678
2021-06-26+16_15_41,-77,-96,-99,28,28,15,27.58333333,1181,81,107104,14893,18,0.425583658
2021-06-26+16_15_42,-77,-97,-99,28,28,15,28,1214,81,110406,13973,20,0.389028686
2021-06-26+16_15_43,-77,-96,-99,28,28,15,28,1382,90,126006,15547,16,0.352996255
2021-06-26+16_15_44,-77,-95,-99,28,28,15,28,1274,85,116186,13321,18,0.385135135
2021-06-26+16_15_45,-77,-98,-99,28,28,15,28,1295,86,117892,8041,18,0.297341291
2021-06-26+16_15_46,-77,-97,-99,28,28,15,28,1357,86,123693,36,16,0.232899943
2021-06-26+16_15_47,-77,-96,-99,28,28,15,27.49450549,1494,99,135995,34,16,0.299906279
2021-06-26+16_15_48,-77,-98,-99,28,28,15,27.50485437,1665,112,151440,36,18,0.315096668
2021-06-26+16_15_49,-77,-98,-99,28,28,15,27.12727273,1774,119,160933,36,20,0.288407541
2021-06-26+16_15_50,-77,-97,-99,28,28,15,27.44578313,1327,91,120667,34,20,0.273672687
2021-06-26+16_15_51,-77,-99,-99,28,28,15,28,1234,83,112055,34,18,0.292025244
2021-06-26+16_15_52,-77,-96,-99,28,28,15,27.97560976,2228,131,203566,32,18,0.229332411
2021-06-26+16_15_53,-78,-94,-99,28,28,15,28,1371,91,125125,36,16,0.247942951
2021-06-26+16_15_54,-78,-98,-99,28,28,15,27.96907216,1723,105,157188,36,16,0.343118567
2021-06-26+16_15_55,-77,-97,-99,28,28,15,28,1735,113,158308,34,18,0.286888615
2021-06-26+16_15_56,-77,-98,-99,28,28,15,28,1065,72,96882,36,18,0.222627737
2021-06-26+16_15_57,-78,-98,-99,28,28,15,27.5,1458,100,132740,32,16,0.236249345
2021-06-26+16_15_58,-78,-98,-99,28,28,15,28,1686,108,153909,34,18,0.290105263
2021-06-26+16_15_59,-77,-97,-99,28,28,15,28,1425,93,129841,38,18,0.27184466
2021-06-26+16_16_00,-78,-98,-99,28,28,15,27.36585366,1337,90,121364,32,16,0.241633579
2021-06-26+16_16_01,-77,-98,-99,28,28,15,27.99107143,1986,121,181311,40,18,0.258678611
2021-06-26+16_16_02,-77,-97,-99,28,28,15,28,2650,149,242526,42,16,0.264297612
2021-06-26+16_16_03,-77,-96,-99,28,28,15,28,1712,109,156515,229,18,0.247803163
2021-06-26+16_16_04,-77,-97,-99,28,28,15,28,1272,80,115550,4398,18,0.241954708
2021-06-26+16_16_05,-78,-96,-99,28,28,15,28,2300,135,210251,7333,16,0.271921494
2021-06-26+16_16_06,-77,-95,-99,28,28,15,28,1388,93,126541,7951,20,0.387466902
2021-06-26+16_16_08,-78,-97,-99,28,28,15,27.04166667,834,57,74790,10465,18,0.420833333
2021-06-26+16_16_09,-78,-98,-99,28,28,15,27.46666667,275,23,22658,13711,16,0.508050089
2021-06-26+16_16_10,-79,-97,-100,28,28,15,27.92857143,1264,79,113838,14864,18,0.38190709
2021-06-26+16_16_11,-77,-95,-100,28,28,15,27.17857143,892,64,80493,15247,18,0.429302623
2021-06-26+16_16_12,-77,-95,-100,28,28,15,28,522,40,46559,15880,16,0.210287443
2021-06-26+16_16_13,-78,-94,-100,28,28,15,28,1594,99,145447,16031,16,0.336662505
2021-06-26+16_16_14,-77,-95,-100,28,28,15,28,521,40,46448,17437,18,0.4578564
2021-06-26+16_16_15,-77,-95,-100,28,28,15,28,1613,97,147095,16177,18,0.380092237
2021-06-26+16_16_16,-77,-95,-100,28,28,15,28,1310,84,119375,17765,16,0.417259786
2021-06-26+16_16_17,-78,-99,-100,28,28,15,27.68085106,1560,103,142041,12727,34,0.302325581
2021-06-26+16_16_18,-77,-97,-100,28,28,15,27.82417582,1524,100,138830,9498,181,0.206663196
2021-06-26+16_16_19,-77,-96,-100,28,28,15,27.18181818,1428,85,120891,10546,5229,0.352087114
2021-06-26+16_16_20,-78,-95,-100,23,23,15,24.92391304,1829,100,132945,13350,11745,0.261308562
2021-06-26+16_16_21,-77,-95,-100,23,23,12,23.63333333,2397,131,162165,13086,20952,0.104929052
2021-06-26+16_16_22,-78,-97,-100,23,28,12,24.18627451,2167,111,154047,15472,22789,0.244684559
2021-06-26+16_16_23,-78,-97,-100,20,19,11,23.10077519,2728,137,174053,14624,21355,0.196702002
2021-06-26+16_16_24,-78,-98,-100,23,23,12,24.72881356,2312,128,169569,9718,24930,0.200829589
2021-06-26+16_16_25,-77,-96,-100,20,20,11,21.61417323,2469,136,147774,13095,23670,0.124157503
2021-06-26+16_16_26,-78,-96,-100,23,22,12,23.94578313,3616,174,247272,16314,23542,0.164896074
2021-06-26+16_16_27,-78,-95,-98,23,23,12,24.04504505,2315,120,159412,14887,21595,0.221063257
2021-06-26+16_16_28,-78,-96,-100,23,28,12,24.1048951,3013,153,208415,14096,26405,0.102205006
2021-06-26+16_16_29,-77,-97,-100,23,22,12,23.92561983,2568,129,175002,15978,23233,0.086770982
2021-06-26+16_16_30,-77,-97,-99,28,28,12,24.49689441,3508,168,251059,14962,23701,0.177298311
2021-06-26+16_16_31,-77,-97,-99,23,23,12,23.93548387,4738,226,323467,15581,25182,0.150439304
2021-06-26+16_16_32,-77,-97,-99,23,23,12,24.05154639,4280,203,292999,16424,22713,0.070978945
2021-06-26+16_16_33,-77,-97,-99,23,23,12,24.11610487,5766,274,402081,15080,23255,0.066839294
2021-06-26+16_16_34,-78,-99,-99,23,22,12,23.88191882,5977,281,405537,15659,26071,0.093019727
2021-06-26+16_16_35,-77,-98,-99,23,23,12,24.08530806,4565,218,314455,17367,23115,0.094605315
2021-06-26+16_16_36,-77,-97,-99,23,23,12,24.12875536,4918,240,345246,14378,24352,0.13825127
2021-06-26+16_16_37,-77,-92,-99,23,22,12,23.4025974,6838,318,448211,17747,24328,0.038391225
2021-06-26+16_16_40,-77,-97,-99,23,23,12,25.2231405,9968,499,746318,27062,23872,0.224038611
2021-06-26+16_16_41,-78,-97,-99,28,28,15,24.83225806,3179,162,237690,15130,20791,0.175784288
2021-06-26+16_16_42,-77,-95,-99,23,23,12,25.25862069,2305,123,173188,13688,16092,0.204349327
2021-06-26+16_16_43,-77,-97,-99,23,23,12,24.2,3361,169,231690,14311,26141,0.10109655
2021-06-26+16_16_44,-77,-93,-99,25,24,13,24.65957447,3908,197,279340,15402,15646,0.111818182
2021-06-26+16_16_45,-78,-95,-99,28,28,15,26.08426966,3488,186,275955,13394,12597,0.167541766
2021-06-26+16_16_46,-78,-97,-97,23,23,12,24.65957447,2943,149,211738,14555,20127,0.140478972
2021-06-26+16_16_47,-77,-98,-97,23,28,12,25.57342657,2784,152,215942,13329,17884,0.210436756
2021-06-26+16_16_48,-78,-96,-97,23,23,15,25.16455696,3186,167,237039,12964,15180,0.171391417
2021-06-26+16_16_49,-78,-97,-97,23,23,12,25.57664234,2703,145,205986,13630,16317,0.204063604
2021-06-26+16_16_50,-78,-98,-97,23,23,12,26.06,3027,158,238905,12876,10790,0.205720283
2021-06-26+16_16_51,-77,-97,-97,28,28,15,24.16774194,3057,165,219317,13013,18662,0.165665939
2021-06-26+16_16_52,-78,-97,-97,23,23,12,25.36296296,2668,143,201358,14016,19103,0.182096873
2021-06-26+16_16_53,-78,-96,-97,23,23,12,24.45185185,2712,143,191939,13953,15500,0.165538462
2021-06-26+16_16_54,-78,-97,-100,28,28,15,25.5,2534,137,194736,12158,12755,0.239723972
2021-06-26+16_16_55,-78,-98,-100,28,28,15,26.54368932,1967,112,160228,13278,12642,0.248376003
2021-06-26+16_16_56,-78,-100,-100,23,23,12,25.46846847,2137,119,165402,12237,10433,0.144857943
2021-06-26+16_16_57,-77,-98,-100,25,24,13,25.47972973,3050,157,231464,12441,15985,0.19205298
2021-06-26+16_16_58,-77,-97,-100,28,28,15,27.78640777,1875,111,169124,13273,446,0.247894103
2021-06-26+16_16_59,-78,-98,-100,23,22,12,25.03883495,2042,111,150807,12798,13345,0.149166667
2021-06-26+16_17_00,-77,-98,-100,23,22,12,25.84158416,1915,110,148769,13687,6424,0.170995671
2021-06-26+16_17_01,-78,-99,-100,28,28,15,26.71538462,2405,137,203409,10883,6528,0.188596491
2021-06-26+16_17_02,-77,-98,-100,23,28,12,26.36206897,2250,126,181997,13254,11917,0.229188078
2021-06-26+16_17_03,-77,-98,-102,25,24,13,27.01834862,2113,117,178438,13381,3224,0.198710656
2021-06-26+16_17_04,-78,-98,-102,28,28,15,25.78294574,2594,137,201995,12733,10839,0.221254878
2021-06-26+16_17_05,-78,-99,-102,28,28,15,24.90677966,2336,128,171837,13295,12653,0.153009427
2021-06-26+16_17_08,-77,-99,-102,28,28,15,25.26819923,5225,279,393611,27666,26096,0.168787782
2021-06-26+16_17_09,-77,-99,-102,28,28,15,28,1621,97,147842,11853,26,0.343724696
2021-06-26+16_17_10,-78,-98,-102,28,28,15,25.77966102,2300,127,178433,13363,12538,0.173553719
2021-06-26+16_17_11,-77,-99,-102,28,28,15,27.30769231,1515,100,137389,12046,24,0.35006435
2021-06-26+16_17_12,-78,-98,-102,25,25,13,23.97777778,2743,144,189591,13878,12885,0.133059418
2021-06-26+16_17_13,-78,-98,-102,28,28,15,27.87719298,2024,122,183078,12341,76,0.354591837
2021-06-26+16_17_14,-78,-97,-102,28,28,15,25.26490066,3047,159,229373,12518,12966,0.138535482
2021-06-26+16_17_15,-78,-98,-102,25,24,13,25.96825397,2369,135,187729,12979,9686,0.265198511
2021-06-26+16_17_16,-78,-98,-98,28,28,15,26.73831776,1989,115,164096,12816,2899,0.205988024
2021-06-26+16_17_17,-77,-98,-99,23,23,12,25.49494949,1943,107,147453,13132,10658,0.171781756
2021-06-26+16_17_18,-77,-98,-99,28,28,15,27.1440678,2202,128,188056,11947,2601,0.314445828
2021-06-26+16_17_19,-78,-98,-99,23,23,12,24.8875,1486,88,109003,13840,11875,0.243380855
2021-06-26+16_17_20,-78,-96,-99,23,23,12,27.06578947,1396,84,119501,12914,3316,0.372019793
2021-06-26+16_17_21,-77,-97,-99,23,28,12,24.35542169,3415,174,241022,12799,16165,0.191524621
2021-06-26+16_17_22,-78,-98,-99,23,23,12,23.80542986,4673,230,321438,13565,12455,0.186313773
2021-06-26+16_17_23,-77,-98,-99,20,20,11,24.7721519,3203,166,231981,15303,13984,0.150623177
2021-06-26+16_17_24,-78,-98,-99,23,23,12,24.0295858,3613,178,247428,12717,20842,0.139352072
2021-06-26+16_17_25,-77,-99,-99,23,23,15,25.00653595,3185,162,235015,14159,18666,0.14011879
2021-06-26+16_17_26,-78,-97,-99,23,23,12,24.6474359,3261,166,232367,14246,21125,0.108529251
2021-06-26+16_17_27,-78,-98,-99,28,28,15,27.4822695,2550,148,224553,11138,1053,0.229141475
2021-06-26+16_17_28,-78,-98,-98,28,28,15,25.73333333,2411,128,188996,13163,12500,0.249610955
2021-06-26+16_17_29,-78,-96,-98,23,23,12,25.22580645,2523,134,186051,15819,13409,0.191346154
2021-06-26+16_17_30,-78,-98,-98,23,22,12,25.95833333,2347,127,185978,12647,8184,0.205484089
2021-06-26+16_17_31,-78,-97,-98,28,28,15,26.008,2354,134,185039,11777,6185,0.215333333
2021-06-26+16_17_32,-78,-98,-98,28,28,15,27.80246914,1416,90,128703,14350,22,0.357240127
2021-06-26+16_17_33,-78,-96,-98,28,28,15,25.15454545,2135,118,159656,12314,13153,0.159448819
2021-06-26+16_17_34,-77,-98,-98,23,23,12,26.86315789,1762,104,146976,13610,8624,0.244101244
2021-06-26+16_17_35,-78,-98,-98,28,28,15,26.93814433,1754,105,149371,13076,3713,0.279967159
2021-06-26+16_17_36,-78,-97,-98,23,23,12,25.22,3110,159,232059,13721,15154,0.169559413
2021-06-26+16_17_38,-78,-99,-98,23,23,12,24.68205128,4061,203,291183,13498,18276,0.125538329
2021-06-26+16_17_39,-78,-96,-98,28,28,15,25.93203883,1907,112,149648,12675,7022,0.218762802
2021-06-26+16_17_40,-78,-98,-98,28,28,15,25.16814159,2360,122,172643,13645,12873,0.134897361
2021-06-26+16_17_41,-77,-98,-98,23,23,12,26.75301205,3228,172,279665,12308,7725,0.246322671
2021-06-26+16_17_42,-78,-99,-98,28,28,15,26.23626374,3549,191,287893,11940,5506,0.117603182
2021-06-26+16_17_43,-78,-99,-98,28,28,15,25.64705882,2318,127,179616,13905,12116,0.171551108
2021-06-26+16_17_44,-78,-99,-98,27,25,15,24.85057471,3653,184,264184,12654,12858,0.096686449
2021-06-26+16_17_45,-78,-97,-98,23,23,12,26.43023256,3387,181,281795,11551,11933,0.227065267
2021-06-26+16_17_46,-77,-98,-98,23,23,12,27.20175439,2173,121,186416,13577,5614,0.260632868
2021-06-26+16_17_47,-77,-96,-98,28,28,15,26.63636364,2243,130,186277,13273,9720,0.211322082
2021-06-26+16_17_48,-77,-97,-98,28,28,15,26.15231788,3025,160,242113,12458,10792,0.173948662
2021-06-26+16_17_49,-78,-96,-98,23,23,12,24.90598291,5044,244,370920,12385,19145,0.088543549
2021-06-26+16_17_50,-78,-97,-98,23,22,12,24.83555556,4732,232,344908,13984,20953,0.065191624
2021-06-26+16_17_51,-77,-97,-98,28,28,15,24.94720497,7034,327,516192,12905,18445,0.095072688
2021-06-26+16_17_52,-77,-97,-98,23,23,12,25.20322581,6550,318,494401,14466,14417,0.176307847
2021-06-26+16_17_53,-77,-97,-98,23,23,12,25.47,4000,208,302360,13204,12623,0.164054336
2021-06-26+16_17_54,-77,-98,-98,23,23,12,25.95145631,1928,112,153341,11183,16474,0.194989562
2021-06-26+16_17_55,-77,-98,-98,28,28,15,27.33333333,1681,102,148072,11968,5883,0.241083521
2021-06-26+16_17_56,-77,-93,-98,28,28,15,25.61157025,2343,130,179300,12598,14802,0.119172932
2021-06-26+16_17_57,-77,-96,-98,28,28,15,27.97841727,2623,148,239622,11019,30,0.261958357
2021-06-26+16_17_58,-77,-97,-98,23,23,12,25.4109589,2999,154,225654,12477,16263,0.102364562
2021-06-26+16_17_59,-77,-98,-98,25,24,13,24.7375,3234,170,239457,12838,20034,0.175420704
2021-06-26+16_18_00,-77,-98,-98,25,24,13,25.61403509,2292,122,172622,12952,16252,0.13115997
2021-06-26+16_18_01,-77,-97,-98,23,23,12,24.54358974,4198,202,299136,13580,26033,0.067111111
2021-06-26+16_18_02,-78,-97,-98,23,20,12,24.49206349,3963,198,286374,14850,22275,0.163394554
2021-06-26+16_18_05,-78,-98,-98,23,23,12,24.58185841,9655,468,688048,26194,39473,0.112428755
2021-06-26+16_18_06,-78,-97,-98,23,23,12,26,3914,201,310366,13722,13474,0.204633205
2021-06-26+16_18_07,-78,-97,-98,28,28,15,26.7016129,2320,132,193091,11799,10394,0.256886611
2021-06-26+16_18_08,-78,-97,-98,28,28,15,26.32142857,1641,94,132095,12057,10819,0.214832536
2021-06-26+16_18_09,-78,-97,-98,28,28,15,25.42608696,2181,124,166463,12291,12469,0.178531073
2021-06-26+16_18_10,-78,-97,-98,23,23,12,26.16129032,1849,101,147327,10350,6724,0.201295896
2021-06-26+16_18_11,-78,-98,-98,23,28,12,25.30714286,2772,147,207768,13555,13071,0.180366647
2021-06-26+16_18_12,-78,-99,-98,23,23,12,25.68421053,2363,122,187199,14575,19145,0.161759489
2021-06-26+16_18_13,-78,-99,-98,28,28,15,25.368,2479,134,191902,13074,13809,0.24856017
2021-06-26+16_18_14,-77,-97,-98,23,22,12,25.34883721,3463,181,259283,12528,18384,0.174886824
2021-06-26+16_18_15,-78,-97,-98,23,23,12,25.79310345,2831,154,219496,14785,16866,0.21426589
2021-06-26+16_18_16,-78,-96,-98,27,26,14,24.85950413,2470,129,178329,12521,14880,0.145624351
2021-06-26+16_18_17,-78,-96,-98,23,23,12,26.10071942,2702,147,215100,13001,9685,0.210403273
2021-06-26+16_18_18,-77,-98,-98,23,23,12,26.91304348,2738,146,230341,12243,6042,0.27354736
2021-06-26+16_18_19,-77,-97,-98,28,28,15,25.96212121,2549,143,200323,12391,9938,0.186662412
2021-06-26+16_18_20,-78,-97,-98,28,28,15,25.66666667,1742,95,132073,13802,14445,0.196864915
2021-06-26+16_18_21,-77,-97,-100,23,23,12,27.42528736,1635,95,142352,11071,4355,0.303662692
2021-06-26+16_18_22,-77,-99,-100,23,23,12,24.96212121,2594,141,194424,13877,16162,0.14304592
2021-06-26+16_18_23,-78,-97,-100,25,25,13,24.28481013,3428,167,237294,13645,20942,0.076010782
2021-06-26+16_18_24,-78,-97,-100,28,28,15,25.57142857,2621,141,200692,12970,14057,0.232278852
2021-06-26+16_18_25,-78,-99,-100,23,23,12,25.45652174,1840,100,139738,13792,17177,0.206554549
2021-06-26+16_18_26,-78,-100,-100,28,28,15,25.94067797,2292,127,178978,12499,8931,0.245804541
2021-06-26+16_18_27,-78,-97,-100,27,26,14,26.22680412,1853,106,146670,12422,12553,0.235876289
2021-06-26+16_18_29,-78,-99,-100,23,23,12,26.12,1418,84,112616,12072,15268,0.246546227
2021-06-26+16_18_30,-78,-98,-100,23,23,12,24.62142857,2915,148,206899,13365,21058,0.125937031
2021-06-26+16_18_31,-78,-97,-100,23,23,12,25.54807692,2034,113,154939,13843,13191,0.202040016
2021-06-26+16_18_32,-78,-98,-100,23,23,12,25.34265734,2818,150,213713,13666,17182,0.194166428
2021-06-26+16_18_33,-78,-98,-100,23,23,12,24.89189189,3856,194,282296,14770,16631,0.163012807
2021-06-26+16_18_34,-78,-98,-100,23,23,12,24.58695652,2751,148,194211,13440,21341,0.169133192
2021-06-26+16_18_35,-78,-98,-100,25,25,13,24.85826772,2559,135,185805,14100,16122,0.177699229
2021-06-26+16_18_36,-78,-98,-102,28,28,15,25.15625,2620,137,192532,13270,13117,0.206060606
2021-06-26+16_18_37,-78,-97,-102,27,27,14,25.98148148,2059,117,161165,12578,12140,0.242457689
2021-06-26+16_18_38,-78,-97,-102,28,28,15,27.88333333,2188,128,197257,12043,1451,0.320707855
2021-06-26+16_18_39,-78,-98,-102,28,28,15,25.7,2373,130,179710,12531,12394,0.192582511
2021-06-26+16_18_40,-77,-99,-102,25,24,13,27.12280702,2064,122,179908,12569,4841,0.332470893
2021-06-26+16_18_41,-77,-98,-102,23,23,12,25.20869565,2248,123,168599,13611,11655,0.217270195
2021-06-26+16_18_42,-77,-98,-102,27,26,14,25.49019608,2935,162,226442,12708,14743,0.270082069
2021-06-26+16_18_43,-77,-98,-102,23,22,12,25.73195876,1890,105,146637,13552,12948,0.306930693
2021-06-26+16_18_44,-78,-99,-102,28,28,15,26.48514851,1950,109,156636,12282,8714,0.264705882
