data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-26+14_49_41,-70,-103,-90,28,28,15,27.99706314,16445,685,1507493,21074,14215,0.08277093
2021-06-26+14_49_42,-70,-103,-90,28,28,15,28,12606,523,1155342,18868,12619,0.116050768
2021-06-26+14_49_43,-70,-103,-90,28,28,15,27.99583333,11598,485,1062677,17595,6044,0.077620487
2021-06-26+14_49_44,-70,-103,-90,28,28,15,27.96370968,11983,501,1097794,19889,7299,0.07745015
2021-06-26+14_49_45,-70,-103,-90,28,28,15,27.95753715,11387,475,1043330,17639,13769,0.121441247
2021-06-26+14_49_46,-70,-103,-90,28,28,15,27.99050633,7692,322,704186,14273,6016,0.05375815
2021-06-26+14_49_47,-70,-103,-90,28,28,15,27.97837838,4398,193,401854,2071,6848,0.01212938
2021-06-26+14_49_48,-70,-103,-90,28,28,15,27.97011952,12186,506,1116679,15850,14379,0.016147263
2021-06-26+14_49_49,-70,-103,-90,28,28,15,27.97904762,12708,530,1164151,17517,9663,0.030663616
2021-06-26+14_49_50,-70,-103,-90,28,28,15,27.99875156,19451,804,1783219,21314,13138,0.021136329
2021-06-26+14_49_51,-70,-103,-90,28,28,15,27.99139785,11203,469,1026561,18843,13057,0.056986532
2021-06-26+14_49_52,-70,-103,-90,28,28,15,27.9983871,15046,624,1379117,18040,12670,0.059095741
2021-06-26+14_49_53,-70,-103,-90,28,28,15,28,15503,642,1421290,20374,13592,0.082445549
2021-06-26+14_49_54,-71,-103,-90,28,28,15,27.91954023,14613,612,1339045,20119,13450,0.119751822
2021-06-26+14_49_57,-69,-103,-90,28,28,15,27.99331423,25363,1054,2324884,38831,38175,0.09759482
2021-06-26+14_49_58,-69,-103,-90,28,28,15,27.95560254,11441,478,1048275,16694,15684,0.073228028
2021-06-26+14_49_59,-69,-103,-90,28,28,15,27.64864865,3468,156,316129,15026,13030,0.056326531
2021-06-26+14_50_00,-69,-103,-90,28,28,15,28,9692,407,887827,16663,15606,0.075543686
2021-06-26+14_50_01,-69,-103,-90,28,28,15,27.98262548,12423,522,1138427,19376,19719,0.043133328
2021-06-26+14_50_02,-69,-103,-90,28,28,15,27.99089253,13299,555,1218456,18251,13884,0.052642827
2021-06-26+14_50_03,-69,-103,-90,28,28,15,28,13377,554,1226296,11199,14907,0.027551614
2021-06-26+14_50_04,-69,-103,-90,28,28,15,27.89728682,12464,520,1141692,188,12682,0.012048193
2021-06-26+14_50_05,-70,-103,-90,28,28,15,27.96969697,11985,500,1097989,17662,12418,0.020433183
2021-06-26+14_50_06,-69,-103,-90,28,28,15,27.57446809,3349,149,305138,12244,13332,0.047767984
2021-06-26+14_50_07,-69,-103,-90,28,28,15,27.94695788,15519,644,1422409,18549,15409,0.054699397
2021-06-26+14_50_08,-69,-103,-90,28,28,15,28,10237,426,938068,18908,21658,0.041748572
2021-06-26+14_50_09,-69,-103,-90,28,28,15,27.99212598,9198,387,842466,16296,25653,0.016046213
2021-06-26+14_50_10,-69,-103,-90,28,27,15,27.99193548,12010,501,1100339,19440,22808,0.02595296
2021-06-26+14_50_11,-69,-103,-90,28,28,15,27.96446701,9609,400,879961,10387,22305,0.015370427
2021-06-26+14_50_12,-69,-103,-90,28,28,15,27.95126354,13380,558,1226179,114,19031,0.014727541
2021-06-26+14_50_13,-69,-103,-90,28,28,15,27.96758509,14909,620,1366469,18181,15912,0.026128421
2021-06-26+14_50_14,-69,-103,-90,28,28,15,27.98283262,22716,933,2082752,23958,10206,0.02681861
2021-06-26+14_50_15,-69,-103,-90,28,28,15,28,22790,940,2089672,22487,9095,0.012992638
2021-06-26+14_50_16,-69,-103,-90,28,28,15,28,17555,724,1609512,20192,12701,0.017517349
2021-06-26+14_50_17,-69,-103,-90,28,28,15,27.97637795,18412,765,1687785,21815,13568,0.034453826
2021-06-26+14_50_18,-69,-103,-90,28,28,15,27.9968254,15286,633,1401254,20047,12451,0.03130545
2021-06-26+14_50_21,-69,-103,-90,28,28,15,27.99730216,26913,1120,2466687,41360,24316,0.014861452
2021-06-26+14_50_22,-69,-103,-90,28,28,15,27.995,9709,405,889401,18122,15856,0.05129959
2021-06-26+14_50_23,-69,-103,-90,28,28,15,27.99679487,7522,319,688565,14779,11501,0.015187222
2021-06-26+14_50_24,-69,-103,-90,28,28,15,27.97241379,7012,296,641834,18049,14038,0.021353803
2021-06-26+14_50_25,-69,-99,-90,28,28,15,27.9410609,12293,513,1126391,19858,12681,0.038482597
2021-06-26+14_50_26,-69,-98,-90,28,28,15,27.99417476,12511,520,1146403,16709,15323,0.013405883
2021-06-26+14_50_27,-69,-98,-90,28,28,15,27.99736148,9252,385,847277,4432,13623,0.011115861
2021-06-26+14_50_28,-69,-98,-90,28,28,15,27.97382199,9189,388,841454,16851,12845,0.019735438
2021-06-26+14_50_29,-69,-98,-90,28,28,15,28,8819,370,807832,19147,18733,0.053145802
2021-06-26+14_50_30,-69,-98,-90,28,28,15,28,11032,457,1010783,19152,12407,0.054751092
2021-06-26+14_50_31,-69,-88,-90,28,28,15,27.99294533,13716,571,1257076,20101,16453,0.075367399
2021-06-26+14_50_32,-69,-88,-90,28,28,15,27.99809524,12736,529,1167216,20158,12692,0.059379616
2021-06-26+14_50_33,-69,-88,-90,28,28,15,27.99222798,9403,392,861047,19694,11240,0.077413658
2021-06-26+14_50_34,-69,-88,-90,28,28,15,27.87055838,9413,399,861820,18336,6084,0.082821787
2021-06-26+14_50_35,-69,-88,-90,28,28,15,27.8968386,14514,605,1329746,23678,8352,0.057716029
2021-06-26+14_50_36,-69,-88,-90,28,28,15,27.96878484,21683,899,1987802,20668,13186,0.084603369
2021-06-26+14_50_37,-69,-88,-90,28,28,15,27.98012422,19460,806,1784229,23955,12316,0.019548569
2021-06-26+14_50_38,-69,-88,-90,28,28,15,27.9375,1100,57,99218,23191,9609,0.050086356
