data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-23+23_28_09,-71,-93,-97,28,28,15,28,15211,627,1394176,2217,0,0.039891435
2021-06-23+23_28_10,-71,-93,-97,28,28,15,28,10768,447,986568,15947,0,0.075787486
2021-06-23+23_28_11,-71,-95,-97,28,28,15,28,9932,412,909768,10766,0,0.079005935
2021-06-23+23_28_12,-72,-93,-97,28,28,15,27.94589178,12139,504,1112211,13505,0,0.133918379
2021-06-23+23_28_13,-72,-93,-97,28,28,15,28,10753,445,985386,17340,0,0.06932664
2021-06-23+23_28_14,-72,-93,-97,28,28,15,28,13034,538,1194478,6289,0,0.033229491
2021-06-23+23_28_15,-72,-93,-97,28,28,15,28,13512,557,1238565,11746,0,0.068587578
2021-06-23+23_28_16,-72,-93,-97,28,28,15,28,11978,495,1097685,90,0,0.038066174
2021-06-23+23_28_17,-72,-93,-97,28,28,15,28,10376,432,950417,12434,0,0.075222816
2021-06-23+23_28_18,-72,-93,-97,28,28,15,27.97384306,12140,501,1112389,10371,0,0.03681371
2021-06-23+23_28_19,-72,-93,-97,28,28,15,27.99489796,9546,396,874561,15748,0,0.107015903
2021-06-23+23_28_20,-72,-93,-95,28,28,15,28,16356,674,1499179,6759,0,0.059405371
2021-06-23+23_28_21,-72,-93,-95,28,28,15,27.91079812,10372,431,949974,12166,0,0.021878536
2021-06-23+23_28_23,-72,-92,-95,28,28,15,28,15475,637,1418794,13346,0,0.066252338
2021-06-23+23_28_24,-72,-92,-95,28,28,15,28,10686,443,979010,19858,0,0.055840254
2021-06-23+23_28_25,-72,-92,-95,28,28,15,27.99376299,11696,486,1071575,14936,0,0.073950911
2021-06-23+23_28_26,-72,-92,-95,28,28,15,27.95227273,10726,446,982419,13116,0,0.052557195
2021-06-23+23_28_27,-72,-92,-95,28,28,15,28,10778,446,987619,12688,0,0.042210966
2021-06-23+23_28_28,-72,-92,-95,28,28,15,27.98387097,10598,440,970600,12186,0,0.04263776
2021-06-23+23_28_29,-72,-92,-95,28,28,15,28,10372,428,950403,7618,0,0.037758605
2021-06-23+23_28_30,-71,-92,-95,28,28,15,27.97025172,10661,443,976416,7515,0,0.054540617
2021-06-23+23_28_31,-71,-92,-95,28,28,15,28,11240,467,1027504,10260,0,0.113983919
2021-06-23+23_28_32,-71,-92,-95,28,28,15,27.98329356,10221,423,936404,9496,0,0.02869904
2021-06-23+23_28_33,-72,-92,-95,28,28,15,27.98842593,10516,437,963397,14261,0,0.11257384
2021-06-23+23_28_34,-72,-92,-95,28,28,15,27.98454746,11035,458,1010949,16372,0,0.077957888
2021-06-23+23_28_35,-72,-92,-95,28,28,15,28,13862,572,1270428,12148,0,0.052689127
2021-06-23+23_28_36,-71,-92,-95,28,28,15,28,13007,537,1192270,12825,0,0.046826909
2021-06-23+23_28_37,-72,-92,-95,28,28,15,27.99777778,10964,455,1004478,17415,0,0.10948668
2021-06-23+23_28_38,-72,-92,-95,28,28,15,28,10398,432,952443,16901,0,0.014220705
2021-06-23+23_28_39,-72,-93,-95,28,28,15,27.9261745,10890,453,997260,14141,0,0.044988161
2021-06-23+23_28_40,-72,-91,-95,28,28,15,28,10876,450,996395,11045,0,0.057620657
2021-06-23+23_28_41,-72,-94,-95,28,28,15,27.99198397,12197,504,1117481,7737,0,0.039379381
2021-06-23+23_28_42,-72,-92,-95,28,28,15,27.96905222,12590,520,1153889,12741,0,0.068993567
2021-06-23+23_28_43,-72,-91,-95,28,28,15,27.99230769,12687,526,1162284,11595,0,0.024976944
2021-06-23+23_28_46,-72,-91,-95,28,28,15,28,21706,899,1988961,22388,0,0.074055115
2021-06-23+23_28_47,-72,-91,-95,28,28,15,28,17968,738,1647368,14134,0,0.073623428
2021-06-23+23_28_48,-72,-91,-95,28,28,15,27.92190889,11074,467,1013759,13111,0,0.038882139
2021-06-23+23_28_49,-71,-91,-95,28,28,15,28,25518,1044,2340000,1092,0,0.028144876
2021-06-23+23_28_50,-72,-91,-95,28,28,15,28,22741,931,2065557,12813,0,0.060871361
2021-06-23+23_28_51,-72,-91,-95,28,28,15,28,25099,1027,2301564,14024,0,0.05628666
2021-06-23+23_28_52,-72,-91,-95,28,28,15,28,23671,969,2170692,13053,0,0.024801219
2021-06-23+23_28_53,-72,-91,-95,28,28,15,28,23308,954,2137272,12091,0,0.040941448
2021-06-23+23_28_54,-72,-91,-95,28,28,15,27.90643275,12439,518,1139302,1033,0,0.022014309
2021-06-23+23_28_57,-72,-91,-95,28,28,15,26.27777778,1061,61,95411,46202,0,0.106902357
2021-06-23+23_28_58,-72,-91,-95,28,28,15,27.94821429,13521,567,1236542,22926,0,0.064096352
2021-06-23+23_28_59,-72,-91,-95,28,28,15,27.93959732,10576,452,968569,21250,0,0.066796082
2021-06-23+23_29_00,-72,-91,-95,28,28,15,27.9845815,10822,459,991618,18748,0,0.030547344
2021-06-23+23_29_01,-72,-91,-95,28,28,15,27.82553191,11159,475,1021678,15818,0,0.042556843
2021-06-23+23_29_02,-72,-91,-95,28,28,15,27.83541667,11228,485,1028273,18606,0,0.04238806
2021-06-23+23_29_03,-72,-91,-95,28,28,15,27.85371179,10751,460,985179,14975,0,0.036044114
2021-06-23+23_29_04,-72,-91,-95,28,28,15,27.96017699,10632,459,973896,12860,0,0.061606355
2021-06-23+23_29_05,-72,-91,-95,28,28,15,27.96478873,10138,433,928214,6295,0,0.045835294
2021-06-23+23_29_06,-72,-91,-95,28,28,15,27.97530864,13484,573,1235451,6852,0,0.022260895
2021-06-23+23_29_07,-72,-91,-95,28,28,15,27.97098214,10554,454,966899,13516,0,0.053452915
2021-06-23+23_29_08,-72,-91,-95,28,28,15,27.90384615,11147,472,1021008,12042,0,0.01823146
2021-06-23+23_29_09,-72,-91,-96,28,28,15,27.91546392,11721,492,1073320,7542,0,0.043964111
2021-06-23+23_29_12,-72,-91,-96,28,28,15,27.96871379,21034,874,1926764,16736,0,0.041338134
2021-06-23+23_29_13,-72,-91,-96,28,28,15,28,10458,433,958093,10535,0,0.017105263
2021-06-23+23_29_14,-72,-94,-96,28,28,15,27.99054374,10334,427,946773,13442,0,0.066148563
2021-06-23+23_29_15,-72,-93,-96,28,28,15,28,11369,471,1041725,12933,0,0.040266757
2021-06-23+23_29_16,-72,-94,-96,28,28,15,28,9706,402,889211,13848,0,0.043838046
2021-06-23+23_29_17,-72,-95,-96,28,28,15,28,11035,457,1010844,3349,0,0.024918265
2021-06-23+23_29_18,-72,-97,-96,28,28,15,27.89849624,6473,273,592223,12853,0,0.033592117
2021-06-23+23_29_19,-72,-99,-96,28,28,15,27.93691589,10424,438,953966,19710,0,0.048644702
2021-06-23+23_29_20,-72,-93,-96,28,28,15,28,10254,424,939640,22067,0,0.032550241
2021-06-23+23_29_21,-72,-92,-96,28,28,15,28,10479,433,960244,15688,0,0.034549475
2021-06-23+23_29_22,-72,-93,-96,28,28,15,27.93877551,10762,448,985481,7883,0,0.009388807
2021-06-23+23_29_23,-72,-92,-96,28,28,15,28,9682,401,887141,12770,0,0.060547254
2021-06-23+23_29_24,-72,-92,-96,28,28,15,27.93534483,11280,470,1033111,12505,0,0.032341083
2021-06-23+23_29_25,-72,-96,-96,28,28,15,28,5223,221,477685,12353,0,0.102423097
2021-06-23+23_29_26,-72,-93,-96,28,28,15,28,10584,438,969680,13690,0,0.037993092
2021-06-23+23_29_28,-72,-97,-96,28,28,15,27.92105263,8343,349,763658,12726,0,0.032695652
2021-06-23+23_29_29,-72,-95,-96,28,28,15,27.9425,9742,405,892370,6355,0,0.010462164
2021-06-23+23_29_30,-72,-95,-96,28,28,15,27.92911392,9614,402,880127,15527,0,0.033380253
2021-06-23+23_29_31,-72,-93,-96,28,28,15,27.98855835,10651,442,975725,11838,0,0.039844947
2021-06-23+23_29_32,-72,-93,-96,28,28,15,27.92582418,8876,371,812530,6318,0,0.025043937
2021-06-23+23_29_33,-72,-93,-96,28,28,15,28,11272,467,1032815,12327,0,0.022291612
2021-06-23+23_29_34,-72,-95,-96,28,28,15,27.8655914,9039,378,827500,11881,0,0.029525446
2021-06-23+23_29_37,-72,-94,-96,28,28,15,28,19177,796,1756265,22651,0,0.042777279
2021-06-23+23_29_38,-72,-94,-96,28,28,15,27.9675174,10496,437,961315,10070,0,0.047204067
2021-06-23+23_29_39,-72,-92,-96,28,28,15,27.93735499,10504,438,961838,6523,0,0.011760278
2021-06-23+23_29_40,-72,-92,-96,28,28,15,27.99751244,9823,407,899789,13171,0,0.071550095
2021-06-23+23_29_41,-72,-94,-96,28,28,15,27.98907104,8940,374,818162,13509,0,0.024549918
2021-06-23+23_29_42,-72,-93,-96,28,28,15,27.98994975,9710,404,889196,13710,0,0.01270971
2021-06-23+23_29_43,-72,-95,-96,28,28,15,28,8499,354,778498,16777,0,0.024784854
2021-06-23+23_29_44,-72,-101,-96,28,28,15,27.93288591,10892,454,997231,12854,0,0.035508722
2021-06-23+23_29_45,-72,-96,-96,28,28,15,28,10621,441,972858,12345,0,0.051357628
2021-06-23+23_29_46,-72,-93,-96,28,28,15,27.96728972,10435,432,956063,68,0,0.017142319
2021-06-23+23_29_47,-72,-95,-96,28,28,15,28,10439,433,956247,12946,0,0.028116563
2021-06-23+23_29_48,-72,-93,-97,28,28,15,28,10371,429,950383,11283,0,0.044323627
2021-06-23+23_29_49,-72,-96,-97,28,28,15,28,10342,431,947112,4196,0,0.024247571
2021-06-23+23_29_50,-72,-95,-97,28,28,15,28,10688,442,979361,9148,0,0.023481042
2021-06-23+23_29_51,-72,-96,-97,28,28,15,28,9235,384,845763,15403,0,0.035307636
2021-06-23+23_29_52,-72,-94,-97,28,28,15,28,11787,488,1080265,10335,0,0.021338426
2021-06-23+23_29_53,-72,-95,-97,28,28,15,28,10627,440,973640,12067,0,0.016200704
2021-06-23+23_29_54,-72,-94,-97,28,28,15,27.97196262,10475,435,955942,12604,0,0.045645044
2021-06-23+23_29_55,-72,-94,-97,28,28,15,28,10887,451,997263,14034,0,0.011351253
2021-06-23+23_29_56,-72,-95,-97,28,28,15,27.93409091,10717,445,981537,12484,0,0.065975248
2021-06-23+23_29_57,-72,-95,-97,28,28,15,27.93691589,10409,434,953253,16083,0,0.05809429
2021-06-23+23_29_58,-72,-96,-97,28,28,15,28,8976,373,821991,21125,0,0.036289457
2021-06-23+23_29_59,-72,-95,-97,28,28,15,28,11192,464,1025243,14439,0,0.023981861
2021-06-23+23_30_00,-72,-96,-97,28,28,15,27.89433962,6432,274,587991,12606,0,0.042001787
2021-06-23+23_30_02,-72,-97,-97,28,28,15,28,10654,442,975867,15508,0,0.038274057
2021-06-23+23_30_03,-72,-94,-97,28,28,15,28,10832,447,992752,16960,0,0.009147457
2021-06-23+23_30_04,-72,-95,-97,28,28,15,28,9666,401,885324,21550,0,0.017782746
2021-06-23+23_30_05,-72,-93,-97,28,28,15,28,10884,452,997004,13866,0,0.002291686
2021-06-23+23_30_07,-72,-95,-97,28,28,15,27.99769053,10565,439,967709,25992,0,0.004710316
2021-06-23+23_30_08,-72,-96,-97,28,28,15,27.99386503,11905,493,1090942,14554,0,0.014486755
2021-06-23+23_30_09,-72,-94,-97,28,28,15,27.95964912,13879,575,1271677,13358,0,0.016998371
2021-06-23+23_30_10,-72,-93,-97,28,28,15,28,10367,428,949960,13182,0,0.03723997
2021-06-23+23_30_11,-72,-94,-97,28,28,15,27.8451087,8916,375,815924,25567,0,0.060187625
2021-06-23+23_30_12,-72,-95,-97,28,28,15,27.81569966,7097,300,649257,24228,0,0.123177662
2021-06-23+23_30_13,-72,-96,-97,28,28,15,28,10736,448,983081,22842,0,0.02841629
2021-06-23+23_30_14,-72,-94,-97,28,28,15,28,10642,441,975013,21379,0,0.039010294
2021-06-23+23_30_15,-72,-94,-97,28,28,15,27.99063232,10409,433,953222,17256,0,0.050793361
2021-06-23+23_30_16,-72,-92,-97,28,28,15,27.97413793,11329,469,1036698,18550,0,0.049500797
2021-06-23+23_30_17,-72,-93,-97,28,28,15,27.98194131,10793,447,988858,4882,0,0.006900994
2021-06-23+23_30_18,-72,-94,-97,28,28,15,27.93532338,9806,407,898180,11010,0,0.025539104
2021-06-23+23_30_19,-72,-95,-97,28,28,15,27.92875318,9563,400,875500,15040,0,0.046275057
2021-06-23+23_30_20,-72,-96,-97,28,28,15,27.99756098,9996,416,915492,12138,0,0.019615536
2021-06-23+23_30_21,-72,-96,-97,28,28,15,27.88968825,10126,423,927185,12539,0,0.010649731
2021-06-23+23_30_22,-72,-96,-97,28,28,15,27.92702703,9005,377,824362,12855,0,0.039466667
2021-06-23+23_30_23,-72,-95,-97,28,28,15,27.99818841,13462,557,1233510,12552,0,0.02710125
2021-06-23+23_30_25,-72,-94,-97,28,28,15,28,10172,421,931895,12638,0,0.007319215
2021-06-23+23_30_26,-72,-93,-97,28,28,15,28,13219,547,1211352,10155,0,0.005641643
2021-06-23+23_30_27,-72,-94,-97,28,28,15,27.98181818,10725,445,982404,15305,0,0.02197702
2021-06-23+23_30_28,-72,-94,-97,28,28,15,28,10617,440,972752,14578,0,0.060941093
2021-06-23+23_30_29,-72,-94,-97,28,28,15,27.93764434,10534,439,964789,13742,0,0.071157746
2021-06-23+23_30_30,-72,-95,-97,28,28,15,27.93691589,10445,435,956375,13551,0,0.041918914
2021-06-23+23_30_31,-72,-96,-95,28,28,15,28,10945,453,1002997,13908,0,0.043854285
2021-06-23+23_30_32,-72,-95,-95,28,28,15,28,10649,441,975845,13374,0,0.056525206
2021-06-23+23_30_33,-72,-95,-95,28,28,15,28,12122,500,1110952,15427,0,0.047761194
2021-06-23+23_30_34,-72,-94,-95,28,28,15,28,12963,535,1188052,18822,0,0.01143903
2021-06-23+23_30_35,-72,-93,-95,28,28,15,27.89754098,11860,492,1086572,5823,0,0.015113768
2021-06-23+23_30_36,-72,-95,-95,28,28,15,28,10759,448,985400,12473,0,0.028357265
2021-06-23+23_30_37,-72,-93,-95,28,28,15,28,11329,468,1038163,12941,0,0.029635974
2021-06-23+23_30_38,-72,-92,-95,28,28,15,27.95371901,14731,611,1349603,8377,0,0.01187282
2021-06-23+23_30_39,-72,-93,-95,28,28,15,28,15981,658,1464908,9956,0,0.040641133
2021-06-23+23_30_40,-72,-93,-95,28,28,15,27.94557823,10746,445,984484,7984,0,0.011498482
2021-06-23+23_30_41,-72,-93,-95,28,28,15,28,16759,691,1536162,12512,0,0.035231132
2021-06-23+23_30_42,-72,-93,-95,28,28,15,27.99228395,15814,653,1448966,13371,0,0.024670038
2021-06-23+23_30_43,-72,-92,-95,28,28,15,27.99844237,15663,647,1435360,8346,0,0.030214847
2021-06-23+23_30_44,-72,-94,-95,28,28,15,27.96911197,12652,523,1159114,14545,0,0.013643097
2021-06-23+23_30_45,-72,-93,-95,28,28,15,28,14005,578,1283659,15242,0,0.026145609
2021-06-23+23_30_46,-72,-92,-95,28,28,15,28,15685,646,1437774,4132,0,0.013832128
2021-06-23+23_30_47,-72,-93,-95,28,28,15,28,10772,447,986751,8615,0,0.019925394
2021-06-23+23_30_48,-72,-94,-95,28,28,15,27.98924731,15887,655,1456084,11181,0,0.044390977
2021-06-23+23_30_51,-72,-94,-95,28,28,15,27.89275362,33260,1385,3047598,33335,0,0.041857517
2021-06-23+23_30_52,-72,-93,-95,28,28,15,27.67003367,14033,599,1284365,19955,0,0.014536517
2021-06-23+23_30_53,-72,-95,-95,28,28,15,27.81666667,8688,368,794804,20599,0,0.034022682
2021-06-23+23_30_54,-73,-94,-95,28,28,15,27.71401515,12643,533,1157268,20260,0,0.028806268
2021-06-23+23_30_55,-73,-92,-95,28,13,15,27.98607889,10514,436,963109,11530,0,0.020951671
2021-06-23+23_30_56,-73,-94,-95,28,13,15,27.99667774,7241,307,662960,7048,0,0.012949836
2021-06-23+23_30_57,-73,-94,-95,28,28,15,28,9530,398,872914,9572,0,0.023065095
2021-06-23+23_30_58,-73,-94,-93,28,18,15,27.95542636,12558,521,1150537,4801,0,0.008213552
2021-06-23+23_30_59,-73,-93,-93,28,28,15,27.99749373,9738,404,892057,12465,0,0.005108296
2021-06-23+23_31_00,-73,-95,-93,28,25,15,27.69291339,2867,134,261352,9526,0,0.022502557
2021-06-23+23_31_01,-73,-95,-93,28,25,15,27.96334012,11871,497,1087383,3772,0,0.018763432
2021-06-23+23_31_02,-73,-94,-93,28,23,15,27.64285714,989,50,89069,12009,0,0.026574803
2021-06-23+23_31_03,-73,-95,-93,28,28,15,27.99313501,10536,443,965227,5360,0,0.012558575
2021-06-23+23_31_04,-73,-91,-93,28,18,15,28,11982,496,1097956,7023,0,0.016740522
2021-06-23+23_31_06,-73,-95,-93,28,23,15,27.98624754,12343,514,1130878,8369,0,0.026116459
2021-06-23+23_31_07,-73,-96,-93,28,28,15,27.89818182,13226,554,1211526,4886,0,0.022324069
2021-06-23+23_31_08,-73,-92,-93,28,28,15,27.81834215,13538,571,1239813,13539,0,0.02632336
2021-06-23+23_31_09,-73,-92,-93,28,28,15,27.99325843,10854,450,994316,12976,0,0.013810649
2021-06-23+23_31_10,-73,-95,-93,28,28,15,27.94339623,2443,114,222594,59,0,0.020056157
2021-06-23+23_31_11,-73,-94,-93,28,28,15,27.97368421,13834,574,1267735,12776,0,0.021502334
2021-06-23+23_31_12,-73,-92,-93,28,28,15,27.99743918,18962,784,1738262,12518,0,0.02010232
2021-06-23+23_31_13,-73,-92,-93,28,28,15,27.98177083,18574,771,1702398,220,0,0.013280918
2021-06-23+23_31_16,-73,-93,-93,28,28,15,27.96206226,24787,1037,2271414,23362,0,0.019579147
2021-06-23+23_31_17,-73,-94,-93,28,28,15,27.97202797,13840,576,1268325,5798,0,0.015997156
2021-06-23+23_31_18,-73,-92,-93,28,28,15,27.99552906,16276,675,1491882,9807,0,0.018098456
2021-06-23+23_31_19,-73,-93,-93,28,28,15,28,17822,736,1633872,10912,0,0.016174441
2021-06-23+23_31_20,-73,-93,-93,28,28,15,27.99424184,12662,525,1160399,2992,0,0.005185418
2021-06-23+23_31_21,-73,-97,-97,28,28,15,27.97938144,18806,778,1724079,9207,0,0.025292837
2021-06-23+23_31_22,-73,-92,-95,28,28,15,27.98922156,20262,838,1857491,6053,0,0.033485976
2021-06-23+23_31_23,-73,-92,-95,28,28,15,27.96331738,15131,631,1386617,9209,0,0.021850152
2021-06-23+23_31_24,-72,-93,-95,28,28,15,27.99376559,19571,804,1794265,11851,0,0.004020356
2021-06-23+23_31_25,-73,-92,-95,28,28,15,27.97908497,18579,766,1703535,8626,0,0.016828068
2021-06-23+23_31_26,-73,-94,-95,28,28,15,27.76369863,6944,300,634680,11789,0,0.017682841
2021-06-23+23_31_27,-73,-97,-95,28,28,15,27.95962733,7795,328,713691,11558,0,0.00952986
2021-06-23+23_31_28,-73,-95,-95,28,28,15,28,12357,514,1132350,13139,0,0.015927371
2021-06-23+23_31_29,-73,-92,-95,28,28,15,27.95833333,12284,509,1125512,12633,0,0.027549082
2021-06-23+23_31_30,-73,-91,-95,28,28,15,28,12458,515,1141886,12734,0,0.016266582
2021-06-23+23_31_31,-73,-93,-95,28,28,15,27.9946714,13620,568,1248065,14740,0,0.010893246
2021-06-23+23_31_32,-73,-92,-95,28,28,15,28,13106,546,1201020,19549,0,0.024343036
2021-06-23+23_31_33,-73,-92,-95,28,28,15,28,11868,491,1087439,17356,0,0.01379425
2021-06-23+23_31_34,-73,-94,-95,28,28,15,27.96022727,8544,357,782513,21557,0,0.034794397
2021-06-23+23_31_35,-73,-97,-95,28,28,15,28,4478,193,409267,22339,0,0.039055794
2021-06-23+23_31_36,-73,-96,-95,28,28,15,28,13016,540,1193102,24127,0,0.036993193
2021-06-23+23_31_39,-73,-95,-95,28,28,15,28,14669,617,1343262,38649,0,0.036455596
2021-06-23+23_31_41,-73,-98,-95,28,28,15,27.94488189,12265,514,1123472,805,0,0.014226009
2021-06-23+23_31_42,-73,-97,-95,28,1,15,27.98811881,12223,509,1120130,11373,0,0.008436765
2021-06-23+23_31_44,-73,-93,-95,28,28,15,27.98393574,12104,502,1109188,10105,0,0.037761348
2021-06-23+23_31_45,-73,-97,-95,28,28,15,28,11940,501,1094030,2334,0,0.021952818
2021-06-23+23_31_46,-73,-91,-95,28,28,15,28,15884,657,1456195,13896,0,0.023304433
2021-06-23+23_31_47,-73,-95,-95,28,28,15,27.9368932,14923,621,1367652,11852,0,0.005000667
2021-06-23+23_31_48,-73,-93,-95,28,28,15,28,14748,610,1351995,3283,0,0.024022235
2021-06-23+23_31_49,-73,-96,-95,28,28,15,27.96781609,10541,440,965702,11090,0,0.014030493
2021-06-23+23_31_50,-73,-96,-95,28,28,15,28,9444,396,865063,4715,0,0.022562616
2021-06-23+23_31_51,-73,-96,-95,28,28,15,28,10952,457,1003565,11179,0,0.020481173
2021-06-23+23_31_52,-73,-98,-95,28,28,15,27.978,12130,506,1111011,12619,0,0.013259579
2021-06-23+23_31_53,-73,-98,-95,28,28,15,28,14066,581,1289369,4634,0,0.022583559
2021-06-23+23_31_54,-73,-96,-95,28,28,15,28,15567,646,1426949,7256,0,0.017358919
2021-06-23+23_31_55,-73,-98,-95,28,28,15,28,13158,549,1205856,12930,0,0.005667649
2021-06-23+23_31_56,-73,-96,-95,28,28,15,28,14099,584,1292216,1733,0,0.01336599
2021-06-23+23_31_57,-73,-94,-95,28,28,15,28,13498,560,1237165,12367,0,0.018184463
2021-06-23+23_31_58,-73,-93,-95,28,28,15,27.9877451,19874,819,1821704,12796,0,0.017306171
2021-06-23+23_31_59,-72,-98,-95,28,28,15,27.98042169,16097,668,1475475,16607,0,0.053507379
2021-06-23+23_32_00,-72,-93,-95,28,28,15,27.97319035,18543,763,1665336,22946,0,0.067018868
2021-06-23+23_33_56,-73,-95,-95,28,28,15,27.91914894,14342,711,1316229,10522,0,0.014431006
2021-06-23+23_33_57,-72,-92,-95,28,28,15,27.98023256,19007,862,1744145,12669,0,0.000841087
2021-06-23+23_33_58,-75,-96,-95,28,28,15,27.93820933,17183,795,1576594,10424,0,0.001858844
2021-06-23+23_33_59,-74,-95,-95,28,28,15,27.99122807,15257,803,1402250,10361,0,0.0010476
2021-06-23+23_34_00,-74,-95,-95,28,28,15,28,12576,694,1156892,12849,0,0.002538071
2021-06-23+23_34_01,-75,-96,-95,28,28,15,28,12898,717,1186070,10321,0,0.003707709
2021-06-23+23_34_02,-74,-97,-95,28,28,15,28,11938,683,1098085,10432,0,0.004004672
2021-06-23+23_34_03,-75,-97,-95,28,28,15,27.99736842,13852,767,1273459,12847,0,0.004599023
2021-06-23+23_34_04,-75,-94,-95,28,28,15,28,12136,675,1115747,10359,0,0.005245902
2021-06-23+23_34_05,-74,-95,-95,28,28,15,27.9602122,13531,759,1244212,12323,0,0.00353487
2021-06-23+23_34_06,-74,-95,-95,28,28,15,28,13436,704,1234519,10795,0,0.003559775
2021-06-23+23_34_07,-74,-94,-95,28,28,15,27.99406528,13334,676,1224896,10414,0,0.004776832
2021-06-23+23_35_51,-74,-95,-101,28,28,15,28,24072,986,2207448,10775,0,0.014331341
2021-06-23+23_35_52,-74,-95,-101,28,28,15,28,26697,1093,2448132,10778,0,0.006512355
2021-06-23+23_35_55,-74,-95,-101,28,28,15,27.99929428,34386,1424,3152138,21596,0,0.014699562
2021-06-23+23_35_56,-74,-93,-101,28,28,15,27.89285714,3379,147,308449,10769,0,0.001772526
2021-06-23+23_35_57,-74,-97,-101,28,28,15,27.99266504,9940,413,910710,10793,0,0.034013605
2021-06-23+23_35_58,-74,-94,-101,28,28,15,27.97468354,13477,559,1234741,11199,0,0.020139596
2021-06-23+23_35_59,-74,-94,-101,28,28,15,27.40163934,2785,128,253870,10409,0,0.028601325
2021-06-23+23_36_00,-74,-94,-101,28,28,15,28,9245,386,846722,10799,0,0.000432479
2021-06-23+23_36_01,-74,-94,-101,28,28,15,27.99421965,12562,523,1151377,12138,0,0.011877606
2021-06-23+23_36_02,-74,-94,-101,28,28,15,27.99797571,11996,499,1099241,10211,0,0.012349745
2021-06-23+23_36_03,-74,-94,-101,28,28,15,27.97718631,12757,531,1168806,10370,0,0.015435672
2021-06-23+23_36_04,-74,-94,-101,28,28,15,27.96694215,11679,488,1070164,12550,0,0.01890121
2021-06-23+23_36_05,-74,-94,-101,28,28,15,27.97843137,12330,515,1129477,10415,0,0.020028612
2021-06-23+23_36_06,-74,-94,-101,28,28,15,27.99238095,12697,530,1163403,10222,0,0.01067477
2021-06-23+23_36_07,-74,-94,-101,28,28,15,27.97560976,12969,537,1188292,12849,0,0.020098224
2021-06-23+23_36_08,-74,-94,-101,28,28,15,27.99483649,14044,585,1287256,10353,0,0.008822076
2021-06-23+23_36_09,-75,-95,-101,28,28,15,27.98915989,17880,741,1639190,9900,0,0.029210555
2021-06-23+23_36_10,-75,-95,-101,28,28,15,27.97555297,20885,862,1914534,13334,0,0.033549283
2021-06-23+23_36_11,-75,-94,-101,28,28,15,27.99494098,14359,597,1315983,10383,0,0.01231256
2021-06-23+23_36_12,-75,-95,-101,28,28,15,27.98054475,12416,519,1137462,10345,0,0.024742754
2021-06-23+23_36_13,-75,-94,-101,28,28,15,28,16521,686,1514391,12573,0,0.016372946
2021-06-23+23_36_14,-75,-94,-94,28,28,15,27.98786828,13995,580,1282767,10288,0,0.015822785
2021-06-23+23_36_15,-75,-94,-94,28,28,15,27.9933665,14629,608,1340578,11272,0,0.01686828
2021-06-23+23_36_16,-75,-94,-94,28,28,15,28,11214,467,1027784,10775,0,0.017866527
2021-06-23+23_36_17,-75,-95,-94,28,28,15,27.9912854,11082,464,1015269,10815,0,0.044408037
2021-06-23+23_36_18,-75,-93,-94,28,28,15,28,12581,525,1153166,10809,0,0.111448549
2021-06-23+23_36_19,-75,-94,-94,28,28,15,27.95121951,6686,294,612126,10795,0,0.169544156
2021-06-23+23_36_20,-75,-95,-94,28,28,15,27.97965116,7394,351,677960,10772,0,0.081148254
2021-06-23+23_36_21,-75,-97,-94,28,28,15,27.95238095,9386,487,862694,10807,0,0.074997536
2021-06-23+23_36_24,-75,-96,-94,28,28,15,27.98837209,13738,791,1262562,21610,0,0.045972222
2021-06-23+23_36_25,-75,-97,-94,28,28,15,28,13068,755,1202288,10807,0,0.00676446
2021-06-23+23_36_32,-75,-95,-94,28,28,15,28,12342,705,1134893,23217,0,0.002586068
2021-06-23+23_36_40,-75,-95,-94,28,28,15,28,15288,631,1401243,32412,0,0.001045478
2021-06-23+23_37_04,-75,-94,-94,28,28,15,28,13235,546,1213203,10374,0,0.001358183
2021-06-23+23_37_24,-75,-94,-98,28,28,15,28,24122,988,2212032,10794,0,0.012284006
2021-06-23+23_37_25,-75,-97,-98,28,28,15,27.99531616,20395,856,1870405,11121,0,0.016587106
2021-06-23+23_37_28,-75,-95,-98,28,28,15,27.88291139,7620,322,697466,33509,0,0.002095338
2021-06-23+23_37_29,-75,-96,-98,28,28,15,27.99317406,7112,300,650890,12849,0,0.000842933
2021-06-23+23_37_30,-75,-95,-98,28,28,15,27.94656489,6400,269,585533,10297,0,0.003891051
2021-06-23+23_37_31,-75,-98,-98,28,28,15,27.95202952,6523,277,597051,10439,0,0.032195846
2021-06-23+23_37_32,-75,-95,-98,28,28,15,27.96714579,11793,493,1080193,13426,0,0.019374688
2021-06-23+23_37_33,-75,-94,-95,28,28,15,27.99294118,10325,430,945917,10391,0,0.025943396
2021-06-23+23_37_34,-75,-97,-95,28,28,15,27.80508475,2803,126,255623,10328,0,0.02741152
2021-06-23+23_37_35,-75,-98,-95,28,28,15,27.94339623,15418,640,1412887,10426,0,0.012046649
