data_time,UE_Pcell_rsrp,UE_Ncell_rsrp_1,UE_Ncell_rsrp_2,UE_mcs2_ul,UE_mcs1_dl,UE_wbCQI,UE_mcs1_dl,Pcell_prb_dl_used,UE_pdu_dl_used,UE_tbs_dl_used,Ncell_prb_dl_used_1,Ncell_prb_dl_used_2,UE_prb_retx_rate
2021-06-23+21_44_30,-69,-89,-103,28,28,15,28,12987,538,1190248,8217,0,0.018886455
2021-06-23+21_44_31,-69,-87,-103,28,28,15,27.96396396,16165,670,1481389,13280,0,0.033656145
2021-06-23+21_44_32,-68,-87,-103,28,28,15,27.98918919,8914,377,816196,15597,0,0.013828963
2021-06-23+21_44_33,-69,-102,-103,28,28,15,27.99803536,12362,512,1133160,12560,0,0.045405405
2021-06-23+21_44_34,-69,-102,-103,28,28,15,26.25,148,16,12056,19196,0,0.40562249
2021-06-23+21_44_35,-69,-102,-103,28,28,15,28,12500,520,1145702,13637,0,0.07715024
2021-06-23+21_44_36,-68,-102,-103,28,28,15,27.98966942,11695,489,1071697,21022,0,0.078408195
2021-06-23+21_44_37,-67,-99,-103,28,28,15,27.93810445,12458,521,1141569,14805,0,0.041766018
2021-06-23+21_44_38,-68,-102,-103,28,28,15,27.99716714,8621,358,789649,13313,0,0.098975753
2021-06-23+21_44_39,-68,-102,-103,28,28,15,27.99473684,13844,574,1268878,13572,0,0.07786585
2021-06-23+21_44_40,-73,-103,-103,28,28,15,27.97326203,4444,194,406219,21822,0,0.073780742
2021-06-23+21_44_41,-79,-104,-103,28,28,15,27.9528536,9695,408,888145,16613,0,0.071715818
2021-06-23+21_44_42,-79,-98,-103,28,28,15,27.85889571,7383,331,676329,11790,0,0.363260026
2021-06-23+21_44_43,-80,-103,-103,28,28,15,28,2221,146,202990,10073,0,0.163149962
2021-06-23+21_44_44,-80,-99,-103,28,28,15,28,8819,400,809054,12188,0,0.342895462
2021-06-23+21_44_45,-80,-104,-103,28,28,15,26.72727273,343,31,29821,3591,0,0.495588235
2021-06-23+21_44_46,-80,-103,-103,28,28,15,27.75,2557,120,232976,11012,0,0.421493213
2021-06-23+21_44_47,-78,-97,-103,28,28,15,27.89095745,6830,384,627159,2237,0,0.080258551
2021-06-23+21_44_48,-80,-98,-101,28,28,15,27.98300283,6177,362,567536,15545,0,0.159706162
2021-06-23+21_44_49,-80,-98,-101,28,28,15,27.91860465,5723,352,526273,4253,0,0.187420133
2021-06-23+21_44_52,-74,-95,-101,28,28,15,27.98802873,21073,1264,1939786,21916,0,0.02331294
2021-06-23+21_44_53,-74,-91,-101,28,28,15,28,10619,628,977566,10975,0,0.000752799
2021-06-23+21_44_54,-74,-92,-101,28,28,15,27.99439776,13036,719,1198623,9841,0,0.001225866
2021-06-23+21_44_55,-74,-92,-101,28,28,15,27.95958084,12449,672,1144350,18275,0,0.002643807
2021-06-23+21_44_56,-73,-92,-101,28,28,15,27.95129376,12425,663,1141382,991,0,0.021730572
2021-06-23+21_44_57,-73,-92,-101,28,28,15,27.98714286,13494,704,1240155,11033,0,0.050854611
2021-06-23+21_44_58,-73,-92,-101,28,28,15,27.99194631,15306,752,1404854,2197,0,0.03632815
2021-06-23+21_45_00,-77,-97,-101,28,28,15,28,23561,965,2160612,13660,0,0.032879074
2021-06-23+21_45_01,-80,-97,-101,28,28,15,28,22690,930,2080776,4523,0,0.061698784
2021-06-23+21_45_02,-80,-98,-101,28,28,15,27.98561151,16857,698,1545181,8937,0,0.062927344
2021-06-23+21_45_03,-79,-98,-101,28,28,15,27.99193548,15063,623,1380787,14416,0,0.088140929
2021-06-23+21_45_04,-79,-98,-101,28,28,15,27.98388953,21077,871,1932436,1729,0,0.079647177
2021-06-23+21_45_05,-79,-98,-101,28,28,15,27.99837134,14893,618,1365137,11408,0,0.060970996
2021-06-23+21_45_06,-79,-98,-101,28,28,15,27.96271186,14237,593,1304869,998,0,0.036869165
2021-06-23+21_45_07,-81,-101,-101,28,28,15,27.9910847,16319,676,1495926,11551,0,0.071782037
2021-06-23+21_45_08,-82,-103,-101,28,28,15,28,17423,721,1597386,12123,0,0.06759071
2021-06-23+21_45_09,-80,-100,-101,28,28,15,27.95918367,12887,543,1180884,13405,0,0.025189107
2021-06-23+21_45_10,-80,-103,-101,28,28,15,27.97714286,12753,530,1168290,12714,0,0.0179424
2021-06-23+21_45_11,-79,-104,-101,28,28,15,28,12383,516,1134885,13631,0,0.092155425
2021-06-23+21_45_12,-80,-104,-101,28,28,15,27.98677686,14699,608,1347411,22670,0,0.055758977
2021-06-23+21_45_13,-85,-104,-101,28,28,15,28,14973,620,1372627,18149,0,0.040315344
2021-06-23+21_45_14,-83,-101,-101,28,28,15,27.95238095,13762,571,1261191,12339,0,0.067867787
2021-06-23+21_45_15,-82,-102,-101,28,28,15,27.97931034,14056,584,1288299,12637,0,0.083403978
2021-06-23+21_45_18,-80,-99,-101,28,28,15,27.98895318,46273,1904,4242693,17314,0,0.01423063
2021-06-23+21_45_19,-80,-102,-101,28,28,15,27.96731235,20071,828,1840132,8855,0,0.02935487
2021-06-23+21_45_21,-70,-102,-101,28,28,15,28,22728,932,2084131,13880,0,0.044279046
2021-06-23+21_45_22,-69,-102,-101,28,28,15,28,16100,665,1475998,390,0,0.033671448
2021-06-23+21_45_23,-71,-102,-101,28,28,15,27.92387543,6978,296,638420,11214,0,0.026234999
2021-06-23+21_45_24,-72,-102,-101,28,28,15,27.97781885,13093,544,1200100,11242,0,0.026542751
2021-06-23+21_45_25,-71,-102,-101,28,28,15,27.94320487,11933,496,1093602,15248,0,0.031019082
2021-06-23+21_45_26,-76,-102,-101,28,28,15,27.92996109,12452,520,1140463,12399,0,0.074751077
2021-06-23+21_45_27,-79,-101,-101,28,28,15,28,8385,350,768112,13633,0,0.046075085
2021-06-23+21_45_29,-80,-100,-101,28,28,15,28,12469,516,1142528,11652,0,0.096318307
2021-06-23+21_45_30,-77,-98,-107,28,28,15,27.98321343,9341,424,856288,12662,0,0.062242747
2021-06-23+21_45_31,-79,-101,-107,28,28,15,27.82389937,3822,166,348978,11551,0,0.296521259
2021-06-23+21_45_32,-76,-105,-107,28,28,15,28,257,22,22262,9714,0,0.314666667
2021-06-23+21_45_33,-76,-95,-97,28,28,15,27.99497487,11003,604,1011139,9024,0,0.018290507
2021-06-23+21_45_34,-77,-95,-97,28,28,15,28,8393,508,771909,9252,0,0.025995126
2021-06-23+21_45_35,-70,-95,-97,28,28,15,28,12101,713,1113354,13180,0,0.005342759
2021-06-23+21_45_36,-70,-95,-97,28,28,15,27.99483871,13857,779,1275112,14827,0,0.009719145
2021-06-23+21_45_37,-68,-95,-97,28,28,15,27.99183197,15526,860,1428577,20668,0,0.017714792
2021-06-23+21_45_38,-68,-95,-97,28,28,15,27.99629172,14100,811,1298329,19911,0,0.023004435
2021-06-23+21_45_39,-69,-95,-97,28,28,15,27.99890231,16102,911,1482726,14674,0,0.001550195
2021-06-23+21_45_40,-69,-95,-97,28,28,15,27.99874529,13553,799,1248207,16580,0,0.010007305
2021-06-23+21_45_42,-69,-95,-97,28,28,15,27.99641577,15809,838,1453979,12274,0,0.008280534
2021-06-23+21_45_43,-69,-95,-97,28,28,15,28,21829,970,2003466,8703,0,0.0707505
2021-06-23+21_45_44,-69,-89,-97,28,28,15,28,21719,889,1991844,12968,0,0.094362438
2021-06-23+21_45_45,-69,-89,-97,28,28,15,28,25112,1028,2302992,11591,0,0.055868862
2021-06-23+21_45_46,-69,-89,-97,28,28,15,28,22710,930,2082696,5613,0,0.058418674
2021-06-23+21_45_47,-69,-89,-97,28,28,15,27.98153846,15737,653,1442301,18384,0,0.048836506
2021-06-23+21_45_48,-69,-89,-97,28,28,15,27.99706745,8221,347,752939,20039,0,0.035207135
2021-06-23+21_45_49,-69,-89,-97,28,28,15,27.9961165,12508,519,1146347,20231,0,0.075262457
2021-06-23+21_45_50,-69,-89,-97,28,28,15,27.99439252,12933,540,1185119,21320,0,0.031598652
2021-06-23+21_45_51,-69,-89,-97,28,28,15,27.95542636,12495,521,1144993,21330,0,0.075334863
2021-06-23+21_45_52,-69,-89,-97,28,28,15,27.99800399,12187,505,1116943,18888,0,0.118225888
2021-06-23+21_45_53,-69,-89,-97,28,28,15,27.87990196,9886,413,905239,14406,0,0.12365925
2021-06-23+21_45_54,-69,-91,-97,28,28,15,27.93918919,3508,156,320128,15181,0,0.110547667
2021-06-23+21_45_55,-69,-91,-97,28,28,15,27.99364407,11430,476,1047391,11081,0,0.135923798
2021-06-23+21_45_56,-69,-91,-97,28,28,15,27.99688474,23478,963,2153157,13245,0,0.107741421
2021-06-23+21_45_57,-69,-91,-97,28,28,15,27.99034483,17584,727,1612229,10956,0,0.089242244
2021-06-23+21_45_58,-69,-91,-97,28,28,15,28,21554,886,1976638,7640,0,0.123108218
2021-06-23+21_45_59,-69,-91,-97,28,28,15,27.98525469,18157,748,1664744,17811,0,0.136696463
2021-06-23+21_46_00,-69,-91,-97,28,28,15,27.99840256,15156,629,1389568,15625,0,0.140670182
2021-06-23+21_46_01,-69,-91,-97,28,28,15,27.98013245,7311,308,669405,15921,0,0.159075224
2021-06-23+21_46_02,-69,-91,-97,28,28,15,27.83823529,6583,278,602341,16410,0,0.138576289
2021-06-23+21_46_03,-69,-91,-97,28,28,15,27.97785978,6571,277,601497,19651,0,0.137211134
2021-06-23+21_46_04,-69,-91,-97,28,28,15,28,12043,499,1103745,14545,0,0.116758343
2021-06-23+21_46_07,-68,-87,-97,28,28,15,27.96442688,12174,519,1114090,14655,0,0.165878726
2021-06-23+21_46_08,-68,-87,-97,28,28,15,27.91921397,11049,463,1012083,13541,0,0.100537284
2021-06-23+21_46_09,-68,-87,-97,28,28,15,28,9194,381,842282,4127,0,0.092757055
2021-06-23+21_46_10,-68,-87,-97,28,28,15,27.9929078,3323,149,303352,12274,0,0.114102906
2021-06-23+21_46_11,-68,-87,-97,28,28,15,28,11879,493,1088682,19843,0,0.095002286
2021-06-23+21_46_12,-68,-87,-97,28,28,15,27.93230769,7905,332,723636,16496,0,0.083690738
2021-06-23+21_46_13,-68,-87,-97,28,28,15,27.94864865,8879,375,813209,16277,0,0.140131706
2021-06-23+21_46_14,-68,-87,-97,28,28,15,27.99361022,7573,319,693451,8981,0,0.113854435
2021-06-23+21_46_15,-69,-87,-97,28,28,15,27.96963563,11962,498,1096239,11894,0,0.146485908
2021-06-23+21_46_16,-68,-87,-97,28,28,15,27.88086643,6723,284,615072,7046,0,0.111184558
2021-06-23+21_46_17,-68,-95,-97,28,28,15,27.95744681,6816,287,624047,18965,0,0.113423517
2021-06-23+21_46_18,-68,-97,-97,28,28,15,28,12780,528,1171387,14610,0,0.179664934
2021-06-23+21_46_19,-68,-98,-97,28,28,15,27.96774194,666,39,59695,20946,0,0.115537849
2021-06-23+21_46_20,-69,-98,-97,28,28,15,27.95585413,12632,524,1157958,22397,0,0.164107994
2021-06-23+21_46_21,-69,-98,-97,28,28,15,28,11688,483,1071020,20795,0,0.165023575
2021-06-23+21_46_22,-68,-98,-97,28,28,15,27.97849462,6708,285,613928,18070,0,0.083356108
2021-06-23+21_46_23,-68,-98,-97,28,28,15,27.98979592,7088,300,649015,16428,0,0.151950227
2021-06-23+21_46_24,-68,-98,-97,28,28,15,27.97238659,12294,512,1126458,13014,0,0.098019076
2021-06-23+21_46_26,-68,-98,-97,28,28,15,27.99217221,12429,516,1138848,11669,0,0.021954674
2021-06-23+21_46_27,-69,-98,-97,28,28,15,28,5408,228,495037,7741,0,0.164658635
2021-06-23+21_46_28,-68,-98,-97,28,28,15,27.99716714,8480,358,776796,9927,0,0.145505844
2021-06-23+21_46_29,-68,-98,-97,28,28,15,28,10511,440,962891,15229,0,0.084088533
2021-06-23+21_46_32,-70,-98,-97,28,28,15,27.98322148,21711,904,1989201,18953,0,0.108048149
2021-06-23+21_46_33,-70,-98,-97,28,28,15,27.97211155,12171,505,1115613,11181,0,0.131759167
2021-06-23+21_46_34,-70,-92,-97,28,28,15,28,10026,421,918879,6388,0,0.141756549
2021-06-23+21_46_35,-70,-91,-97,28,28,15,28,14829,613,1359300,6715,0,0.111077808
2021-06-23+21_46_36,-69,-91,-97,28,28,15,27.99487179,14159,587,1298276,11792,0,0.141358399
2021-06-23+21_46_37,-70,-90,-97,28,28,15,27.93920335,11549,481,1058300,9955,0,0.162569792
2021-06-23+21_46_38,-70,-90,-97,28,28,15,27.99562044,16640,687,1525569,3999,0,0.109874826
2021-06-23+21_46_39,-70,-90,-97,28,28,15,28,21203,872,1944610,13648,0,0.143728293
2021-06-23+21_46_40,-69,-90,-97,28,28,15,28,20407,837,1871580,11708,0,0.131025379
2021-06-23+21_46_41,-69,-90,-97,28,28,15,28,23261,958,2132849,819,0,0.055812632
2021-06-23+21_46_42,-69,-90,-97,28,28,15,27.99626866,19558,805,1793395,12923,0,0.097961443
2021-06-23+21_46_43,-69,-89,-97,28,28,15,28,20529,845,1882329,211,0,0.044362722
2021-06-23+21_46_44,-70,-89,-97,28,28,15,28,6499,277,595117,7278,0,0.054278231
2021-06-23+21_46_45,-70,-95,-97,28,28,15,28,12835,536,1176190,5085,0,0.074020633
2021-06-23+21_46_47,-69,-95,-97,28,28,15,27.96391753,9467,393,867117,1455,0,0.092242785
2021-06-23+21_46_48,-70,-94,-97,28,28,15,27.9929078,3389,148,309605,6751,0,0.153596404
2021-06-23+21_46_50,-69,-92,-97,28,28,15,27.98830409,12402,517,1136386,11338,0,0.052197172
2021-06-23+21_46_51,-69,-96,-97,28,28,15,28,8856,370,811389,1751,0,0.127487685
2021-06-23+21_46_53,-69,-96,-97,28,28,15,28,11205,470,1026895,12748,0,0.114509246
2021-06-23+21_46_55,-70,-95,-97,28,28,15,27.95121951,6976,293,638659,12932,0,0.158301158
2021-06-23+21_46_57,-70,-95,-97,28,28,15,27.92829457,12479,520,1143222,9725,0,0.107559179
2021-06-23+21_46_58,-70,-100,-97,28,28,15,27.99804688,12355,517,1132385,3662,0,0.124503968
2021-06-23+21_46_59,-69,-96,-97,28,28,15,27.9375,1161,56,104879,7268,0,0.129685157
2021-06-23+21_47_00,-69,-97,-97,28,28,15,27.98097252,11478,476,1051939,7194,0,0.153165117
2021-06-23+21_47_01,-69,-91,-97,28,28,15,27.99775281,10853,450,994516,13369,0,0.138855828
2021-06-23+21_47_02,-69,-96,-97,28,28,15,27.71794872,1816,86,164918,11745,0,0.146616541
2021-06-23+21_47_03,-69,-96,-97,28,28,15,27.97421731,13190,547,1209055,7995,0,0.101131253
2021-06-23+21_47_04,-69,-96,-97,28,28,15,28,11225,467,1028775,5786,0,0.156775841
2021-06-23+21_47_05,-70,-94,-97,28,28,15,28,12120,504,1110920,10779,0,0.099353496
2021-06-23+21_47_06,-69,-90,-97,28,28,15,28,23859,977,2188164,2529,0,0.095427662
2021-06-23+21_47_07,-69,-90,-97,28,28,15,28,17846,732,1636371,14421,0,0.094203634
2021-06-23+21_47_08,-69,-94,-97,28,28,15,28,627,47,56321,10216,0,0.092619392
2021-06-23+21_47_10,-69,-90,-97,28,28,15,28,26522,1086,2432046,18766,0,0.00188168
2021-06-23+21_47_11,-69,-90,-97,28,28,15,28,24202,990,2219256,10786,0,0.005138324
2021-06-23+21_47_12,-69,-95,-97,28,28,15,28,916,47,82207,8017,0,0.017167382
2021-06-23+21_47_14,-69,-90,-91,28,28,15,28,17050,720,1563407,17896,0,0.002923977
2021-06-23+21_47_15,-69,-92,-91,28,28,15,27.92171344,11792,683,1084282,12377,0,0.005481994
2021-06-23+21_47_16,-69,-88,-91,28,28,15,27.98915989,12984,745,1194051,13292,0,0.002535146
2021-06-23+21_47_17,-69,-90,-91,28,28,15,28,11760,668,1082180,16494,0,0.005580923
2021-06-23+21_47_20,-69,-89,-91,28,28,15,28,44178,1877,4052619,30602,0,0.043082721
2021-06-23+21_47_21,-69,-89,-91,28,28,15,28,22742,932,2085600,17477,0,0.135350924
2021-06-23+21_47_22,-69,-89,-91,28,28,15,28,20076,822,1841352,16481,0,0.15147929
2021-06-23+21_47_23,-69,-89,-91,28,28,15,28,20828,852,1910160,16459,0,0.127001425
2021-06-23+21_47_24,-69,-90,-91,28,28,15,27.98833333,14467,604,1326114,13836,0,0.135265989
2021-06-23+21_47_25,-69,-90,-91,28,28,15,28,9123,379,835813,18380,0,0.105237348
2021-06-23+21_47_26,-69,-91,-91,28,28,15,28,18597,765,1705225,18117,0,0.152331465
2021-06-23+21_47_27,-69,-89,-91,28,28,15,28,20407,835,1871580,17771,0,0.14331892
2021-06-23+21_47_28,-69,-89,-91,28,28,15,28,22815,933,2092500,17616,0,0.127600184
2021-06-23+21_47_29,-69,-95,-91,28,28,15,27.96902655,5420,233,495923,22720,0,0.15576324
2021-06-23+21_47_30,-69,-95,-91,28,28,15,27.99361702,11422,474,1046849,18804,0,0.158290346
2021-06-23+21_47_31,-69,-90,-91,28,28,15,27.99034749,12546,523,1149453,6040,0,0.090935439
2021-06-23+21_47_32,-69,-90,-91,28,28,15,28,13231,549,1212845,7905,0,0.096921712
2021-06-23+21_47_33,-69,-88,-91,28,28,15,27.96,7781,385,713378,12952,0,0.057990315
2021-06-23+21_47_34,-69,-90,-91,28,28,15,28,17987,760,1649588,13351,0,0.123184167
2021-06-23+21_47_35,-69,-96,-91,28,28,15,28,14243,592,1305641,11980,0,0.149316132
2021-06-23+21_47_36,-69,-91,-91,28,28,15,27.99065421,15608,646,1430707,12602,0,0.134331669
2021-06-23+21_47_37,-69,-97,-91,28,28,15,28,10633,443,974529,14094,0,0.151532078
2021-06-23+21_47_38,-69,-97,-91,28,28,15,27.99170124,11743,486,1076233,12471,0,0.153230459
2021-06-23+21_47_39,-69,-90,-91,28,28,15,27.99249249,16218,669,1486574,10531,0,0.160776197
2021-06-23+21_47_40,-69,-89,-91,28,28,15,27.97802198,8846,370,810138,2853,0,0.10101626
2021-06-23+21_47_41,-69,-88,-91,28,28,15,27.99623116,19357,797,1774901,13030,0,0.125818543
2021-06-23+21_47_42,-69,-89,-91,28,28,15,27.98468271,22250,914,2040484,4621,0,0.142317477
2021-06-23+21_47_43,-70,-89,-91,28,28,15,27.94985673,16962,700,1554791,13722,0,0.129350169
2021-06-23+21_47_44,-70,-90,-91,28,28,15,28,12293,510,1126948,8655,0,0.112162357
2021-06-23+21_47_45,-69,-91,-91,28,28,15,27.996633,14389,598,1318799,13336,0,0.092577411
2021-06-23+21_47_48,-70,-96,-91,28,28,15,28,24829,1033,2275762,26484,0,0.1382111
2021-06-23+21_47_49,-70,-89,-91,28,28,15,27.97528517,12648,531,1158757,10622,0,0.150741959
2021-06-23+21_47_50,-70,-90,-91,28,28,15,27.97592593,13138,543,1204307,15925,0,0.12588157
2021-06-23+21_47_51,-70,-100,-91,28,28,15,28,13537,563,1241081,14129,0,0.121544452
2021-06-23+21_47_52,-70,-92,-91,28,28,15,27.9827957,11233,471,1029049,15221,0,0.114954302
2021-06-23+21_47_53,-70,-89,-91,28,28,15,28,11416,471,1046245,14277,0,0.107357886
2021-06-23+21_47_54,-70,-91,-91,28,28,15,28,11271,467,1033126,12381,0,0.147363643
2021-06-23+21_47_55,-70,-90,-91,28,28,15,28,12275,508,1125125,13045,0,0.142567756
2021-06-23+21_47_56,-70,-90,-91,28,28,15,27.98100173,14002,582,1283582,12533,0,0.131012226
2021-06-23+21_47_57,-70,-89,-91,28,28,15,27.9921875,12388,515,1135668,11802,0,0.160306378
2021-06-23+21_47_58,-70,-92,-91,28,28,15,27.96354167,13983,580,1281519,12912,0,0.093895801
2021-06-23+21_47_59,-70,-99,-91,28,28,15,28,10774,450,987088,13424,0,0.137735094
2021-06-23+21_48_00,-70,-90,-91,28,28,15,27.99880096,20366,834,1867777,12574,0,0.135788848
2021-06-23+21_48_01,-70,-85,-91,28,28,15,28,17097,706,1567692,13572,0,0.110457856
2021-06-23+21_48_02,-70,-92,-91,28,28,15,27.996997,16139,669,1479450,14012,0,0.089324004
2021-06-23+21_48_03,-70,-92,-91,28,28,15,28,14002,579,1283830,16056,0,0.127274994
2021-06-23+21_48_04,-70,-93,-91,28,28,15,27.93710692,11527,481,1056169,18291,0,0.099453125
2021-06-23+21_48_05,-70,-97,-91,28,28,15,27.98941799,9091,384,832744,20801,0,0.221127485
2021-06-23+21_48_06,-70,-100,-91,28,28,15,27.99387755,11847,494,1085793,11055,0,0.156196581
2021-06-23+21_48_07,-70,-99,-91,28,28,15,27.99809524,12734,529,1167231,11676,0,0.143068641
2021-06-23+21_48_08,-69,-98,-91,28,28,15,27.95178571,13543,564,1240936,12284,0,0.153879795
2021-06-23+21_48_09,-69,-92,-91,28,28,15,27.99669967,14737,608,1351087,12958,0,0.166412127
2021-06-23+21_48_11,-69,-90,-91,28,28,15,28,7288,303,667484,27742,0,0.058397933
2021-06-23+21_48_12,-70,-90,-91,28,28,15,28,22735,931,2085084,13271,0,0.132086276
2021-06-23+21_48_14,-70,-90,-91,28,28,15,28,21390,876,1961568,16911,0,0.110121895
2021-06-23+21_48_15,-70,-96,-91,28,28,15,27.99165275,14517,602,1330809,13196,0,0.122362614
2021-06-23+21_48_16,-70,-94,-91,28,28,15,27.9981378,13018,541,1193204,9968,0,0.102454495
2021-06-23+21_48_17,-70,-99,-91,28,28,15,27.996,12117,504,1110497,11809,0,0.148369412
2021-06-23+21_48_18,-70,-85,-91,28,28,15,27.99466192,13543,566,1241272,8346,0,0.123770704
2021-06-23+21_48_19,-70,-96,-91,28,28,15,27.98529412,1646,76,149452,5801,0,0.044689495
2021-06-23+21_48_20,-70,-97,-91,28,28,15,27.99528302,10269,428,941030,12671,0,0.141028858
2021-06-23+21_48_22,-69,-97,-91,28,28,15,27.98192771,12061,503,1105051,8194,0,0.135040161
2021-06-23+21_48_23,-69,-89,-91,28,28,15,28,19071,785,1748686,4076,0,0.121111572
2021-06-23+21_48_24,-69,-95,-91,28,28,15,27.86666667,4929,217,450506,11622,0,0.132065504
2021-06-23+21_48_26,-70,-95,-91,28,28,15,28,1711,78,155593,12673,0,0.169820475
2021-06-23+21_48_27,-69,-88,-91,28,28,15,27.99284863,20410,840,1871600,12381,0,0.133701188
2021-06-23+21_48_28,-69,-100,-91,28,28,15,27.97659906,15502,644,1421210,14268,0,0.100081272
2021-06-23+21_48_29,-69,-93,-91,28,28,15,27.96716826,17770,733,1629231,12877,0,0.103566564
2021-06-23+21_48_30,-70,-91,-91,28,28,15,27.99582754,17404,722,1595585,13686,0,0.16088906
2021-06-23+21_48_31,-70,-93,-91,28,28,15,27.99405941,12199,509,1118198,12385,0,0.137148111
2021-06-23+21_48_32,-70,-93,-91,28,28,15,27.99390244,15940,658,1461592,11587,0,0.148276783
2021-06-23+21_48_33,-70,-89,-91,28,28,15,27.99738903,18627,767,1708114,11810,0,0.142482276
2021-06-23+21_48_34,-70,-91,-91,28,28,15,27.98784195,15952,660,1462457,18349,0,0.156871036
2021-06-23+21_48_37,-70,-91,-91,28,28,15,27.98470503,33268,1379,3049954,36236,0,0.127922827
2021-06-23+21_48_38,-70,-90,-91,28,28,15,27.96477795,15868,655,1454694,16987,0,0.123557028
2021-06-23+21_48_39,-70,-90,-91,28,28,15,27.99838449,14983,621,1373765,9998,0,0.106612605
2021-06-23+21_48_40,-70,-101,-91,28,28,15,27.98409894,13657,571,1251505,9192,0,0.087586852
2021-06-23+21_48_41,-70,-100,-91,28,28,15,27.97363465,12853,535,1177878,9711,0,0.048701058
2021-06-23+21_48_42,-70,-93,-91,28,28,15,27.99585635,17653,726,1618628,11981,0,0.127643803
2021-06-23+21_48_43,-70,-91,-91,28,28,15,27.99099099,13468,558,1234553,12205,0,0.1225487
2021-06-23+21_48_44,-69,-90,-91,28,28,15,27.98584906,15452,639,1416295,12699,0,0.166558792
2021-06-23+21_48_45,-70,-90,-91,28,28,15,27.98066784,13752,573,1260439,8392,0,0.132037364
2021-06-23+21_48_46,-70,-91,-91,28,28,15,27.99170813,14683,605,1346176,4558,0,0.124970203
2021-06-23+21_48_47,-70,-88,-91,28,28,15,27.99647887,20718,853,1899858,8720,0,0.138902743
2021-06-23+21_48_48,-70,-94,-91,28,28,15,27.99558824,16408,683,1504305,5957,0,0.131208302
2021-06-23+21_48_49,-70,-87,-91,28,28,15,27.99655172,14080,584,1290517,13547,0,0.132042905
2021-06-23+21_48_50,-70,-99,-91,28,28,15,27.99610136,12476,516,1143608,15919,0,0.116680827
2021-06-23+21_48_51,-69,-90,-91,28,28,15,27.99292453,10336,429,946901,12268,0,0.146560978
2021-06-23+21_48_52,-69,-94,-91,28,28,15,27.93089431,5878,254,537463,13759,0,0.123079218
2021-06-23+21_48_53,-69,-93,-91,28,28,15,27.9921875,9260,389,848297,8014,0,0.110983103
2021-06-23+21_48_54,-69,-90,-91,28,28,15,27.99409449,12365,511,1133569,12567,0,0.142034416
2021-06-23+21_48_56,-69,-90,-91,28,28,15,27.91726619,13440,559,1231735,12550,0,0.138074777
