dataTime,pcelRsrp,ncell1Rsrp,ncell2Rsrp,mcs1Dl,mcs2Dl,wbCqi,mcs2dl_ave,prb_used_pcell,pdu_used,tbs_used,prb_used_ncell1,prb_used_ncell2,prb_retxrate
2021-06-10+20_09_37,-75,-97,-95,28,28,15,28,12386,512,1135100,0,127,0
2021-06-10+20_09_38,-76,-98,-95,28,28,15,27.99777283,10963,454,1004353,0,6272,0.002275209
2021-06-10+20_09_39,-76,-100,-95,28,28,15,27.95780591,11549,479,1057922,0,7099,0
2021-06-10+20_09_40,-77,-98,-95,28,28,15,27.99319728,14303,592,1310866,0,12471,0
2021-06-10+20_09_41,-77,-96,-95,28,28,15,27.88967136,10346,432,947212,0,6697,0.002410568
2021-06-10+20_09_42,-77,-98,-95,28,28,15,27.99764706,10346,429,948008,0,5606,0.006529672
2021-06-10+20_09_43,-77,-99,-108,28,28,15,27.97482014,13582,560,1244644,0,1601,0.005491689
2021-06-10+20_09_44,-76,-97,-108,28,28,15,28,11966,495,1096619,0,12228,0.001335336
2021-06-10+20_09_45,-77,-98,-108,28,22,15,27.98394495,10621,440,973046,0,38,0
2021-06-10+20_09_46,-76,-101,-108,28,28,15,27.95183486,10648,441,975348,0,22193,0.013251784
2021-06-10+20_09_47,-77,-98,-108,28,28,15,27.99799197,12158,503,1113949,0,15890,0.004095675
2021-06-10+20_09_48,-77,-98,-108,28,28,15,28,12145,502,1113020,0,11493,0.00613748
2021-06-10+20_09_49,-77,-99,-108,28,28,15,27.98538622,11686,484,1070613,0,22197,0.002134745
2021-06-10+20_09_50,-77,-98,-98,28,28,15,28,10369,429,949943,0,15570,0
2021-06-10+20_09_51,-77,-98,-98,28,28,15,28,14077,580,1290395,0,22137,0.003045326
2021-06-10+20_09_54,-77,-101,-98,28,22,15,27.99339934,22166,919,2030692,0,16398,0.00225063
2021-06-10+20_09_55,-77,-96,-98,28,28,15,27.99773243,10771,447,986549,0,12555,0.002315672
2021-06-10+20_09_56,-77,-100,-98,28,28,15,27.99836868,14943,617,1369526,0,11913,0
2021-06-10+20_09_57,-77,-98,-98,28,28,15,28,10578,439,969142,0,3144,0.002357823
2021-06-10+20_09_58,-77,-97,-98,28,28,15,28,10346,429,947869,0,1277,0
2021-06-10+20_09_59,-77,-100,-98,28,28,15,28,11810,488,1082083,0,13026,0.002112379
2021-06-10+20_10_00,-77,-97,-98,28,28,15,28,12314,509,1128263,0,8000,0.002026096
2021-06-10+20_10_01,-77,-96,-98,28,28,15,27.99799197,12131,501,1111901,0,4492,0
2021-06-10+20_10_02,-77,-96,-98,28,28,15,28,11300,468,1035137,0,17299,0.004405286
2021-06-10+20_10_03,-77,-101,-98,28,28,15,28,14371,592,1317112,0,16641,0
2021-06-10+20_10_04,-77,-101,-98,28,28,15,27.99311927,10623,441,973030,0,4916,0.002347859
2021-06-10+20_10_05,-77,-99,-98,28,28,15,28,10350,428,948417,0,12771,0.002409639
2021-06-10+20_10_06,-76,-96,-98,28,28,15,28,13875,573,1271658,0,5942,0
2021-06-10+20_10_07,-76,-96,-98,28,28,15,28,12048,499,1104117,0,7909,0
2021-06-10+20_10_08,-77,-97,-98,28,28,15,28,10362,428,949480,0,13204,0.002406855
2021-06-10+20_10_09,-76,-99,-98,28,28,15,27.99275362,13462,557,1233485,0,12529,0.001853637
2021-06-10+20_10_10,-77,-97,-98,28,28,15,27.99803922,12425,514,1138599,0,7186,0.002008032
2021-06-10+20_10_11,-76,-98,-98,28,28,15,27.98352941,10361,431,948826,0,7134,0
2021-06-10+20_10_12,-76,-99,-98,28,28,15,28,12288,507,1126093,0,11470,0.002030374
2021-06-10+20_10_13,-77,-97,-98,28,28,15,27.99821747,13678,566,1253332,0,12090,0.003642191
2021-06-10+20_10_14,-77,-97,-98,28,28,15,27.93793103,10601,441,970906,0,13837,0
2021-06-10+20_10_15,-77,-99,-98,28,28,15,28,14637,604,1341320,0,22493,0.003404371
2021-06-10+20_10_16,-77,-99,-98,28,28,15,27.98661568,12777,528,1170597,0,18358,0.00195282
2021-06-10+20_10_17,-76,-98,-98,28,28,15,27.996139,12644,522,1158562,0,16938,0.00784683
2021-06-10+20_10_18,-77,-98,-98,28,28,15,28,12362,510,1132878,0,10887,0.00402836
2021-06-10+20_10_19,-77,-98,-98,28,27,15,27.99833887,14695,606,1346660,0,14385,0.010104412
2021-06-10+20_10_22,-77,-97,-98,28,28,15,27.9971778,25920,1073,2375028,0,20520,0.001925298
2021-06-10+20_10_23,-77,-97,-98,28,28,15,27.99817851,13385,553,1226630,0,2841,0.003721623
2021-06-10+20_10_24,-77,-96,-98,28,28,15,27.96637168,13756,569,1260465,0,22582,0.001814092
2021-06-10+20_10_25,-77,-98,-98,28,28,15,27.99829642,14308,591,1311312,0,16591,0.003482379
2021-06-10+20_10_26,-77,-99,-98,28,28,15,27.99817518,13360,554,1224004,0,17615,0.001867762
2021-06-10+20_10_27,-77,-97,-98,28,28,15,27.99824561,13919,574,1275585,0,22909,0.00535944
2021-06-10+20_10_28,-77,-97,-98,28,28,15,28,14160,582,1297848,0,24366,0.007012623
2021-06-10+20_10_29,-77,-100,-98,28,28,15,28,15533,639,1423847,0,21609,0.004805228
2021-06-10+20_10_30,-77,-99,-98,28,28,15,28,12796,531,1172167,0,17778,0.005827053
2021-06-10+20_10_31,-77,-98,-98,28,28,15,27.99661017,14397,593,1319640,0,13821,0.003460926
2021-06-10+20_10_32,-77,-96,-98,28,28,15,27.9723127,14953,619,1370147,0,10606,0
2021-06-10+20_10_33,-77,-98,-98,28,28,15,28,14906,614,1366385,0,15868,0.005006341
2021-06-10+20_10_34,-77,-99,-96,28,28,15,27.99830795,14427,594,1322316,0,1119,0.001729864
2021-06-10+20_10_35,-77,-99,-96,28,28,15,27.95673877,14632,605,1340809,0,12813,0.00170567
2021-06-10+20_10_36,-77,-97,-96,28,28,15,27.99773756,21577,885,1978357,0,13054,0.0011573
2021-06-10+20_10_37,-77,-101,-96,28,26,15,25.43896104,7415,391,669774,0,17605,0.003628057
2021-06-10+20_10_38,-77,-101,-96,28,14,15,19.46666667,84,41,3218,0,13352,0
2021-06-10+20_10_39,-77,-101,-101,28,28,15,20.16666667,30,15,674,0,17827,0
2021-06-10+20_10_40,-77,-96,-101,28,28,15,27.90291262,13976,622,1281261,0,18351,0.001785587
2021-06-10+20_10_41,-77,-99,-101,28,28,15,28,13221,776,1216625,0,13101,0.001208733
2021-06-10+20_10_42,-77,-97,-101,28,28,15,28,19216,948,1765241,0,12489,0.002129096
2021-06-10+20_10_43,-77,-94,-101,28,28,15,28,22824,934,2092968,0,11280,0.056157473
2021-06-10+20_10_45,-77,-96,-101,28,28,15,28,21339,873,1957188,0,3463,0.105095408
2021-06-10+20_10_46,-77,-97,-101,28,28,15,28,21199,868,1944408,0,11397,0.151327115
2021-06-10+20_10_47,-77,-101,-101,28,28,15,27.99322799,10653,448,976116,0,12685,0.106216965
2021-06-10+20_10_48,-77,-97,-101,28,28,15,27.96259843,12303,513,1127060,0,12985,0.077805262
2021-06-10+20_10_49,-77,-101,-101,28,28,15,28,8994,373,824087,0,17892,0.138753232
2021-06-10+20_10_50,-77,-96,-101,28,28,15,28,10493,439,961794,0,10924,0.149193221
2021-06-10+20_10_51,-77,-96,-101,28,28,15,27.91463415,13835,579,1267628,0,21100,0.121140897
2021-06-10+20_10_52,-77,-96,-101,28,28,15,27.99854651,16746,689,1535820,0,7873,0.142110656
2021-06-10+20_10_53,-77,-96,-96,28,28,15,28,18317,758,1679713,0,13539,0.134929631
2021-06-10+20_10_54,-77,-96,-96,28,28,15,27.997669,20922,859,1918760,0,13858,0.110042962
2021-06-10+20_10_55,-77,-96,-96,28,28,15,27.98905109,13223,553,1211745,0,22462,0.14646269
2021-06-10+20_10_56,-77,-96,-96,28,28,15,27.99067164,12974,539,1189229,0,11798,0.11855425
2021-06-10+20_10_57,-77,-97,-96,28,28,15,28,12683,526,1162507,0,18828,0.156266631
2021-06-10+20_10_58,-77,-102,-96,28,28,15,28,5080,215,464616,0,16386,0.104372355
2021-06-10+20_10_59,-77,-102,-96,28,28,15,28,10063,421,922099,0,18873,0.181204231
2021-06-10+20_11_00,-77,-102,-96,28,28,15,27.76190476,6077,259,555543,0,16581,0.061901822
2021-06-10+20_11_01,-77,-97,-96,28,28,15,27.98490566,19353,796,1774630,0,15216,0.120438122
2021-06-10+20_11_02,-77,-95,-96,28,28,15,27.92214533,13939,581,1277717,0,11431,0.128213147
2021-06-10+20_11_03,-77,-96,-96,28,28,15,27.99892589,22644,932,2076751,0,2525,0.111860684
2021-06-10+20_11_04,-77,-96,-96,28,28,15,28,21040,862,1929576,0,12659,0.120511642
2021-06-10+20_11_05,-77,-95,-97,28,28,15,28,22621,925,2074788,0,5238,0.129995
2021-06-10+20_11_06,-77,-96,-97,28,28,15,28,20629,845,1892004,0,10986,0.132615734
2021-06-10+20_11_07,-77,-97,-97,28,28,15,27.95299145,16993,705,1557680,0,13885,0.102087186
2021-06-10+20_11_10,-77,-97,-97,28,28,15,27.99898374,23863,993,2187250,0,21818,0.141803927
2021-06-10+20_11_11,-77,-97,-97,28,28,15,27.80299786,11169,472,1022814,0,12899,0.143547274
2021-06-10+20_11_12,-77,-103,-97,28,28,15,27.96385542,3937,173,359654,0,527,0.138134851
2021-06-10+20_11_13,-77,-101,-97,28,28,15,28,11752,489,1076960,0,13864,0.151908783
2021-06-10+20_11_14,-77,-98,-97,28,28,15,27.93716338,13493,561,1236196,0,6626,0.069448276
2021-06-10+20_11_15,-77,-95,-97,28,28,15,27.97502973,20458,843,1875498,0,6419,0.039755926
2021-06-10+20_11_16,-77,-96,-97,28,28,15,27.92724458,15624,649,1431833,0,12825,0.089192025
2021-06-10+20_11_17,-77,-98,-97,28,28,15,27.99828179,14105,586,1293014,0,4967,0.088470984
2021-06-10+20_11_18,-77,-97,-97,28,28,15,28,16921,699,1551680,0,7418,0.115565545
2021-06-10+20_11_19,-77,-102,-97,28,28,15,28,8513,359,779790,0,11678,0.173254346
2021-06-10+20_11_20,-77,-98,-97,28,14,15,27.94339623,12753,533,1169014,0,2509,0.134920635
2021-06-10+20_11_21,-77,-97,-97,28,28,15,27.80078895,12157,511,1113420,0,663,0.123567154
2021-06-10+20_11_22,-77,-98,-97,28,28,15,28,6673,283,610771,0,12830,0.128623662
2021-06-10+20_11_23,-77,-101,-97,28,28,15,28,6097,258,558195,0,3410,0.141751126
2021-06-10+20_11_24,-77,-97,-97,28,28,15,27.99798387,12054,501,1104773,0,9594,0.15160473
2021-06-10+20_11_25,-77,-96,-97,28,28,15,28,17101,703,1568053,0,693,0.135570945
2021-06-10+20_11_26,-77,-97,-97,28,28,15,27.97988506,16943,698,1553462,0,12663,0.119798431
2021-06-10+20_11_27,-77,-97,-97,28,28,15,27.9972973,18019,742,1652287,0,4697,0.121410113
2021-06-10+20_11_28,-77,-97,-97,28,27,15,27.99478261,13945,578,1278296,0,9524,0.119133346
2021-06-10+20_11_29,-77,-98,-97,28,28,15,28,4049,175,369892,0,5714,0.101619703
2021-06-10+20_11_30,-77,-102,-98,28,28,15,27.8275,9548,405,874055,0,7209,0.138888889
2021-06-10+20_11_31,-77,-98,-98,28,28,15,28,21125,864,1937448,0,9928,0.096024648
2021-06-10+20_11_32,-77,-97,-98,28,28,15,27.98856417,19054,789,1747006,0,3030,0.110582085
2021-06-10+20_11_35,-77,-97,-98,28,28,15,28,33917,1399,3109612,0,12646,0.133488325
2021-06-10+20_11_36,-77,-98,-98,28,28,15,27.96825397,18354,757,1683000,0,26,0.12357941
2021-06-10+20_11_37,-77,-96,-98,28,28,15,27.9984917,16049,666,1471407,0,12143,0.134498193
2021-06-10+20_11_38,-77,-96,-98,28,28,15,28,16987,700,1557607,0,12340,0.128514262
2021-06-10+20_11_39,-77,-102,-98,28,28,15,27.97923875,6938,294,635306,0,4456,0.160861151
2021-06-10+20_11_40,-77,-99,-98,28,28,15,27.96484375,12305,516,1127918,0,9032,0.136127492
2021-06-10+20_11_41,-77,-100,-98,28,28,15,27.6,2130,98,193498,0,13797,0.076723017
2021-06-10+20_11_42,-77,-101,-98,28,28,15,27.93734336,9601,404,879352,0,2891,0.117879456
2021-06-10+20_11_43,-77,-94,-98,28,28,15,27.92110874,11355,473,1040497,0,10805,0.137354706
2021-06-10+20_11_44,-77,-97,-98,28,28,15,27.92079208,12160,509,1114287,0,6524,0.138627187
2021-06-10+20_11_45,-77,-96,-98,28,28,15,27.97042514,13132,546,1203593,0,5908,0.112222823
2021-06-10+20_11_46,-77,-97,-98,28,28,15,27.99263352,13167,548,1206657,0,12284,0.14098382
2021-06-10+20_11_47,-76,-101,-98,28,28,15,27.98039216,2467,110,224781,0,2686,0.146366782
2021-06-10+20_11_48,-76,-97,-98,28,28,15,27.99790795,10232,482,939556,0,10085,0.084876129
2021-06-10+20_11_49,-77,-101,-98,28,28,15,27.97968397,10705,448,980819,0,12788,0.09094769
2021-06-10+20_11_50,-76,-101,-98,28,28,15,27.82125604,4912,215,448598,0,14290,0.102503198
2021-06-10+20_11_51,-76,-98,-98,28,28,15,27.96,10279,429,941872,0,8294,0.111120719
2021-06-10+20_11_52,-76,-96,-98,28,28,15,27.83829787,11344,475,1038855,0,10634,0.104868618
2021-06-10+20_11_53,-76,-98,-101,28,28,15,27.9968652,7766,325,711145,0,12662,0.11357151
2021-06-10+20_11_54,-76,-102,-101,28,28,15,27.98305085,4244,184,387922,0,9944,0.122959289
2021-06-10+20_11_55,-76,-103,-101,28,28,15,27.96810934,10677,443,978371,0,21720,0.179386673
2021-06-10+20_11_56,-76,-102,-101,28,28,15,27.98373984,2946,131,268785,0,13889,0.200976404
2021-06-10+20_11_57,-76,-99,-101,28,28,15,27.76271186,2742,125,250171,0,12631,0.086304565
2021-06-10+20_11_58,-76,-102,-101,28,28,15,27.97229917,8738,367,800103,0,18061,0.145929039
2021-06-10+20_12_01,-76,-99,-98,28,28,15,27.86629002,12767,545,1167996,0,26464,0.12692334
2021-06-10+20_12_02,-76,-100,-98,28,28,15,27.26666667,2000,98,181620,0,14927,0.06323185
2021-06-10+20_12_03,-76,-101,-98,28,28,15,27.96949891,11104,463,1017706,0,19130,0.146305835
2021-06-10+20_12_04,-76,-100,-98,28,28,15,27.80555556,3421,151,312350,0,19976,0.102099738
2021-06-10+20_12_05,-76,-100,-98,28,28,15,27.97878788,7985,336,731274,0,17396,0.164049414
2021-06-10+20_12_06,-76,-97,-99,28,28,15,27.96,8439,357,772582,0,15200,0.106889618
2021-06-10+20_12_07,-76,-101,-99,28,28,15,27.95,4806,206,439425,0,22240,0.209409442
2021-06-10+20_12_08,-76,-102,-99,28,28,15,27.96047431,12307,511,1127549,0,11940,0.148716885
2021-06-10+20_12_09,-76,-100,-101,28,28,15,21,32,11,1192,0,14377,0.2
2021-06-10+20_12_10,-76,-97,-101,28,28,15,27.95498392,7499,317,686682,0,9692,0.158739062
2021-06-10+20_12_11,-76,-102,-101,28,28,15,27.90625,3824,168,349232,0,4394,0.153982301
2021-06-10+20_12_12,-76,-97,-101,28,28,15,27.74137931,5480,238,501124,0,14629,0.115701146
2021-06-10+20_12_13,-77,-102,-101,28,28,15,27.95774648,8571,362,784741,0,12862,0.102701005
2021-06-10+20_12_14,-77,-97,-101,28,28,15,27.96943231,10999,461,1008306,0,12767,0.154248366
2021-06-10+20_12_15,-77,-101,-101,28,28,15,28,5938,251,543601,0,13686,0.128814554
2021-06-10+20_12_16,-77,-102,-101,28,28,15,27.96758105,9685,407,887205,0,12991,0.151331931
2021-06-10+20_12_17,-77,-96,-101,28,28,15,27.99449541,13177,548,1207913,0,11818,0.127986235
2021-06-10+20_12_18,-77,-94,-97,28,28,15,27.99568966,11240,469,1030031,0,1744,0.120087678
2021-06-10+20_12_19,-77,-101,-101,28,28,15,28,145,16,11947,0,13598,0.22459893
2021-06-10+20_12_20,-77,-97,-101,28,28,15,27.99389002,11912,495,1091778,0,10206,0.149992864
2021-06-10+20_12_21,-77,-102,-101,28,28,15,27.94339623,1218,62,110036,0,7348,0.192307692
2021-06-10+20_12_22,-77,-100,-101,28,28,15,27.95424837,11059,463,1013547,0,9706,0.15599481
2021-06-10+20_12_23,-77,-97,-101,28,28,15,27.96987952,12051,502,1104400,0,12320,0.10891748
2021-06-10+20_12_24,-77,-101,-101,28,28,15,24.5,64,13,4150,0,12699,0.219512195
2021-06-10+20_12_26,-77,-98,-101,28,28,15,28,12671,525,1161480,0,12233,0.12202051
2021-06-10+20_12_27,-77,-97,-101,28,28,15,28,13149,545,1205254,0,11875,0.136921562
2021-06-10+20_12_28,-77,-98,-101,28,28,15,27.99801587,12252,508,1122928,0,17548,0.112881037
2021-06-10+20_12_29,-77,-102,-101,28,28,15,27.96231156,9573,404,876721,0,16301,0.120775165
2021-06-10+20_12_30,-77,-103,-101,28,28,15,27.88324873,4775,203,436899,0,14068,0.170430855
2021-06-10+20_12_31,-77,-97,-101,28,28,15,27.99483649,14095,584,1292154,0,15014,0.116799298
2021-06-10+20_12_32,-77,-98,-101,28,28,15,27.9657228,16295,674,1493846,0,12080,0.11048638
2021-06-10+20_12_33,-77,-97,-101,28,28,15,27.98228663,15095,623,1383893,0,7215,0.110960598
2021-06-10+20_12_34,-77,-97,-101,28,28,15,27.98939394,16007,663,1467453,0,9486,0.151587428
2021-06-10+20_12_35,-77,-97,-101,28,28,15,27.98994975,14522,600,1331443,0,15631,0.146317089
2021-06-10+20_12_36,-77,-96,-101,28,28,15,27.97107438,17650,728,1618448,0,14280,0.152542373
2021-06-10+20_12_37,-77,-96,-101,28,28,15,27.98370672,11821,496,1083142,0,21372,0.170572551
2021-06-10+20_12_38,-77,-96,-101,28,28,15,27.98242188,12444,516,1140641,0,13034,0.13965708
2021-06-10+20_12_39,-77,-96,-101,28,28,15,28,13283,550,1217973,0,10851,0.105461647
2021-06-10+20_12_40,-77,-97,-101,28,28,15,27.98122653,19429,800,1781579,0,8073,0.123319195
2021-06-10+20_12_41,-77,-95,-101,28,28,15,28,21912,898,2009439,0,22924,0.133639095
2021-06-10+20_12_42,-78,-99,-101,28,28,15,27.9723225,20184,832,1850759,0,18488,0.135662898
2021-06-10+20_12_43,-77,-96,-101,28,28,15,27.96445131,15690,649,1438557,0,16880,0.131036774
2021-06-10+20_12_44,-77,-98,-101,28,28,15,27.99043716,17838,734,1635513,0,11273,0.140958343
2021-06-10+20_12_45,-77,-101,-101,28,28,15,27.99317406,7117,299,651627,0,13971,0.122657791
2021-06-10+20_12_46,-77,-100,-101,28,28,15,27.97495183,12591,522,1154183,0,9623,0.122456091
2021-06-10+20_12_49,-77,-101,-101,28,28,15,27.99119497,19245,805,1763295,0,27162,0.136956814
2021-06-10+20_12_50,-77,-98,-101,28,28,15,27.94639556,13033,545,1194514,0,13217,0.110557565
2021-06-10+20_12_51,-77,-97,-101,28,28,15,28,13334,556,1222241,0,14319,0.118238328
2021-06-10+20_12_52,-77,-100,-98,28,28,15,27.99232737,9466,396,867228,0,18913,0.171466083
2021-06-10+20_12_53,-77,-98,-98,28,28,15,28,12836,533,1176661,0,9923,0.126446169
2021-06-10+20_12_54,-77,-101,-98,28,28,15,27.95405405,8880,376,813174,0,7621,0.123655383
2021-06-10+20_12_55,-77,-100,-98,28,28,15,27.9443299,11746,489,1076435,0,13223,0.138034784
2021-06-10+20_12_56,-77,-97,-98,28,28,15,27.95677233,8449,352,773858,0,7098,0.113617289
2021-06-10+20_12_57,-77,-100,-98,28,28,15,27.97849462,4409,193,402974,0,4930,0.189074857
2021-06-10+20_12_58,-77,-100,-98,28,28,15,27.94664032,12186,510,1116456,0,10728,0.112842167
2021-06-10+20_12_59,-77,-96,-98,28,28,15,27.99813084,12929,539,1185131,0,2500,0.106866538
2021-06-10+20_13_00,-77,-96,-98,28,28,15,28,11511,476,1055038,0,7219,0.151106195
2021-06-10+20_13_01,-77,-97,-98,28,28,15,27.9769821,9462,395,866895,0,5069,0.122507651
2021-06-10+20_13_02,-77,-97,-98,28,28,15,27.99465241,13629,565,1249465,0,12535,0.141263941
2021-06-10+20_13_03,-77,-98,-98,28,28,15,27.99761905,10149,425,929862,0,13416,0.124784408
2021-06-10+20_13_04,-77,-97,-98,28,28,15,27.99548872,16124,669,1478058,0,14275,0.137338826
2021-06-10+20_13_05,-77,-97,-98,28,28,15,28,14855,614,1362145,0,12250,0.132504088
2021-06-10+20_13_06,-77,-100,-100,28,28,15,27.96441948,12907,539,1182818,0,13385,0.104053866
2021-06-10+20_13_07,-77,-100,-100,28,28,15,27.97537879,12827,531,1175805,0,12042,0.113484
2021-06-10+20_13_08,-77,-98,-100,28,28,15,27.96798493,12831,536,1175707,0,12441,0.136366696
2021-06-10+20_13_09,-77,-103,-100,28,28,15,27.94704684,11916,494,1091965,0,12686,0.14586768
2021-06-10+20_13_10,-77,-96,-100,28,28,15,27.99633028,13262,549,1215620,0,13558,0.121605511
2021-06-10+20_13_11,-77,-97,-100,28,28,15,28,12622,526,1156991,0,14029,0.151918296
2021-06-10+20_13_14,-77,-102,-100,28,28,15,27.9485936,24958,1040,2287040,0,39852,0.1527311
2021-06-10+20_13_15,-77,-100,-100,28,28,15,28,13336,552,1222495,0,14209,0.098858031
2021-06-10+20_13_16,-77,-100,-100,28,28,15,28,14943,621,1370021,0,13340,0.11154052
2021-06-10+20_13_17,-77,-101,-98,28,28,15,27.88772846,9270,387,849131,0,9419,0.174679487
2021-06-10+20_13_18,-77,-98,-98,28,28,15,27.97214485,17470,719,1602031,0,7732,0.139281667
2021-06-10+20_13_19,-77,-96,-98,28,28,15,27.97867299,20530,846,1882289,0,12338,0.111908985
2021-06-10+20_13_20,-77,-97,-98,28,28,15,27.99533437,15550,646,1425861,0,5423,0.117129393
2021-06-10+20_13_21,-77,-94,-104,28,28,15,28,12618,524,1156971,0,14852,0.130332897
2021-06-10+20_13_22,-77,-101,-102,28,28,15,27.94609665,12996,542,1190986,0,6399,0.078167116
2021-06-10+20_13_23,-77,-97,-102,28,28,15,27.97026022,13056,541,1196900,0,9990,0.115207373
2021-06-10+20_13_24,-77,-96,-102,28,28,15,27.93230174,12464,521,1142151,0,11896,0.070613675
2021-06-10+20_13_25,-77,-103,-102,28,28,15,27.95321637,12428,516,1139063,0,2139,0.14496044
2021-06-10+20_13_26,-77,-97,-102,28,22,15,27.98252427,12521,518,1147505,0,15816,0.144682014
2021-06-10+20_13_27,-77,-104,-102,28,28,15,27.88777555,11971,504,1096636,0,15526,0.150631474
2021-06-10+20_13_28,-77,-98,-102,28,28,15,27.98211382,14923,618,1367833,0,12993,0.131575885
2021-06-10+20_13_29,-77,-100,-102,28,28,15,27.98770492,11798,492,1081205,0,12955,0.129748469
2021-06-10+20_13_30,-77,-102,-102,28,28,15,27.94444444,11746,491,1076125,0,12735,0.11028632
2021-06-10+20_13_31,-77,-100,-102,28,28,15,27.98611111,12192,509,1117290,0,12437,0.129888667
2021-06-10+20_13_32,-77,-99,-102,28,28,15,27.96603774,6415,270,587168,0,34,0.091617106
2021-06-10+20_13_33,-77,-104,-102,28,28,15,28,5467,233,500312,0,7608,0.142565872
2021-06-10+20_13_34,-77,-100,-102,28,28,15,27.95893224,11805,491,1081885,0,6219,0.114536454
2021-06-10+20_13_35,-77,-103,-102,28,28,15,14,24,11,417,0,17558,0.142857143
2021-06-10+20_13_36,-77,-97,-102,28,28,15,28,7083,295,648764,0,9025,0.129424779
2021-06-10+20_13_37,-77,-103,-102,28,28,15,27.98101266,3780,166,345243,0,12003,0.14382786
2021-06-10+20_13_40,-77,-98,-102,28,28,15,27.98721461,26719,1102,2449171,0,28092,0.147365734
2021-06-10+20_13_41,-77,-97,-102,28,28,15,27.99433962,12835,533,1176541,0,19321,0.117626839
2021-06-10+20_13_42,-77,-96,-102,28,28,15,27.96383648,15415,638,1413485,0,16383,0.149094723
2021-06-10+20_13_43,-77,-98,-102,28,28,15,27.99454545,13285,554,1217829,0,10470,0.115806988
2021-06-10+20_13_44,-77,-97,-102,28,28,15,27.94143167,11164,465,1023024,0,10594,0.142879079
2021-06-10+20_13_45,-77,-97,-102,28,28,15,27.98818898,12310,513,1127984,0,7921,0.131875882
2021-06-10+20_13_46,-77,-99,-102,28,28,15,28,8554,358,783691,0,9641,0.166926373
2021-06-10+20_13_47,-77,-97,-102,28,28,15,27.98136646,11730,487,1074936,0,13573,0.0932282
2021-06-10+20_13_48,-77,-97,-102,28,28,15,28,12711,526,1164953,0,11849,0.120771944
2021-06-10+20_13_49,-77,-96,-102,28,28,15,28,16159,666,1481592,0,5616,0.126540541
2021-06-10+20_13_50,-77,-97,-102,28,28,15,27.99211564,18399,764,1686878,0,21471,0.191003825
2021-06-10+20_13_51,-77,-95,-102,28,28,15,28,18357,755,1683473,0,10196,0.150217572
2021-06-10+20_13_52,-77,-97,-102,28,28,15,28,18122,745,1661597,0,16293,0.1253861
2021-06-10+20_13_53,-77,-97,-102,28,28,15,28,7640,321,699748,0,14882,0.110075713
2021-06-10+20_13_54,-77,-104,-102,28,28,15,27.96401028,9402,394,861468,0,13214,0.160385783
2021-06-10+20_13_55,-77,-104,-102,28,28,15,28,11889,494,1089452,0,13521,0.111169258
2021-06-10+20_13_56,-77,-97,-102,28,28,15,28,12701,525,1164363,0,12919,0.113615744
2021-06-10+20_13_57,-77,-104,-102,28,28,15,27.990625,7797,326,713868,0,12493,0.108812436
2021-06-10+20_13_58,-77,-97,-97,28,28,15,28,11067,461,1014366,0,9226,0.1358632
2021-06-10+20_13_59,-77,-102,-97,28,28,15,27.98181818,7970,335,730052,0,5031,0.170223842
2021-06-10+20_14_00,-77,-100,-97,28,28,15,27.98852772,12702,527,1164107,0,11876,0.128208648
2021-06-10+20_14_01,-77,-102,-97,28,28,15,23,47,11,2702,0,13476,0.113207547
2021-06-10+20_14_02,-77,-99,-97,28,28,15,27.98850575,12642,526,1158705,0,13539,0.113774974
2021-06-10+20_14_03,-77,-101,-97,28,28,15,27.94789579,12016,504,1100957,0,13073,0.14955057
2021-06-10+20_14_06,-77,-96,-100,28,28,15,27.97607656,25371,1053,2325158,0,19079,0.120680692
2021-06-10+20_14_07,-77,-102,-100,28,28,15,27.94632207,12251,508,1122624,0,10808,0.118633094
2021-06-10+20_14_08,-77,-97,-100,28,14,15,27.91407678,13174,550,1207192,0,14822,0.109263016
2021-06-10+20_14_09,-77,-99,-100,28,28,15,27.46586345,5774,257,526861,0,9390,0.113601474
2021-06-10+20_14_10,-78,-101,-100,28,27,15,27.98220641,6760,286,618974,0,11832,0.139949109
2021-06-10+20_14_11,-77,-101,-100,28,28,15,26.33333333,422,27,36816,0,8454,0.055928412
2021-06-10+20_14_12,-78,-102,-100,28,28,15,27.98634812,14101,590,1292650,0,6073,0.092833248
2021-06-10+20_14_13,-78,-100,-100,28,28,15,27.93161094,15939,661,1460870,0,19510,0.121382504
2021-06-10+20_14_14,-78,-101,-100,28,25,15,27.99140401,8444,354,773466,0,20428,0.145690004
2021-06-10+20_14_15,-78,-101,-100,28,28,15,27.98987854,11990,498,1098620,0,24115,0.134170999
2021-06-10+20_14_16,-78,-101,-100,28,28,15,28,12370,513,1133899,0,20742,0.166161105
2021-06-10+20_14_17,-78,-97,-100,28,28,15,27.99618321,19152,787,1756133,0,13658,0.116482908
2021-06-10+20_14_18,-78,-98,-100,28,28,15,27.96905767,17248,714,1581157,0,19884,0.116483967
2021-06-10+20_14_19,-78,-98,-100,28,28,15,27.98492462,14461,600,1325543,0,19727,0.122937894
2021-06-10+20_14_20,-78,-97,-100,28,28,15,28,10933,454,1002033,0,11750,0.101126367
2021-06-10+20_14_21,-78,-97,-100,28,28,15,27.98697068,7427,313,680053,0,11976,0.116884661
2021-06-10+20_14_22,-78,-102,-100,28,28,15,27.91269841,9078,384,831231,0,914,0.112349663
