dataTime,pcelRsrp,ncell1Rsrp,ncell2Rsrp,mcs1Dl,mcs2Dl,wbCqi,mcs2dl_ave,prb_used_pcell,pdu_used,tbs_used,prb_used_ncell1,prb_used_ncell2,prb_retxrate
2021-06-14+15_01_09,-77,-96,-96,28,28,15,27.98056537,13758,570,1260522,0,11612,0.017846945
2021-06-14+15_01_10,-77,-97,-96,28,28,15,28,9795,407,897523,0,14313,0.028755578
2021-06-14+15_01_11,-77,-97,-96,28,28,15,27.99226804,9422,393,863185,0,11937,0.028759922
2021-06-14+15_01_12,-77,-96,-96,28,28,15,27.99390244,11920,498,1091930,0,11982,0.02470954
2021-06-14+15_01_13,-77,-96,-96,28,28,15,28,10878,454,996748,0,15130,0.012796079
2021-06-14+15_01_14,-77,-97,-96,28,28,15,28,6341,266,580449,0,11666,0
2021-06-14+15_01_15,-77,-96,-96,28,28,15,27.98200514,9382,394,859370,0,14730,0.02595515
2021-06-14+15_01_16,-76,-97,-96,28,28,15,27.99705882,8222,347,752821,0,12949,0.011184606
2021-06-14+15_01_17,-77,-96,-96,28,28,15,27.99378882,11699,488,1071871,0,14641,0.016229398
2021-06-14+15_01_20,-76,-96,-96,28,28,15,27.97763864,27065,1127,2480052,0,26960,0.015818182
2021-06-14+15_01_21,-76,-94,-96,28,28,15,28,11592,480,1062121,0,10829,0.023338108
2021-06-14+15_01_22,-77,-97,-96,28,28,15,28,10291,431,942726,0,16232,0.022882643
2021-06-14+15_01_23,-77,-97,-96,28,28,15,27.99612403,6220,264,569367,0,12604,0.007816239
2021-06-14+15_01_24,-77,-97,-96,28,28,15,27.94736842,11956,500,1095106,0,14380,0.023521725
2021-06-14+15_01_25,-78,-95,-96,28,28,15,27.94653465,12286,510,1125713,0,10837,0.017984174
2021-06-14+15_01_26,-78,-97,-96,28,28,15,27.98734177,15290,635,1401390,0,16164,0.014629116
2021-06-14+15_01_27,-77,-96,-96,28,28,15,28,23635,973,2167298,0,10837,0.021284525
2021-06-14+15_01_28,-77,-95,-96,28,28,15,27.99882629,20728,854,1900438,0,14641,0.017164533
2021-06-14+15_01_29,-77,-97,-96,28,28,15,28,2785,123,253781,0,12367,0
2021-06-14+15_01_30,-77,-96,-96,28,28,15,28,14003,576,1283568,0,10814,0.00709069
2021-06-14+15_01_31,-77,-96,-96,28,28,15,28,15401,636,1411614,0,15519,0.020915448
2021-06-14+15_01_32,-77,-96,-96,28,28,15,27.99424184,12624,526,1156817,0,11855,0.01712862
2021-06-14+15_01_33,-77,-96,-96,28,28,15,27.98638132,12496,518,1145103,0,13369,0.027245835
2021-06-14+15_01_34,-77,-95,-96,28,28,15,27.99003322,7346,307,672405,0,13275,0.007565523
2021-06-14+15_01_35,-77,-96,-96,28,28,15,27.99519231,5038,215,460697,0,12016,0.019653629
2021-06-14+15_01_36,-77,-96,-96,28,28,15,27.972167,12194,508,1117335,0,13399,0.022211531
2021-06-14+15_01_37,-77,-96,-96,28,28,15,28,6017,253,550720,0,12417,0.020989261
2021-06-14+15_01_38,-77,-95,-96,28,28,15,28,6298,268,576393,0,14576,0.01238827
2021-06-14+15_01_39,-77,-96,-96,28,28,15,27.9675174,10512,436,962937,0,12411,0.031865905
2021-06-14+15_01_40,-77,-96,-96,28,28,15,27.85106383,2235,103,203247,0,12120,0.01193634
2021-06-14+15_01_41,-77,-96,-96,28,28,15,27.998,12083,505,1107174,0,14275,0.005268791
2021-06-14+15_01_42,-77,-97,-96,28,28,15,27.99805447,12494,518,1145058,0,11461,0.015367641
2021-06-14+15_01_45,-78,-96,-96,28,28,15,27.972167,12185,517,1114850,0,26805,0.016069121
2021-06-14+15_01_46,-77,-95,-96,28,28,15,27.94194757,12905,538,1182388,0,11047,0.007841931
2021-06-14+15_01_47,-78,-95,-96,28,28,15,27.96103896,3734,162,340942,0,12920,0.021744826
2021-06-14+15_01_48,-77,-96,-96,28,28,15,28,5857,260,536341,0,14126,0.008128704
2021-06-14+15_01_49,-77,-96,-96,28,28,15,28,9605,398,879896,0,10791,0.01537673
2021-06-14+15_01_50,-77,-96,-96,28,27,15,27.99071207,7800,329,714134,0,13233,0.025608994
2021-06-14+15_01_51,-78,-95,-96,28,28,15,27.99806202,12496,521,1145039,0,13799,0.031317829
2021-06-14+15_01_52,-77,-97,-96,28,28,15,27.93963783,12017,502,1100748,0,10838,0.024514977
2021-06-14+15_01_53,-77,-96,-96,28,28,15,26.93333333,315,23,27228,0,13468,0.012539185
2021-06-14+15_01_54,-77,-94,-96,28,28,15,28,12746,530,1168023,0,13565,0.015448787
2021-06-14+15_01_55,-77,-95,-96,28,28,15,27.99319728,3569,155,325819,0,11633,0.015448276
2021-06-14+15_01_56,-77,-94,-96,28,28,15,27.99164345,8673,366,794000,0,13468,0.028017483
2021-06-14+15_01_57,-77,-96,-96,28,28,15,27.99382716,11835,490,1084423,0,12739,0.030712531
2021-06-14+15_01_58,-78,-94,-96,28,28,15,27.99230769,6238,266,570912,0,14205,0.029558183
2021-06-14+15_01_59,-77,-95,-96,28,28,15,27.97761194,6459,275,590985,0,12839,0.019581056
2021-06-14+15_02_00,-78,-95,-96,28,28,15,28,12530,521,1148433,0,14285,0.04685836
2021-06-14+15_02_01,-79,-97,-96,28,28,15,28,11353,472,1040279,0,12763,0.035674849
2021-06-14+15_02_02,-79,-98,-103,28,28,15,27.97632058,13251,553,1214277,0,12441,0.032914903
2021-06-14+15_02_03,-78,-97,-103,28,28,15,28,12850,533,1177529,0,14545,0.017433858
2021-06-14+15_02_04,-78,-95,-103,28,28,15,28,12239,510,1121501,0,12448,0.014096987
2021-06-14+15_02_05,-78,-95,-103,28,28,15,28,12704,529,1164400,0,14558,0.023069825
2021-06-14+15_02_06,-79,-96,-103,28,28,15,27.96502058,11778,492,1078768,0,12578,0.03013834
2021-06-14+15_02_07,-78,-97,-103,28,28,15,27.98273381,16847,698,1544187,0,14351,0.01852607
2021-06-14+15_02_08,-78,-95,-103,28,28,15,28,14753,611,1352467,0,12710,0.011722937
2021-06-14+15_02_09,-79,-96,-103,28,28,15,28,24642,1014,2259604,0,14318,0.02489019
2021-06-14+15_02_12,-78,-96,-103,28,28,15,27.98540541,44950,1852,4121333,0,27017,0.023971859
2021-06-14+15_02_13,-79,-95,-103,28,28,15,27.97218543,18224,758,1670549,0,10789,0.044613368
2021-06-14+15_02_14,-79,-95,-97,28,28,15,27.99820144,13489,560,1236348,0,16165,0.036018009
2021-06-14+15_02_15,-79,-96,-101,28,28,15,28,8632,362,790190,0,12885,0.022091311
2021-06-14+15_02_16,-78,-94,-101,28,28,15,28,1071,51,96764,0,14147,0
2021-06-14+15_02_17,-79,-95,-101,28,28,15,27.9964539,6813,289,623555,0,10811,0.011175617
2021-06-14+15_02_18,-78,-94,-101,28,25,15,27.94334278,8478,358,776328,0,16202,0.02349689
2021-06-14+15_02_19,-79,-95,-101,28,28,15,17.66666667,26,13,303,0,10793,0.1875
2021-06-14+15_02_20,-78,-96,-101,28,28,15,27.95398773,7891,332,722438,0,16201,0.032491417
2021-06-14+15_02_21,-77,-95,-101,28,28,15,27.95599022,9852,416,902084,0,10829,0.067133794
2021-06-14+15_02_22,-77,-96,-101,28,28,15,27.83,3537,208,324272,0,14710,0.090043736
2021-06-14+15_02_23,-77,-97,-101,28,28,15,27.89655172,5819,268,532934,0,12359,0.039134742
2021-06-14+15_02_24,-78,-95,-101,28,28,15,27.99811676,12887,536,1180874,0,16078,0.02541027
2021-06-14+15_02_25,-77,-94,-101,28,28,15,28,9541,400,873948,0,10953,0.019525229
2021-06-14+15_02_26,-77,-94,-101,28,28,15,27.97120921,12594,525,1154094,0,14727,0.031379788
2021-06-14+15_02_27,-77,-96,-101,28,28,15,28,11053,458,1012702,0,12289,0.01118268
2021-06-14+15_02_28,-77,-94,-101,28,28,15,27.68421053,1328,66,119805,0,14687,0.018477458
2021-06-14+15_02_29,-78,-95,-101,28,28,15,28,12235,509,1121387,0,13386,0.030737543
2021-06-14+15_02_30,-77,-95,-101,28,28,15,27.91780822,8859,372,810779,0,14676,0.011382658
2021-06-14+15_02_31,-77,-93,-101,28,28,15,28,3809,167,348133,0,12312,0.03226626
2021-06-14+15_02_32,-77,-93,-101,28,28,15,27.96537678,11897,496,1089988,0,14712,0.004685016
2021-06-14+15_02_33,-77,-93,-101,28,28,15,28,12759,530,1169389,0,11212,0.010930233
2021-06-14+15_02_34,-77,-94,-101,28,28,15,27.97035573,12274,511,1124560,0,16224,0.022225763
2021-06-14+15_02_36,-77,-96,-101,28,28,15,28,23071,946,2115520,0,12156,0.015490313
2021-06-14+15_02_37,-77,-96,-101,28,28,15,28,23903,979,2191932,0,14936,0.021491731
2021-06-14+15_02_38,-77,-96,-101,28,28,15,28,23953,981,2196516,0,12653,0.017957443
2021-06-14+15_02_39,-77,-94,-101,28,28,15,27.99428571,25586,1051,2345957,0,14368,0.016490486
2021-06-14+15_02_40,-77,-95,-101,28,28,15,27.98876404,21640,892,1983907,0,10860,0.030248712
2021-06-14+15_02_41,-77,-95,-101,28,28,15,28,25763,1056,2362526,0,16176,0.01963545
2021-06-14+15_02_42,-77,-96,-101,28,28,15,27.99338479,22086,909,2024904,0,14538,0.024297579
2021-06-14+15_02_43,-77,-96,-101,28,28,15,27.995086,19809,817,1815796,0,12402,0.018773529
2021-06-14+15_02_44,-77,-92,-101,28,28,15,28,4592,196,419908,0,12526,0.032855939
2021-06-14+15_02_45,-77,-93,-101,28,28,15,27.92222222,4376,187,399896,0,14519,0.033995585
2021-06-14+15_02_46,-77,-93,-101,28,28,15,28,7690,325,703996,0,12543,0.020007646
2021-06-14+15_02_47,-77,-96,-101,28,28,15,27.99775281,10851,449,994293,0,14460,0.016228468
2021-06-14+15_02_48,-77,-94,-101,28,27,15,27.97590361,1905,91,173266,0,12407,0.023076923
2021-06-14+15_02_49,-77,-95,-101,28,28,15,27.99621928,12814,534,1174139,0,14583,0.025328972
2021-06-14+15_02_50,-77,-94,-101,28,28,15,27.99051233,12649,532,1159064,0,12150,0.019229278
2021-06-14+15_02_51,-77,-96,-101,28,28,15,27.95793499,12659,528,1159753,0,14603,0.020883286
2021-06-14+15_02_52,-77,-95,-101,28,28,15,28,244,19,21009,0,11108,0.024
2021-06-14+15_02_53,-77,-94,-101,28,28,15,27.95135908,16966,702,1554884,0,15614,0.014521375
2021-06-14+15_02_54,-77,-95,-101,28,28,15,28,8373,351,766852,0,11386,0.012268491
2021-06-14+15_02_55,-77,-96,-101,28,28,15,28,19160,792,1756812,0,12855,0.033445997
2021-06-14+15_02_56,-77,-95,-101,28,28,15,27.99898477,23963,986,2197311,0,14146,0.018513209
2021-06-14+15_02_57,-77,-96,-101,28,28,15,27.98965517,21140,872,1937828,0,12559,0.01970786
2021-06-14+15_02_58,-77,-93,-101,28,28,15,27.99521531,10070,423,922537,0,14431,0.012260912
2021-06-14+15_02_59,-77,-94,-101,28,28,15,27.99616858,6360,268,581916,0,12037,0.00872818
2021-06-14+15_03_00,-77,-95,-101,28,28,15,28,11583,483,1061687,0,14988,0.021292776
2021-06-14+15_03_02,-77,-95,-101,28,28,15,28,16395,681,1502881,0,11542,0.01984815
2021-06-14+15_03_03,-77,-95,-101,28,28,15,27.99528302,10242,430,938108,0,14537,0.016988195
2021-06-14+15_03_04,-77,-96,-101,28,28,15,28,15146,629,1388509,0,12093,0.014894309
2021-06-14+15_03_05,-77,-96,-101,28,28,15,27.99041534,15186,630,1391832,0,14507,0.006541934
2021-06-14+15_03_06,-77,-94,-101,28,28,15,28,12563,524,1151302,0,12499,0.019281811
2021-06-14+15_03_07,-77,-93,-101,28,28,15,27.99398798,12107,504,1109356,0,14582,0.015050439
2021-06-14+15_03_08,-77,-95,-101,28,28,15,27.95339806,12464,519,1142021,0,12128,0.012204787
2021-06-14+15_03_09,-77,-96,-101,28,28,15,28,12819,530,1174836,0,14442,0.036672428
2021-06-14+15_03_10,-77,-95,-99,28,28,15,27.99171271,8752,369,801228,0,12570,0.008496658
2021-06-14+15_03_11,-77,-96,-99,28,28,15,27.98769988,19742,815,1809782,0,16128,0.006291841
2021-06-14+15_03_12,-77,-95,-99,28,28,15,27.97599165,23279,959,2134503,0,10832,0.013392668
2021-06-14+15_03_13,-77,-96,-99,28,28,15,28,15920,663,1459354,0,12773,0.01928171
2021-06-14+15_03_14,-77,-95,-99,28,28,15,27.98618307,14017,583,1284521,0,14264,0.035439031
2021-06-14+15_03_15,-77,-95,-99,28,27,15,27.98839138,14501,607,1329054,0,12189,0.024683885
2021-06-14+15_03_16,-77,-97,-99,28,28,15,27.98628049,15920,660,1459008,0,4356,0.012406948
2021-06-14+15_03_17,-77,-98,-99,28,28,15,27.9893617,9069,381,830746,0,157,0.02693133
2021-06-14+15_03_18,-77,-96,-99,28,28,15,28,11841,494,1085069,0,38,0.034176183
2021-06-14+15_03_19,-77,-97,-99,28,28,15,27.99239544,12738,531,1167142,0,32,0.043190866
2021-06-14+15_03_20,-77,-97,-99,28,28,15,27.98295455,12739,532,1167341,0,18,0.045124054
2021-06-14+15_03_21,-77,-96,-99,28,28,15,28,12239,507,1121467,0,16,0.020017616
2021-06-14+15_03_22,-77,-96,-99,28,28,15,28,8851,369,810780,0,22,0.03939657
2021-06-14+15_03_23,-77,-96,-99,28,28,15,27.99659864,14265,591,1307585,0,18,0.022878279
2021-06-14+15_03_24,-77,-96,-99,28,28,15,27.9961165,12467,519,1142529,0,18,0.021735719
2021-06-14+15_03_25,-77,-96,-99,28,28,15,27.98681319,11002,460,1007964,0,18,0.044882368
2021-06-14+15_03_26,-77,-97,-99,28,28,15,27.97711016,16870,704,1545995,0,16,0.047107998
2021-06-14+15_03_29,-77,-97,-99,28,28,15,28,24430,1017,2238737,0,36,0.037431048
2021-06-14+15_03_30,-77,-95,-99,28,28,15,28,19154,788,1756294,0,16,0.037680868
2021-06-14+15_03_31,-77,-95,-99,28,28,15,27.9870801,18725,775,1716759,0,20,0.028534371
2021-06-14+15_03_32,-77,-98,-99,28,28,15,28,16179,669,1482914,0,16,0.04004984
2021-06-14+15_03_33,-77,-97,-99,28,28,15,28,13912,577,1275170,0,20,0.034693311
2021-06-14+15_03_34,-77,-96,-99,28,28,15,28,13006,542,1191922,0,16,0.048782272
2021-06-14+15_03_35,-77,-96,-99,28,28,15,27.87341772,5667,244,518165,0,18,0.029457099
2021-06-14+15_03_36,-77,-97,-99,28,28,15,27.98661568,12649,528,1158985,0,18,0.017705987
2021-06-14+15_03_37,-77,-97,-99,28,28,15,27.99223301,12481,519,1143793,0,18,0.079640145
2021-06-14+15_03_38,-77,-96,-99,28,28,15,27.95779817,13220,549,1211584,0,22,0.076944561
2021-06-14+15_03_39,-78,-97,-99,28,28,15,28,8253,344,755917,0,16,0.048974418
2021-06-14+15_03_40,-77,-96,-99,28,28,15,28,4016,171,367036,0,18,0.030185945
2021-06-14+15_03_41,-77,-97,-99,28,28,15,28,23553,965,2159844,0,18,0.035819551
2021-06-14+15_03_42,-77,-96,-99,28,28,15,28,24424,1005,2239663,0,16,0.046831096
2021-06-14+15_03_43,-77,-95,-99,28,28,15,27.93439716,13546,568,1241432,0,18,0.030697674
2021-06-14+15_03_44,-77,-95,-99,28,28,15,27.97297297,12558,523,1150659,0,18,0.027114967
2021-06-14+15_03_45,-77,-97,-99,28,28,15,28,12464,519,1142430,0,16,0.015715075
2021-06-14+15_03_46,-77,-96,-99,28,28,15,27.97868217,12525,520,1147693,0,18,0.013934813
2021-06-14+15_03_47,-77,-96,-99,28,28,15,27.98828125,12428,516,1138764,0,18,0.017005458
2021-06-14+15_03_48,-77,-97,-99,28,28,15,26.83333333,215,22,17848,0,16,0.044444444
2021-06-14+15_03_49,-77,-95,-99,28,28,15,27.98795181,12036,503,1102780,0,18,0.024635332
2021-06-14+15_03_50,-77,-95,-99,28,28,15,27.93697479,11570,481,1059790,0,18,0.025438005
2021-06-14+15_03_51,-77,-96,-99,28,28,15,28,13631,570,1249430,0,16,0.016238453
2021-06-14+15_03_52,-77,-95,-99,28,28,15,27.9744898,14288,593,1309301,0,18,0.027630325
2021-06-14+15_03_53,-77,-97,-96,28,28,15,27.97926267,10509,441,962314,0,16,0.02658392
2021-06-14+15_03_54,-77,-96,-96,28,28,15,14,18,9,93,0,18,0
2021-06-14+15_03_57,-77,-96,-96,28,28,15,27.96175637,17064,718,1562413,0,34,0.027415218
2021-06-14+15_03_58,-77,-96,-96,28,28,15,28,18853,780,1728619,0,18,0.026640508
2021-06-14+15_03_59,-77,-97,-96,28,28,15,27.99498328,14445,600,1324310,0,18,0.02034588
2021-06-14+15_04_00,-77,-96,-96,28,28,15,28,18965,784,1738674,0,16,0.024434156
2021-06-14+15_04_01,-77,-96,-96,28,26,15,27.97503671,16537,684,1515727,0,18,0.035011962
2021-06-14+15_04_02,-77,-96,-96,28,28,15,28,12704,529,1164432,0,18,0.034723805
2021-06-14+15_04_03,-77,-96,-96,28,28,15,27.99836868,14836,619,1359443,0,16,0.017613561
2021-06-14+15_04_04,-77,-95,-96,28,28,15,27.99577465,17201,713,1576928,0,16,0.012911741
2021-06-14+15_04_05,-77,-96,-96,28,28,15,27.97773279,11956,498,1095524,0,20,0.014425851
2021-06-14+15_04_06,-77,-94,-96,28,28,15,28,18670,772,1711641,0,18,0.019329762
2021-06-14+15_04_07,-77,-97,-96,28,28,15,28,13233,549,1212710,0,16,0.016206973
2021-06-14+15_04_08,-77,-96,-96,28,28,15,27.98948949,16205,669,1485456,0,20,0.026609803
2021-06-14+15_04_09,-77,-96,-96,28,28,15,27.99617834,19107,788,1751600,0,28,0.026692476
2021-06-14+15_04_10,-77,-95,-96,28,28,15,28,15143,627,1388465,0,20,0.017836295
2021-06-14+15_04_11,-76,-96,-96,28,28,15,27.99416342,12452,518,1141104,0,54,0.096305973
2021-06-14+15_04_12,-76,-96,-96,28,28,15,27.97619048,12143,509,1112516,0,40,0.029646796
2021-06-14+15_04_13,-76,-97,-96,28,28,15,28,12932,539,1185329,0,16,0.047366483
2021-06-14+15_04_14,-77,-97,-96,28,28,15,28,15155,628,1389168,0,22,0.038571338
2021-06-14+15_04_15,-76,-96,-96,28,28,15,28,15077,626,1382022,0,18,0.0716133
2021-06-14+15_04_16,-76,-96,-96,28,28,15,27.98898409,19833,818,1818572,0,18,0.056739275
2021-06-14+15_04_17,-77,-97,-96,28,28,15,27.99623116,19370,799,1775767,0,20,0.047127115
2021-06-14+15_04_18,-76,-96,-96,28,28,15,27.9712,15141,628,1387672,0,20,0.050304209
2021-06-14+15_04_19,-76,-96,-96,28,28,15,27.99353448,11217,468,1027834,0,16,0.066572356
2021-06-14+15_04_20,-76,-98,-96,28,28,15,27.95517241,6955,297,636244,0,20,0.075501794
2021-06-14+15_04_21,-76,-97,-96,28,28,15,27.98720682,11395,473,1044173,0,18,0.049624687
2021-06-14+15_04_22,-76,-95,-96,28,28,15,27.99819495,13443,560,1231775,0,18,0.062879052
2021-06-14+15_04_23,-76,-96,-96,28,28,15,28,7225,303,661544,0,18,0.036024016
2021-06-14+15_04_24,-76,-96,-96,28,28,15,27.95522388,11362,473,1041139,0,16,0.069603669
2021-06-14+15_04_26,-76,-96,-96,28,28,15,27.99419729,12588,522,1153541,0,22,0.057995959
2021-06-14+15_04_27,-76,-97,-96,28,28,15,27.98013245,7325,308,670443,0,26,0.053739827
2021-06-14+15_04_28,-76,-96,-96,28,28,15,27.75657895,3646,160,332506,0,18,0.045799529
2021-06-14+15_04_29,-76,-95,-96,28,28,15,27.9941349,8256,347,756016,0,20,0.049614366
2021-06-14+15_04_30,-76,-95,-96,28,28,15,27.97171717,11974,500,1097101,0,18,0.050662015
2021-06-14+15_04_31,-76,-97,-96,28,28,15,27.99603175,12268,508,1124253,0,18,0.04840211
2021-06-14+15_04_32,-77,-96,-96,28,28,15,27.96096654,13085,541,1198959,0,20,0.057616133
2021-06-14+15_04_33,-77,-96,-96,28,28,15,27.98523985,13093,546,1199658,0,18,0.057718604
2021-06-14+15_04_34,-77,-96,-96,28,28,15,28,11794,488,1080659,0,18,0.038872138
2021-06-14+15_04_35,-77,-96,-96,28,28,15,27.95054945,13255,550,1214612,0,18,0.082063712
2021-06-14+15_04_36,-77,-96,-96,28,28,15,27.9979798,11999,499,1099638,0,18,0.065643981
2021-06-14+15_04_37,-77,-97,-96,28,28,15,28,2196,102,200090,0,18,0.033025099
2021-06-14+15_04_38,-77,-95,-96,28,28,15,27.91477273,12806,533,1173209,0,16,0.031609195
2021-06-14+15_04_39,-76,-96,-96,28,28,15,28,9819,407,899567,0,20,0.070170455
2021-06-14+15_04_40,-77,-96,-96,28,28,15,27.98997494,9567,405,876282,0,20,0.057902511
2021-06-14+15_04_41,-77,-96,-96,28,28,15,28,13169,547,1207059,0,18,0.052726226
2021-06-14+15_04_42,-77,-96,-96,28,28,15,27.99603175,12245,509,1121991,0,18,0.062619613
2021-06-14+15_04_43,-77,-96,-96,28,28,15,27.99724138,17628,728,1616027,0,20,0.053072626
2021-06-14+15_04_44,-77,-95,-96,28,28,15,27.97670549,14508,604,1329674,0,20,0.050026192
2021-06-14+15_04_45,-77,-97,-96,28,28,15,27.93002915,8315,350,761123,0,16,0.049279671
2021-06-14+15_04_46,-77,-96,-96,28,28,15,27.98105263,11518,479,1055354,0,20,0.052951817
2021-06-14+15_04_47,-77,-97,-96,28,28,15,27.99470899,4450,196,406931,0,20,0.084173698
2021-06-14+15_04_59,-77,-99,-96,28,28,15,12,18,9,79,0,30,0.181818182
2021-06-14+15_05_12,-77,-96,-96,28,28,15,12,20,10,83,0,16,0.285714286
2021-06-14+15_13_01,-80,-97,-100,28,28,15,27.9822294,12893,624,1181785,0,13867,0.142182302
2021-06-14+15_13_02,-79,-98,-100,28,28,14,27.97329377,15624,677,1432484,0,3324,0.120220733
2021-06-14+15_13_03,-79,-96,-100,28,28,15,27.12266667,8093,383,695162,0,10115,0.179292161
2021-06-14+15_13_04,-78,-97,-100,28,28,15,27.99480519,7663,394,702550,0,22,0.075967684
2021-06-14+15_13_05,-76,-97,-100,28,28,15,27.94334975,8665,416,793187,0,13155,0.066070274
2021-06-14+15_13_07,-77,-98,-100,28,28,15,27.98602794,9549,507,876944,0,32,0.033795406
2021-06-14+15_13_08,-76,-98,-100,28,28,15,27.82170543,8192,391,750982,0,12637,0.102344948
2021-06-14+15_13_09,-76,-96,-100,28,28,15,27.88973384,11969,531,1096633,0,38,0.054207823
2021-06-14+15_13_10,-76,-93,-100,28,28,15,27.94850949,8297,376,759678,0,12333,0.088241758
2021-06-14+15_13_11,-78,-97,-100,28,28,15,27.97283951,9228,411,845380,0,36,0.083523687
2021-06-14+15_13_12,-77,-92,-100,28,28,15,27.91570881,5565,268,509542,0,12983,0.114699332
2021-06-14+15_13_13,-77,-96,-100,28,28,15,27.82394366,9104,436,833047,0,28,0.115343504
2021-06-14+15_13_14,-77,-96,-100,28,28,15,27.79661017,6167,303,564665,0,13179,0.142757854
2021-06-14+15_13_15,-77,-97,-100,28,28,15,27.90909091,5101,247,467310,0,4088,0.106341976
2021-06-14+15_13_16,-77,-96,-100,28,28,15,27.93650794,5146,260,471323,0,8913,0.122292342
2021-06-14+15_13_17,-77,-99,-100,28,28,15,27.92241379,7116,355,652271,0,60,0.050693703
2021-06-14+15_13_18,-77,-95,-100,28,28,15,27.80075188,5612,273,513938,0,12845,0.121064996
2021-06-14+15_13_19,-78,-96,-100,28,28,15,27.87822878,5653,277,518083,0,75,0.116856741
2021-06-14+15_13_20,-78,-96,-100,28,28,15,27.97260274,4498,224,412058,0,12073,0.13366718
2021-06-14+15_13_21,-78,-98,-100,28,28,15,27.97435897,3032,165,276987,0,7959,0.147835863
2021-06-14+15_13_22,-77,-97,-100,28,28,15,27.77314815,4338,224,396551,0,6573,0.073274941
2021-06-14+15_13_23,-77,-95,-100,28,28,15,27.84831461,3617,186,330582,0,14007,0.235306554
2021-06-14+15_13_24,-77,-96,-100,28,28,15,27.98369565,3568,193,326481,0,11888,0.210095196
2021-06-14+15_13_25,-78,-98,-100,28,28,15,27.98734177,4594,245,420855,0,2359,0.070416835
2021-06-14+15_13_26,-78,-98,-100,28,25,15,27.58075601,5952,298,543996,0,13383,0.141744773
2021-06-14+15_13_27,-78,-96,-100,28,28,15,27.95964126,4482,231,410266,0,94,0.062735257
2021-06-14+15_13_28,-78,-98,-100,28,28,15,27.58682635,3319,175,303088,0,12878,0.121957672
2021-06-14+15_13_29,-78,-94,-99,28,28,15,27.93902439,5138,252,470752,0,10516,0.147078353
2021-06-14+15_13_30,-79,-98,-99,28,28,15,27.88333333,3865,186,353644,0,2804,0.14698742
2021-06-14+15_13_33,-79,-98,-99,28,28,15,27.77688172,7613,390,695506,0,26200,0.231165421
2021-06-14+15_13_34,-79,-97,-99,28,28,15,27.83464567,5555,261,508045,0,7996,0.098067868
2021-06-14+15_13_35,-79,-97,-99,28,28,15,27.89626556,5090,247,466221,0,6440,0.112312522
2021-06-14+15_13_36,-79,-97,-99,28,28,15,27.80295567,4245,211,388320,0,13317,0.152017579
2021-06-14+15_13_37,-79,-97,-99,28,28,15,27.75649351,6620,318,604830,0,12980,0.079532814
2021-06-14+15_13_38,-79,-97,-99,28,28,15,27.92307692,5358,266,490854,0,13084,0.115257596
2021-06-14+15_13_39,-79,-98,-99,28,28,15,27.73553719,5148,253,470327,0,15836,0.156342183
2021-06-14+15_13_40,-79,-96,-99,28,28,15,27.90123457,4823,251,441485,0,14878,0.130677722
2021-06-14+15_13_41,-79,-96,-99,28,28,15,27.88043478,3922,192,358282,0,13549,0.189334436
2021-06-14+15_13_42,-79,-98,-99,28,28,15,27.87356322,3355,183,306830,0,20413,0.232792134
2021-06-14+15_13_43,-79,-99,-99,28,28,15,27.77294686,4348,217,397063,0,15615,0.157690818
2021-06-14+15_13_44,-79,-97,-99,28,28,15,27.93607306,4586,228,419341,0,13701,0.182385452
2021-06-14+15_13_45,-79,-97,-99,28,28,15,27.81304348,4581,238,419070,0,15736,0.10788705
2021-06-14+15_13_46,-79,-97,-99,28,28,15,27.93950178,5706,289,522900,0,14313,0.153286838
2021-06-14+15_13_47,-79,-98,-99,28,28,15,27.78235294,3555,179,324501,0,22093,0.161951909
2021-06-14+15_13_48,-79,-96,-99,28,28,15,27.89878543,5125,256,469038,0,19703,0.121378364
2021-06-14+15_13_49,-79,-97,-99,28,28,15,27.56593407,3505,187,320398,0,15169,0.077388787
2021-06-14+15_13_50,-79,-97,-99,28,28,15,27.87244898,4032,204,368858,0,18755,0.154539736
2021-06-14+15_13_51,-79,-100,-99,28,28,15,26.19402985,1173,74,105529,0,13947,0.352649007
2021-06-14+15_13_52,-79,-99,-99,28,28,15,27.13793103,1796,96,162672,0,15020,0.117444717
2021-06-14+15_13_53,-79,-97,-99,28,28,15,27.72592593,2905,144,264571,0,8179,0.19148344
2021-06-14+15_13_54,-79,-98,-99,28,28,15,27.88111888,3195,151,291588,0,12812,0.160756501
2021-06-14+15_13_55,-79,-99,-99,28,28,15,27.89230769,5912,266,540826,0,13172,0.223025365
2021-06-14+15_13_56,-79,-98,-99,28,28,15,27.94196429,5059,233,462363,0,11928,0.184163845
2021-06-14+15_13_57,-79,-98,-99,28,28,15,27.71505376,4144,193,378126,0,12249,0.141495753
2021-06-14+15_13_58,-79,-99,-99,28,28,15,27.79532164,3783,180,345036,0,12157,0.233589951
2021-06-14+15_14_01,-79,-98,-99,28,28,15,27.79104478,5720,285,521067,0,20499,0.170653907
2021-06-14+15_14_02,-79,-96,-99,28,28,15,27.87837838,3061,157,279288,0,11861,0.22721535
2021-06-14+15_14_03,-79,-98,-99,28,28,15,27.76923077,3660,176,334299,0,9403,0.178266727
2021-06-14+15_14_04,-78,-98,-99,28,28,15,27.7753304,5009,236,457165,0,5108,0.076511799
